sentence,label,phrase,keyword_count,sentence_length
i had zero confidence in myself to be where i am and never thought i would be in college.,0,"[""The reason I am here in this class is to be able to succeed in Bio 230 and learn to develop my study skills because I have a learning disability that sometimes makes it hard for me to learn like your typical student I tend to think differently. This somtimes tends to bring me down Being a zoology major had always been a dream of mine and I just want to be able to accomplish that goal and make not only myself but my family proud of everything they have sacrificed for me since I wasn't able to get FAFSA to help me achieve my goal and pay for half of my schooling. In being in this class I strongly feel that it will help me accomplish the goal of opening up my own veterinarian clinic and helping animals that are going extinct and make my clinic a sanctuary for animals that have gotten hurt in the wild or by people trying to hunt them. This is a huge goal for me that I hope someday becomes a reality and I am able to help save thousands of animals around the world.""]",0,89
this somtimes tends to bring me down being a zoology major had always been a dream of mine and i just want to be able to accomplish that goal and make not only myself but my family proud of everything they have sacrificed for me since i wasn't able to get fafsa to help me achieve my goal and pay for half of my schooling.,0,"[""The reason I am here in this class is to be able to succeed in Bio 230 and learn to develop my study skills because I have a learning disability that sometimes makes it hard for me to learn like your typical student I tend to think differently. This somtimes tends to bring me down Being a zoology major had always been a dream of mine and I just want to be able to accomplish that goal and make not only myself but my family proud of everything they have sacrificed for me since I wasn't able to get FAFSA to help me achieve my goal and pay for half of my schooling. In being in this class I strongly feel that it will help me accomplish the goal of opening up my own veterinarian clinic and helping animals that are going extinct and make my clinic a sanctuary for animals that have gotten hurt in the wild or by people trying to hunt them. This is a huge goal for me that I hope someday becomes a reality and I am able to help save thousands of animals around the world.""]",2,322
in being in this class i strongly feel that it will help me accomplish the goal of opening up my own veterinarian clinic and helping animals that are going extinct and make my clinic a sanctuary for animals that have gotten hurt in the wild or by people trying to hunt them.,0,"[""The reason I am here in this class is to be able to succeed in Bio 230 and learn to develop my study skills because I have a learning disability that sometimes makes it hard for me to learn like your typical student I tend to think differently. This somtimes tends to bring me down Being a zoology major had always been a dream of mine and I just want to be able to accomplish that goal and make not only myself but my family proud of everything they have sacrificed for me since I wasn't able to get FAFSA to help me achieve my goal and pay for half of my schooling. In being in this class I strongly feel that it will help me accomplish the goal of opening up my own veterinarian clinic and helping animals that are going extinct and make my clinic a sanctuary for animals that have gotten hurt in the wild or by people trying to hunt them. This is a huge goal for me that I hope someday becomes a reality and I am able to help save thousands of animals around the world.""]",0,274
this is a huge goal for me that i hope someday becomes a reality and i am able to help save thousands of animals around the world.,1,"[""The reason I am here in this class is to be able to succeed in Bio 230 and learn to develop my study skills because I have a learning disability that sometimes makes it hard for me to learn like your typical student I tend to think differently. This somtimes tends to bring me down Being a zoology major had always been a dream of mine and I just want to be able to accomplish that goal and make not only myself but my family proud of everything they have sacrificed for me since I wasn't able to get FAFSA to help me achieve my goal and pay for half of my schooling. In being in this class I strongly feel that it will help me accomplish the goal of opening up my own veterinarian clinic and helping animals that are going extinct and make my clinic a sanctuary for animals that have gotten hurt in the wild or by people trying to hunt them. This is a huge goal for me that I hope someday becomes a reality and I am able to help save thousands of animals around the world.""]",0,130
why am i here?,0,"['I hope to get into Medical School after SFSU, hoping to become a doctor later on in my life.']",0,14
"first of all, i am in this class to get as much help as i can with biology.",0,"['I hope to get into Medical School after SFSU, hoping to become a doctor later on in my life.']",1,75
"bio is not easy for me at all, i like it, but it has been one of the hardest subjects for me since high school.",0,"['I hope to get into Medical School after SFSU, hoping to become a doctor later on in my life.']",1,111
"i am currently a biol physio major, which means i have to take gened bio whether i like it or not.",0,"['I hope to get into Medical School after SFSU, hoping to become a doctor later on in my life.']",1,98
"with this class, i not only hope to get as much help as i can but also to meet people in order to make a study group and make connections for the future.",0,"['I hope to get into Medical School after SFSU, hoping to become a doctor later on in my life.']",0,153
why am i in college?,0,"['I hope to get into Medical School after SFSU, hoping to become a doctor later on in my life.']",0,20
"i hope to get into medical school after sfsu, hoping to become a doctor later on in my life.",1,"['I hope to get into Medical School after SFSU, hoping to become a doctor later on in my life.']",3,92
"i first chose san francisco state because i was a fashion design major until i changed it to bio last semester, but it was a really good school and city for all fashion related things.",0,"['I hope to get into Medical School after SFSU, hoping to become a doctor later on in my life.']",2,184
huiping dowdell 24 february 2020 science 230 reflective journaling essay 1 why am i here?,0,"['After earning my BS degree in Biochemistry I plan to take the Dental Admission Test and apply to Dental school. My career goal is to become a dentist and serve the bay area community. I am here for this class to learn more about Biology and to help me in my other classes in the future. I know this journey will not be easy, I but I am doing my best, studying hard, and trying to accomplish my goal.']",0,89
i am a here at sfsu as a transfer student majoring in biochemistry.,0,"['After earning my BS degree in Biochemistry I plan to take the Dental Admission Test and apply to Dental school. My career goal is to become a dentist and serve the bay area community. I am here for this class to learn more about Biology and to help me in my other classes in the future. I know this journey will not be easy, I but I am doing my best, studying hard, and trying to accomplish my goal.']",1,67
i attended college of marin before transferring to sfsu this spring.,0,"['After earning my BS degree in Biochemistry I plan to take the Dental Admission Test and apply to Dental school. My career goal is to become a dentist and serve the bay area community. I am here for this class to learn more about Biology and to help me in my other classes in the future. I know this journey will not be easy, I but I am doing my best, studying hard, and trying to accomplish my goal.']",0,68
after earning my bs degree in biochemistry i plan to take the dental admission test and apply to dental school.,0,"['After earning my BS degree in Biochemistry I plan to take the Dental Admission Test and apply to Dental school. My career goal is to become a dentist and serve the bay area community. I am here for this class to learn more about Biology and to help me in my other classes in the future. I know this journey will not be easy, I but I am doing my best, studying hard, and trying to accomplish my goal.']",3,111
my career goal is to become a dentist and serve the bay area community.,1,"['After earning my BS degree in Biochemistry I plan to take the Dental Admission Test and apply to Dental school. My career goal is to become a dentist and serve the bay area community. I am here for this class to learn more about Biology and to help me in my other classes in the future. I know this journey will not be easy, I but I am doing my best, studying hard, and trying to accomplish my goal.']",1,71
i am a dental assistant and have been working as one for 15 years.,0,"['After earning my BS degree in Biochemistry I plan to take the Dental Admission Test and apply to Dental school. My career goal is to become a dentist and serve the bay area community. I am here for this class to learn more about Biology and to help me in my other classes in the future. I know this journey will not be easy, I but I am doing my best, studying hard, and trying to accomplish my goal.']",1,66
i am inspired and encouraged by all the dentists in my office.,0,"['After earning my BS degree in Biochemistry I plan to take the Dental Admission Test and apply to Dental school. My career goal is to become a dentist and serve the bay area community. I am here for this class to learn more about Biology and to help me in my other classes in the future. I know this journey will not be easy, I but I am doing my best, studying hard, and trying to accomplish my goal.']",0,62
earlier in my life i wasnt able to make enough money or time to go to college.,0,"['After earning my BS degree in Biochemistry I plan to take the Dental Admission Test and apply to Dental school. My career goal is to become a dentist and serve the bay area community. I am here for this class to learn more about Biology and to help me in my other classes in the future. I know this journey will not be easy, I but I am doing my best, studying hard, and trying to accomplish my goal.']",0,78
"however, i eventually was able to make it and work on my college degree.",0,"['After earning my BS degree in Biochemistry I plan to take the Dental Admission Test and apply to Dental school. My career goal is to become a dentist and serve the bay area community. I am here for this class to learn more about Biology and to help me in my other classes in the future. I know this journey will not be easy, I but I am doing my best, studying hard, and trying to accomplish my goal.']",1,72
i am here for this class to learn more about biology and to help me in my other classes in the future.,0,"['After earning my BS degree in Biochemistry I plan to take the Dental Admission Test and apply to Dental school. My career goal is to become a dentist and serve the bay area community. I am here for this class to learn more about Biology and to help me in my other classes in the future. I know this journey will not be easy, I but I am doing my best, studying hard, and trying to accomplish my goal.']",1,102
i believe that biology is one of the major subjects someone needs to understand if you work in the medical field.,0,"['After earning my BS degree in Biochemistry I plan to take the Dental Admission Test and apply to Dental school. My career goal is to become a dentist and serve the bay area community. I am here for this class to learn more about Biology and to help me in my other classes in the future. I know this journey will not be easy, I but I am doing my best, studying hard, and trying to accomplish my goal.']",3,113
what i am learning now will transfer over to other subjects like microbiology and biochemistry.,0,"['After earning my BS degree in Biochemistry I plan to take the Dental Admission Test and apply to Dental school. My career goal is to become a dentist and serve the bay area community. I am here for this class to learn more about Biology and to help me in my other classes in the future. I know this journey will not be easy, I but I am doing my best, studying hard, and trying to accomplish my goal.']",1,95
"also, the biology lab class is helping to improve my lab skills.",0,"['After earning my BS degree in Biochemistry I plan to take the Dental Admission Test and apply to Dental school. My career goal is to become a dentist and serve the bay area community. I am here for this class to learn more about Biology and to help me in my other classes in the future. I know this journey will not be easy, I but I am doing my best, studying hard, and trying to accomplish my goal.']",1,64
"i know this journey will not be easy, i but i am doing my best, studying hard, and trying to accomplish my goal.",0,"['After earning my BS degree in Biochemistry I plan to take the Dental Admission Test and apply to Dental school. My career goal is to become a dentist and serve the bay area community. I am here for this class to learn more about Biology and to help me in my other classes in the future. I know this journey will not be easy, I but I am doing my best, studying hard, and trying to accomplish my goal.']",0,112
i'm in sci 230 because i intend to use as many resources as possible to find success in bio 230.,0,"[""I don't want a B in Bio 230, I want at minimum an A since this is a required course for applying to grad school. And not only do I want to get the grade, but I want to understand the material so I can apply it to my future career in Physical Therapy (hopefully!). While i might not need to specifically known translation and transcription or anything like that for my specific career goals, it'll give me the background I need to be good at my job.""]",0,96
"it's important to me to not just succeed in this class, but excel.",0,"[""I don't want a B in Bio 230, I want at minimum an A since this is a required course for applying to grad school. And not only do I want to get the grade, but I want to understand the material so I can apply it to my future career in Physical Therapy (hopefully!). While i might not need to specifically known translation and transcription or anything like that for my specific career goals, it'll give me the background I need to be good at my job.""]",0,66
"i don't want a b in bio 230, i want at minimum an a since this is a required course for applying to grad school.",0,"[""I don't want a B in Bio 230, I want at minimum an A since this is a required course for applying to grad school. And not only do I want to get the grade, but I want to understand the material so I can apply it to my future career in Physical Therapy (hopefully!). While i might not need to specifically known translation and transcription or anything like that for my specific career goals, it'll give me the background I need to be good at my job.""]",1,112
"and not only do i want to get the grade, but i want to understand the material so i can apply it to my future career in physical therapy (hopefully!).",1,"[""I don't want a B in Bio 230, I want at minimum an A since this is a required course for applying to grad school. And not only do I want to get the grade, but I want to understand the material so I can apply it to my future career in Physical Therapy (hopefully!). While i might not need to specifically known translation and transcription or anything like that for my specific career goals, it'll give me the background I need to be good at my job.""]",1,150
"while i might not need to specifically known translation and transcription or anything like that for my specific career goals, it'll give me the background i need to be good at my job.",0,"[""I don't want a B in Bio 230, I want at minimum an A since this is a required course for applying to grad school. And not only do I want to get the grade, but I want to understand the material so I can apply it to my future career in Physical Therapy (hopefully!). While i might not need to specifically known translation and transcription or anything like that for my specific career goals, it'll give me the background I need to be good at my job.""]",1,184
"sci 230 is meant to help me achieve these goals and if i didn't take this supplemental course and i ended up finishing the semester with less than an a, i'll never forgive myself for not taking advantages of the opportunities provided for me.",0,"[""I don't want a B in Bio 230, I want at minimum an A since this is a required course for applying to grad school. And not only do I want to get the grade, but I want to understand the material so I can apply it to my future career in Physical Therapy (hopefully!). While i might not need to specifically known translation and transcription or anything like that for my specific career goals, it'll give me the background I need to be good at my job.""]",0,242
"also it's helpful to hear things from student's perspectives rather than a professor, and have people to bounce ideas off ofask questions i don't ask in lecture.",0,"[""I don't want a B in Bio 230, I want at minimum an A since this is a required course for applying to grad school. And not only do I want to get the grade, but I want to understand the material so I can apply it to my future career in Physical Therapy (hopefully!). While i might not need to specifically known translation and transcription or anything like that for my specific career goals, it'll give me the background I need to be good at my job.""]",0,161
i am here so that i can get a better understanding for the concepts of biology.,0,['I am here so that I can get a better understanding for the concepts of biology. I am studying biology because I want to get into the medical field as a profession.'],1,79
i knew going into the semester i was going to need some extra help with this class so when i found out about this class i didn't hesitate to sign up.,0,['I am here so that I can get a better understanding for the concepts of biology. I am studying biology because I want to get into the medical field as a profession.'],0,149
i also needed the extra unit that this class provides so it was a win win scenario for me.,0,['I am here so that I can get a better understanding for the concepts of biology. I am studying biology because I want to get into the medical field as a profession.'],0,90
i am studying biology because i want to get into the medical field as a profession.,0,['I am here so that I can get a better understanding for the concepts of biology. I am studying biology because I want to get into the medical field as a profession.'],2,83
taking this class along with the lecture and lab is my first big step into the world of biology as i haven't taken a biology related course since early high school.,0,['I am here so that I can get a better understanding for the concepts of biology. I am studying biology because I want to get into the medical field as a profession.'],2,164
the reason why i am here is that i want to be someone in this life.,0,['The reason why I am here is that I want to be someone in this life. My goal is to graduate from this institution with a degree. I am here because I want to continue learning and I want to become a pediatrician and work with little children. I am here for a reason and I am here to figure it out.'],0,67
"education is not a luxury but a need, an educated person is more accountable than one that has not to have as much education.",0,['The reason why I am here is that I want to be someone in this life. My goal is to graduate from this institution with a degree. I am here because I want to continue learning and I want to become a pediatrician and work with little children. I am here for a reason and I am here to figure it out.'],1,125
my goal is to graduate from this institution with a degree.,1,['The reason why I am here is that I want to be someone in this life. My goal is to graduate from this institution with a degree. I am here because I want to continue learning and I want to become a pediatrician and work with little children. I am here for a reason and I am here to figure it out.'],2,59
i am here because i want to continue learning and i want to become a pediatrician and work with little children.,1,['The reason why I am here is that I want to be someone in this life. My goal is to graduate from this institution with a degree. I am here because I want to continue learning and I want to become a pediatrician and work with little children. I am here for a reason and I am here to figure it out.'],0,112
"i am also here for my parents because they have helped me throughout my short college career and i want to make them feel proud of me, they already are since i am here in sfsu but i want to make them feel like all their sacrifices are worth it.",0,['The reason why I am here is that I want to be someone in this life. My goal is to graduate from this institution with a degree. I am here because I want to continue learning and I want to become a pediatrician and work with little children. I am here for a reason and I am here to figure it out.'],1,244
"i am also here to set an example that it is possible to do whatever you want, that you can pursue any career.",1,['The reason why I am here is that I want to be someone in this life. My goal is to graduate from this institution with a degree. I am here because I want to continue learning and I want to become a pediatrician and work with little children. I am here for a reason and I am here to figure it out.'],1,109
it is not easy and its time consuming but in the end its all worth it.,0,['The reason why I am here is that I want to be someone in this life. My goal is to graduate from this institution with a degree. I am here because I want to continue learning and I want to become a pediatrician and work with little children. I am here for a reason and I am here to figure it out.'],0,70
i am here because i believe that i will be someone that can give a lot back to the community.,0,['The reason why I am here is that I want to be someone in this life. My goal is to graduate from this institution with a degree. I am here because I want to continue learning and I want to become a pediatrician and work with little children. I am here for a reason and I am here to figure it out.'],0,93
"i want to set an example for my siblings, i want them to do better than what i am doing, i want them to achieve way more than what i had.",0,['The reason why I am here is that I want to be someone in this life. My goal is to graduate from this institution with a degree. I am here because I want to continue learning and I want to become a pediatrician and work with little children. I am here for a reason and I am here to figure it out.'],0,137
i am here for a reason and i am here to figure it out.,0,['The reason why I am here is that I want to be someone in this life. My goal is to graduate from this institution with a degree. I am here because I want to continue learning and I want to become a pediatrician and work with little children. I am here for a reason and I am here to figure it out.'],0,54
aya alazzehphysics 112i am enrolled in physics 111 and 112 because it is a required course for my major.,0,"['I am a biology with a concentration in physiology, and I aspire to become a physician one day. I also am in this class to gain knowledge about Physics of course. As a future doctor I am required to take the MCAT which is the Medical entrance exam.']",2,104
"i am a biology with a concentration in physiology, and i aspire to become a physician one day.",1,"['I am a biology with a concentration in physiology, and I aspire to become a physician one day. I also am in this class to gain knowledge about Physics of course. As a future doctor I am required to take the MCAT which is the Medical entrance exam.']",1,94
"this class to me is a step closer to my college degree, and one step closer to graduate school.",1,"['I am a biology with a concentration in physiology, and I aspire to become a physician one day. I also am in this class to gain knowledge about Physics of course. As a future doctor I am required to take the MCAT which is the Medical entrance exam.']",3,95
i also am in this class to gain knowledge about physics of course.,0,"['I am a biology with a concentration in physiology, and I aspire to become a physician one day. I also am in this class to gain knowledge about Physics of course. As a future doctor I am required to take the MCAT which is the Medical entrance exam.']",1,66
as a future doctor i am required to take the mcat which is the medical entrance exam.,1,"['I am a biology with a concentration in physiology, and I aspire to become a physician one day. I also am in this class to gain knowledge about Physics of course. As a future doctor I am required to take the MCAT which is the Medical entrance exam.']",2,85
"physics material is present on the exam, and so it is vital that i have an understanding of physics.",0,"['I am a biology with a concentration in physiology, and I aspire to become a physician one day. I also am in this class to gain knowledge about Physics of course. As a future doctor I am required to take the MCAT which is the Medical entrance exam.']",1,100
"overall i would say that i enjoy learning, and college is the time to indulge in any subject you please.",0,"['I am a biology with a concentration in physiology, and I aspire to become a physician one day. I also am in this class to gain knowledge about Physics of course. As a future doctor I am required to take the MCAT which is the Medical entrance exam.']",0,104
"i enjoy expanding my intellectual horizons, and it will only benefit me in the future.",0,"['I am a biology with a concentration in physiology, and I aspire to become a physician one day. I also am in this class to gain knowledge about Physics of course. As a future doctor I am required to take the MCAT which is the Medical entrance exam.']",0,86
"in conclusion, the more knowledge the better.",0,"['I am a biology with a concentration in physiology, and I aspire to become a physician one day. I also am in this class to gain knowledge about Physics of course. As a future doctor I am required to take the MCAT which is the Medical entrance exam.']",0,45
i am here at san francisco state university because i want to get my bachelors of science in biochemistry so that can get into medical school and become a anesthesiologist.,1,['I am here at San Francisco State University because I want to get my Bachelors of Science in Biochemistry so that can get into medical school and become a anesthesiologist. I am here so that I can make my mom proud and be one of the first people in my family to complete college and get a degree; because making them happy android means a lot to me. I am in Physics 112 so that I can continue to pursue my dream of becoming an anesthesiologist and learn more about physics and how it is present in my every day life so that I can use my new found knowledge and degree to help others by becoming a doctor.'],2,172
i am here so that i can make my mom proud and be one of the first people in my family to complete college and get a degree; because making them happy android means a lot to me.,1,['I am here at San Francisco State University because I want to get my Bachelors of Science in Biochemistry so that can get into medical school and become a anesthesiologist. I am here so that I can make my mom proud and be one of the first people in my family to complete college and get a degree; because making them happy android means a lot to me. I am in Physics 112 so that I can continue to pursue my dream of becoming an anesthesiologist and learn more about physics and how it is present in my every day life so that I can use my new found knowledge and degree to help others by becoming a doctor.'],1,176
i want to be able to show them that i can make it and maybe help them out in the future because theyve helped me so much.,0,['I am here at San Francisco State University because I want to get my Bachelors of Science in Biochemistry so that can get into medical school and become a anesthesiologist. I am here so that I can make my mom proud and be one of the first people in my family to complete college and get a degree; because making them happy android means a lot to me. I am in Physics 112 so that I can continue to pursue my dream of becoming an anesthesiologist and learn more about physics and how it is present in my every day life so that I can use my new found knowledge and degree to help others by becoming a doctor.'],0,121
without their help i would not be at san francisco state university or in my physics 112 class.,0,['I am here at San Francisco State University because I want to get my Bachelors of Science in Biochemistry so that can get into medical school and become a anesthesiologist. I am here so that I can make my mom proud and be one of the first people in my family to complete college and get a degree; because making them happy android means a lot to me. I am in Physics 112 so that I can continue to pursue my dream of becoming an anesthesiologist and learn more about physics and how it is present in my every day life so that I can use my new found knowledge and degree to help others by becoming a doctor.'],1,95
i am in physics 112 so that i can continue to pursue my dream of becoming an anesthesiologist and learn more about physics and how it is present in my every day life so that i can use my new found knowledge and degree to help others by becoming a doctor.,1,['I am here at San Francisco State University because I want to get my Bachelors of Science in Biochemistry so that can get into medical school and become a anesthesiologist. I am here so that I can make my mom proud and be one of the first people in my family to complete college and get a degree; because making them happy android means a lot to me. I am in Physics 112 so that I can continue to pursue my dream of becoming an anesthesiologist and learn more about physics and how it is present in my every day life so that I can use my new found knowledge and degree to help others by becoming a doctor.'],3,254
"being here in college and in physics is extremely important to me because without being here i wouldnt be able to purse and execute my goals or make my family proud, being here makes me who i am.",0,['I am here at San Francisco State University because I want to get my Bachelors of Science in Biochemistry so that can get into medical school and become a anesthesiologist. I am here so that I can make my mom proud and be one of the first people in my family to complete college and get a degree; because making them happy android means a lot to me. I am in Physics 112 so that I can continue to pursue my dream of becoming an anesthesiologist and learn more about physics and how it is present in my every day life so that I can use my new found knowledge and degree to help others by becoming a doctor.'],1,195
i am here in physics lab because it is part of the requirement as a biology major here at sf state.,0,"['More specifically, I aspire to be a Physician Assistant and hope to get into a graduate program for that once I graduate from SF State. If that doesnt work out, being a Biology major allows for a wide variety of career options such as a different career in the medical field, I could go into research, another option would be a CSI (crime scene investigator), dentistry, veterinary studies, etc. Not only does my major allow me a path to my dream job but also opens several pathways to many other backup plans, either way, this major will hopefully help me succeed in life.']",4,99
i have never previously taken any physics course throughout high school and i find it essential to be in this class to have a better understanding in general and as a science major.,0,"['More specifically, I aspire to be a Physician Assistant and hope to get into a graduate program for that once I graduate from SF State. If that doesnt work out, being a Biology major allows for a wide variety of career options such as a different career in the medical field, I could go into research, another option would be a CSI (crime scene investigator), dentistry, veterinary studies, etc. Not only does my major allow me a path to my dream job but also opens several pathways to many other backup plans, either way, this major will hopefully help me succeed in life.']",3,181
"i was brought to this class through major requirements, however, i initially chose biology as my major because i have future plans to go into the medical field as my career.",0,"['More specifically, I aspire to be a Physician Assistant and hope to get into a graduate program for that once I graduate from SF State. If that doesnt work out, being a Biology major allows for a wide variety of career options such as a different career in the medical field, I could go into research, another option would be a CSI (crime scene investigator), dentistry, veterinary studies, etc. Not only does my major allow me a path to my dream job but also opens several pathways to many other backup plans, either way, this major will hopefully help me succeed in life.']",5,173
"more specifically, i aspire to be a physician assistant and hope to get into a graduate program for that once i graduate from sf state.",1,"['More specifically, I aspire to be a Physician Assistant and hope to get into a graduate program for that once I graduate from SF State. If that doesnt work out, being a Biology major allows for a wide variety of career options such as a different career in the medical field, I could go into research, another option would be a CSI (crime scene investigator), dentistry, veterinary studies, etc. Not only does my major allow me a path to my dream job but also opens several pathways to many other backup plans, either way, this major will hopefully help me succeed in life.']",1,135
"if that doesnt work out, being a biology major allows for a wide variety of career options such as a different career in the medical field, i could go into research, another option would be a csi (crime scene investigator), dentistry, veterinary studies, etc.",1,"['More specifically, I aspire to be a Physician Assistant and hope to get into a graduate program for that once I graduate from SF State. If that doesnt work out, being a Biology major allows for a wide variety of career options such as a different career in the medical field, I could go into research, another option would be a CSI (crime scene investigator), dentistry, veterinary studies, etc. Not only does my major allow me a path to my dream job but also opens several pathways to many other backup plans, either way, this major will hopefully help me succeed in life.']",4,259
"not only does my major allow me a path to my dream job but also opens several pathways to many other backup plans, either way, this major will hopefully help me succeed in life.",1,"['More specifically, I aspire to be a Physician Assistant and hope to get into a graduate program for that once I graduate from SF State. If that doesnt work out, being a Biology major allows for a wide variety of career options such as a different career in the medical field, I could go into research, another option would be a CSI (crime scene investigator), dentistry, veterinary studies, etc. Not only does my major allow me a path to my dream job but also opens several pathways to many other backup plans, either way, this major will hopefully help me succeed in life.']",2,177
amanda friedman why am i here?,0,"['By the end of this class, I hope to have a better understanding of what physics is and that it will help me when I take my MCAT and enter medical school in the next couple of years after I graduate with my fouryear degree at San Francisco State.']",0,30
the main reason that i decided to enroll in this class is to fulfill a requirement for my biology major.,0,"['By the end of this class, I hope to have a better understanding of what physics is and that it will help me when I take my MCAT and enter medical school in the next couple of years after I graduate with my fouryear degree at San Francisco State.']",3,104
it is one of the three main classes that are prerequisites for other classes.,0,"['By the end of this class, I hope to have a better understanding of what physics is and that it will help me when I take my MCAT and enter medical school in the next couple of years after I graduate with my fouryear degree at San Francisco State.']",1,77
i intend to finish this physics class and continue on to the second semester physics to complete my requirements and move on to upper division courses within my major.,0,"['By the end of this class, I hope to have a better understanding of what physics is and that it will help me when I take my MCAT and enter medical school in the next couple of years after I graduate with my fouryear degree at San Francisco State.']",3,167
"by the end of this class, i hope to have a better understanding of what physics is and that it will help me when i take my mcat and enter medical school in the next couple of years after i graduate with my fouryear degree at san francisco state.",1,"['By the end of this class, I hope to have a better understanding of what physics is and that it will help me when I take my MCAT and enter medical school in the next couple of years after I graduate with my fouryear degree at San Francisco State.']",5,245
this class is meant to lay a foundation for the basics of physics and give some background for the future.,0,"['By the end of this class, I hope to have a better understanding of what physics is and that it will help me when I take my MCAT and enter medical school in the next couple of years after I graduate with my fouryear degree at San Francisco State.']",1,106
"this class is also along side a lecture, which has been able to help me better understand concepts by doing experiments.",0,"['By the end of this class, I hope to have a better understanding of what physics is and that it will help me when I take my MCAT and enter medical school in the next couple of years after I graduate with my fouryear degree at San Francisco State.']",0,120
i may not be here out of pure interest but i believe that this class is important to complete my education here.,0,"['By the end of this class, I hope to have a better understanding of what physics is and that it will help me when I take my MCAT and enter medical school in the next couple of years after I graduate with my fouryear degree at San Francisco State.']",1,112
"if someone were to ask me why are you here?, i wouldn't know how to go about answering the question in a way that will explain all the reasons why i was placed on this earth.",0,"[""I'm attending SFSU in hopes to further educate myself to hopefully become a surgeon in the near future. I chose this path to not only secure my future but also to show that the minorities in this world are taking bigger steps forward into being seen as equals.""]",0,174
"although, i would like to believe that i was placed here to do something that will help my community grow and advance for the better.",0,"[""I'm attending SFSU in hopes to further educate myself to hopefully become a surgeon in the near future. I chose this path to not only secure my future but also to show that the minorities in this world are taking bigger steps forward into being seen as equals.""]",0,133
i'm attending sfsu in hopes to further educate myself to hopefully become a surgeon in the near future.,1,"[""I'm attending SFSU in hopes to further educate myself to hopefully become a surgeon in the near future. I chose this path to not only secure my future but also to show that the minorities in this world are taking bigger steps forward into being seen as equals.""]",0,103
i chose this path to not only secure my future but also to show that the minorities in this world are taking bigger steps forward into being seen as equals.,0,"[""I'm attending SFSU in hopes to further educate myself to hopefully become a surgeon in the near future. I chose this path to not only secure my future but also to show that the minorities in this world are taking bigger steps forward into being seen as equals.""]",0,156
"nonetheless, for the present i know i was placed here to be a sister, a daughter, and a friend to those who need my support.",0,"[""I'm attending SFSU in hopes to further educate myself to hopefully become a surgeon in the near future. I chose this path to not only secure my future but also to show that the minorities in this world are taking bigger steps forward into being seen as equals.""]",0,124
for right now i'm okay with knowing that those are some of the reasons why i am here.,0,"[""I'm attending SFSU in hopes to further educate myself to hopefully become a surgeon in the near future. I chose this path to not only secure my future but also to show that the minorities in this world are taking bigger steps forward into being seen as equals.""]",0,85
i am here at sf state to succeed and have a better future.,0,"['I am here at Sf State to succeed and have a better future. I dont want to go through the same struggles, especially knowing how expensive it is to live here, this is why I want to succeed and have a better future. In addition, in order to succeed and become my career I have to first get a bachelor in Biology, and I would get it by graduating from SFSU.']",0,58
"i am a first generation student, and the oldest of my siblings.",1,"['I am here at Sf State to succeed and have a better future. I dont want to go through the same struggles, especially knowing how expensive it is to live here, this is why I want to succeed and have a better future. In addition, in order to succeed and become my career I have to first get a bachelor in Biology, and I would get it by graduating from SFSU.']",0,63
"i want to be a role model for my siblings, so they can have someone to rely upon.",0,"['I am here at Sf State to succeed and have a better future. I dont want to go through the same struggles, especially knowing how expensive it is to live here, this is why I want to succeed and have a better future. In addition, in order to succeed and become my career I have to first get a bachelor in Biology, and I would get it by graduating from SFSU.']",0,81
"hearing my moms history, and seeing that she didnt have the opportunity to go to college is what motivates me to be here where i am now.",0,"['I am here at Sf State to succeed and have a better future. I dont want to go through the same struggles, especially knowing how expensive it is to live here, this is why I want to succeed and have a better future. In addition, in order to succeed and become my career I have to first get a bachelor in Biology, and I would get it by graduating from SFSU.']",0,136
"as a younger girl my mom had to work, and help out in the house, making it harder to finish her education.",0,"['I am here at Sf State to succeed and have a better future. I dont want to go through the same struggles, especially knowing how expensive it is to live here, this is why I want to succeed and have a better future. In addition, in order to succeed and become my career I have to first get a bachelor in Biology, and I would get it by graduating from SFSU.']",1,106
"now, she has to work really hard to be able to afford paying rent, and i see her struggles.",0,"['I am here at Sf State to succeed and have a better future. I dont want to go through the same struggles, especially knowing how expensive it is to live here, this is why I want to succeed and have a better future. In addition, in order to succeed and become my career I have to first get a bachelor in Biology, and I would get it by graduating from SFSU.']",0,91
"i dont want to go through the same struggles, especially knowing how expensive it is to live here, this is why i want to succeed and have a better future.",0,"['I am here at Sf State to succeed and have a better future. I dont want to go through the same struggles, especially knowing how expensive it is to live here, this is why I want to succeed and have a better future. In addition, in order to succeed and become my career I have to first get a bachelor in Biology, and I would get it by graduating from SFSU.']",0,154
"in addition, in order to succeed and become my career i have to first get a bachelor in biology, and i would get it by graduating from sfsu. lastly, i am here to be able to help my family out, and support them economically.",1,"['I am here at Sf State to succeed and have a better future. I dont want to go through the same struggles, especially knowing how expensive it is to live here, this is why I want to succeed and have a better future. In addition, in order to succeed and become my career I have to first get a bachelor in Biology, and I would get it by graduating from SFSU.']",2,223
