,sentence,label,phrase,updated_label,comments,review,predicted_label
2689,i'm currently majoring in civil engineering and i hope to concentrate in environmental engineering.,0,"[""I am currently taking calc 228 and I have struggled with math throughout my education experience so the more practice the better. I'm currently majoring in civil engineering and I hope to concentrate in environmental engineering. I haven't figured out my minor yet but hopefully, it will be something like comm or something in the humanities. I also took a sci class for calc one and even though I didn't pass the class it helped me understand the material, and I got an A in clac the next semester. Currently, three of my classes are related to calculus and vectors and derivatives so practicing clac, in general, will help me in my physics class as well as my statics class.""]",0,Reviewed; no issues found.,TRUE,0
4221,"i was able to learn the topic better and when it was time to go to class, i felt like i knew what the professor was talking about and was able to help my friends that arent part of the sci class.",0,"['The reason that I decided to join the sci supplement course was to try to get a better understanding of the organic course and make sure that I am able to leave with knowledge. In the past sci classes that Ive taken, helped me understand topics like Chemistry that helped me pass the class with confidence. So, knowing from past sci classes, I knew that I needed to add this class to make sure that I dont fall behind and end up getting a bad grade.']",0,Reviewed; no issues found.,TRUE,0
771,i'm here so people dont look at me as a failure.,0,"[""Why am I here? I have no idea to be honest . Like to be honest I didn't even know what to do after highschool. Now i'm just here trying to pass my classes so I can have a degree so I don't feel like i'm wasting my life. I'm here because I needed a new goal and this seemed like a reasonable one.Or it is what society makes me feel like is a good goal. I have no idea what i'm going to be doing after this but for now i'm here feeling like i'm doing something productive. I'm here so people dont look at me as a failure. I'm here to feel better about myself.""]",0,Reviewed; no issues found.,TRUE,0
1498,im here in class because i want to learn more about physics and further my education in s.t.e.m. this class is one of the classes i need to gain my biology degree or transfer.,0,"['This class is one of the classes I need to gain my biology degree or transfer. I plan to transfer to UC Berkeley with this as one of my classes. Im here at SF state because this university has a great biology department, I want to leave because what my passion is neuroscience, SF state doesnt provide that major.']",0,Reviewed; no issues found.,TRUE,1
1803,apparently my schedule that i have does not meet the hours they are open so its difficult to get materials .,0,['I am here in this class to fulfill my requirements for my bachelor degree in computer science.'],0,Reviewed; no issues found.,TRUE,0
2271,"the more i follow my curriculum, the more i understand why i am in the classes i am.",0,"['Although there may be some courses in my curriculum that do not relate directly to my focus of study, they are prerequisites to the classes that will have more of a direct impact to my field of study.']",0,Reviewed; no issues found.,TRUE,0
1635,"i am here to learn how gravity plays a role in our lives, our bodies, and in space.",0,"['I am required to take this class for my major but also to reach my goals such as attending med school.I am here because this class is a stepping stone to my future goals and this will help me get a bit closer, a semester closer into becoming a doctor.']",0,Reviewed; no issues found.,TRUE,0
5003,an example of me using this once i become a doctor is if my patient was in a car accident.,0,"['My main reason for taking this class is to prepare myself for my future studies and eventually my future career goals. After receiving my bachelors degree I hope to continue on to medical school, where I will eventually become a doctor.']",0,Reviewed; no issues found.,TRUE,0
4181,"i am also here because it fits my current class schedule, sort of in the middle of it and it is just before the weekend.",0,"['Well for one I am here because I needed to take this course in order to survive in my current Chem 215 class. Well I am here now because of her and because I need to have a better personal understanding in Chemistry because of my major is under the science field. To be more specific it is Biochemistry, which will require me to take other future courses for my major and I want to have a stable ground which I can stand on and build off of its foundation.']",0,Reviewed; no issues found.,TRUE,0
4079,though it sounds as if i had aimlessly directed myself through classes i had actually gained a lot of knowledge about myself as a student and received several associates degrees in the process.,0,"['Im here at SFSU after trying several different disciplines at two different community colleges. I started with a biology concentration then I tried anthropology, psychology and even trade. Though it sounds as if I had aimlessly directed myself through classes I had actually gained a lot of knowledge about myself as a student and received several Associates Degrees in the process. It made me more confident in myself to choose what is best for me. Now I want to continue my path to getting into medical school and learning more along the way.']",0,Reviewed; no issues found.,TRUE,0
3158,"i would say i am not the fondest in the field of physics, but some topics really do interest me and it does help me learn how the universe and planets work while studying my astronomy minor.",0,['I am here in PHYS 121 and PHYS 122 Lab to finish my requirement classes for my Astronomy Minor at San Francisco State University. I am here because I wanted to take on an astronomy minor since I love learning about the planets and stars of our universe. Taking Physics 121 and 122 is the second level of my physics requirement to complete my minor.0'],0,Reviewed; no issues found.,TRUE,0
3324,the reason why i'm here is because i want to get a good grade on this class.,0,"[""The reason why I'm here is because I want to get a good grade on this class. I truly want an A and the only way I can do that is being on top of work and getting help from people or anyway possible.""]",0,Reviewed; no issues found.,TRUE,1
1938,why am i here?,0,['One of them is the most basic reason which is to complete my major requirement. I am a biology major with an emphasis in physiology. This physics course is a requirement for me in order to achieve my degree. The second reason would be my goal to achieve my degree in biology. I hope that after the completion of my degree I will be able to move on to medical school.'],0,Reviewed; no issues found.,TRUE,0
1876,other than the fact that most people are expected to go to college in their families i think that there could be other reasons as to why people go to college and that is because college is a brainstorming environment.,0,"['Not only that, but also because this is a required course for my major, but I do enjoy physics. Through this class and every class I expect them to only add to my experience needed for my educational pathway.']",0,Reviewed; no issues found.,TRUE,0
2658,"i never really knew what i wanted to be when i was growing up, but then during high school i realized that i like doing math.",0,"['I never really knew what I wanted to be when I was growing up, but then during high school I realized that I like doing math. I decided to apply as an engineering major due to this fact. When the years came by with all these classes, I realized that I like being in this major. Now, I know what I want to do and that will drive me to do what I need to do to be able to finish and get a degree.']",0,Reviewed; no issues found.,TRUE,0
575,i am pursuing medicine because i love to understand how the body works.,0,"['I have to take physics for medical school prerequisites, but I am so excited by understanding how the world works.']",0,Reviewed; no issues found.,TRUE,0
227,"the reason why i am here today, in this class is to get a better understanding of what physics is.",0,"['This class, will help me strive and understand concepts that my professor has taught me during the week. If I do not understand a topic, then I would go to this class and ask my questions and get more help until I completely understand what is being taught.']",0,Reviewed; no issues found.,TRUE,0
691,regardless of what i officially end up doing i'd like to be able to help others and create a meaningful connection to people with what i am doing.,0,"[""I don't have any particular passion for physics but it is useful for my every day life and I need it for my degree. Ultimately I am hoping to go to medical school and study to be a surgeon because I'd like to make a positive impact on the world. In the case that I cannot, for whatever reason, finish my intended career path and go through with medical school, I would hope that I'm still doing something meaningful, like working for the Center for Disease control or in a lab doing important research.""]",0,"Better fits Aspirational, Familial, or Social themes.",FALSE,0
495,having practice problems and discussions with fellow classmates about class material helps me to review class material that i may miss or not understand fully.,0,"['The reason I am in this SCI course is to support and solidify my knowledge in physics so that I can have a full understanding of the material going into a test.', 'Another reason that I am in the SCI course is to get a class unit so that I may be eligible for competition in my sport. It is really beneficial that this course functions as a tutoring session and provides units as credit for spending time in the class. As an athlete, having time to study can be hard to manage sometimes so going to SCI once a week acts as a review for a week.']",0,Reviewed; no issues found.,TRUE,0
1739,"after sfsu, i plan on taking a year to catch up on all my requirements and also get more hands on experience.",0,"['Im a 5th year here at SFSU, majoring in kinesiology and minoring in anthropology! I plan to get my doctorate degree in physical therapy. I used run track until my freshman year of college and with that experience I was able to see PTs at work and I fell in love. I initially was planning on going into athletic training but two semesters ago I decided to go full throttle. Im here in PHYS 112 to complete my requirements for graduate school! After SFSU, I plan on taking a year to catch up on all my requirements and also get more hands on experience.']",1,"Matches Navigational theme: systemic navigation, temporal markers.",TRUE,0
602,i attend every class so i can get the most out of my education and learn the vital facts about physics.,0,"['I am in physics 112 because I need it for my major, environmental science.']",0,Reviewed; no issues found.,TRUE,0
1904,"overtime, i have come to enjoy the labs and look forward to them in my courses.",0,['I am here to complete my courses in order to move on in achieving my goal of obtaining my Engineering Degree.'],0,Reviewed; no issues found.,TRUE,0
3046,i am excited to learn from the experiments we are going to do in the class.,0,['I am here because it is one of my last classes i need to graduate.'],0,Reviewed; no issues found.,TRUE,0
2086,physics is an interesting topic and i do enjoy it but im primary here given its a required for my major of comp sci.,0,"['Physics is an interesting topic and I do enjoy it but Im primary here given its a required for my major of comp sci. which im majoring in just because its a job I know I can do well in and tolerate as a career.', 'So I guess im taking the class because its interesting, gets me closer to my end goal of getting a CS degree.']",0,Reviewed; no issues found.,TRUE,1
630,although it is a requirement physics is an interesting subject to learn.,0,['I am here in physics because it is a requirement for my major.I thought I wouldnt be capable of learning this subject but I passed physics 1 and I believe if I study hard enough I can pass physics 2.'],1,"Matches Navigational theme: systemic navigation, temporal markers.",TRUE,0
3507,its been three years so far and im happy to say i am on track to graduate in 4 years.,0,['Im in college to pursue a higher education. Im in this class as part of the journey to earn a bachelors degree in child and adolescent development.'],0,Reviewed; no issues found.,TRUE,0
3617,i would like to think we want positive things because i think thats part of the meaning of life.,0,"['For instance, I am here in this class room because I am a college student who wants to get a degree and gain an education. I am here as a college student because I want to utilize my education to help me expand my growth for what I will do for the rest of my life.']",0,Reviewed; no issues found.,TRUE,0
915,i think it's really amazing when i see someone or become acquainted with someone that can have a conversation with anyone about anything.,0,"['On the surface level, I am here to complete my requirements for my major and graduation.']",0,Reviewed; no issues found.,TRUE,0
2996,this laboratory is my 4th college level physics course and i still struggle to understand it's fundamental concepts because it requires too much of my time to comprehend which is limited by the immense amounts of coding that i will have to do in my career.,0,"[""I am here to fulfill my requisites for my bachelor's degree in computer science. More importantly, I am here because the education system in this university deems that this laboratory portion is necessary in order to put in practice the concepts taught in the lecture portion so it helps us have a more interactive and meaningful experience with the course materials.This laboratory is my 4th college level physics course and I still struggle to understand it's fundamental concepts because it requires too much of my time to comprehend which is limited by the immense amounts of coding that I will have to do in my career.""]",0,Reviewed; no issues found.,TRUE,0
3885,these students in thailand have taught me to be thankful for the opportunity i have to be able to go to college.,0,['I am in this sci class because it will help support my knowledge for my organic chemistry II class.'],0,Reviewed; no issues found.,TRUE,0
3520,"it's close to home where i can commute easily, i can work a lot if need be, but i also get some of the same experiences of being in ""real college"".",0,['I am here because Astronomy is lab science that fills out my GE requirements.'],1,"Matches Navigational theme: systemic navigation, temporal markers.",TRUE,0
3333,i really hope i passed my chem 215 test.,0,"['I am here taking this Sci 215 class because I am trying to be able to understand the concepts that we are learning during lecture. I have taken Sci 115 last semester and I felt that it has really helped me throughout the 115 class, so I am thinking that this Sci class I could help me with this class.']",0,Reviewed; no issues found.,TRUE,0
822,i hope to understand physics and maybe one day be able to say that i understand at least the basics.,0,['I am here in Physics 122 because of the course pathway that is required for major.'],0,Reviewed; no issues found.,TRUE,0
1637,a semester closer into helping others.,0,"['I am required to take this class for my major but also to reach my goals such as attending med school.I am here because this class is a stepping stone to my future goals and this will help me get a bit closer, a semester closer into becoming a doctor.']",0,Reviewed; no issues found.,TRUE,0
2240,i study physics is not because how much i like physics and how much i love to study.,0,"['I am actually a Chinese and I went to the U.S. when I was 15 years old. I went to high school in LA and I chose to go to SF state is because it is close to the Silicon Valley and my father said it is very easy to find a job there based on my major. That is the reason why I am at this school, then I am going to talk about why I am in this class. I am here because I have to take this class. Actually, this class comes with the PHY230 but whatever.']",0,Reviewed; no issues found.,TRUE,0
1862,i also feel that the lab will allow me to get a real life example of what is going on with the world by conducting experiments myself.,0,['I am a computer engineer and I need this class as a requirement but I also hope to get more out of this class than just pass it.'],0,Reviewed; no issues found.,TRUE,0
153,hopefully ill learn something useful that i can use later in the future or present.,0,['The reason why Im in this Physics lab is because I need the lab part of this course.'],1,"Matches Navigational theme: systemic navigation, temporal markers.",TRUE,0
818,this is my last semester of physics so after that i will hopefully never have to do it again.,0,"['I am here because it is a pre requisite for my major, biology. I will have to use my physics knowledge on my MCAT so that is another reason I am in this class, to prep me for my MCAT and because it is a requirement for medical school to take a year of physics.']",0,Reviewed; no issues found.,TRUE,0
2992,im very confident in math but i want to also build my confidence for physics so i hope this lab will help me achieve that goal.,0,['I am here because this class is a prerequisite for my major. I did very well in Physics 220 but Physics in general gives me anxiety. Im very confident in math but I want to also build my confidence for physics so I hope this lab will help me achieve that goal.'],1,"Matches Navigational theme: systemic navigation, temporal markers.",TRUE,0
355,"though, i feel like the biggest help would have had to have been the study sessions the instructors graciously coordinated and lead for us right before we walked into an exam.",0,"['I joined SCI 111 because I was in SCI 230 and 240 and it did help me while I was both in BIOL 230 and 240. I was a bit lost going into biol 230, I wasnt sure what I was getting into and seemed pretty intense, and inyourface in the teaching aspect, so when hearing about SCI I knew I needed to sign up']",0,Reviewed; no issues found.,TRUE,0
334,so the reason why i want to go into a stem major is because i have always been passionate about the sciences since i was a child.,0,['So the reason why I want to go into a STEM major is because I have always been passionate about the Sciences since I was a child. I have always been fascinated by how things work and the inner mechanics of anything that has a motor or gears. Like I still remember as a kid I spent all my money on Lego sets and RC cars and I always liked building and modifying to make it better by trial and error. Currently I am an automotive technician and Ive always been into cars because of my father. Also I just really want to invent something that will benefit society one day but in reality I just want to design and recreate something out of scratch and build it better. Maybe one day I can work for Elon Musk for SpaceX but if not NASA would be dope.'],0,Reviewed; no issues found.,TRUE,0
572,they have provided me with great advice and shared what they have done in the past to get to where they are today.,0,"['I am here at San Francisco State University because I want a good education so that I can become a physical therapist in the future. It is something that I have aspired to be for a while now and achieving it would be life changing for me. I am here because SF State is close to hometown in San Jose. I wanted to somewhere not too far and not too close. SF State has a great Kinesiology department for me to take classes for my career, even though it is severely impacted.']",0,Reviewed; no issues found.,TRUE,0
592,"however, i believe that i have the idea of how the class operates, so im sure ill be fine and pass the class.",0,"['Now for the question of why Im here, if you want a clear and concise answer, its most likely due to the fact that its a part of the GE requirement for the school and if i dont complete it, then I wont be able to graduate with a bachelors degree in Biology.']",0,Reviewed; no issues found.,TRUE,0
3109,i would go out and practice during breaks or before and after those piano classes because it was something that i enjoyed doing.,0,"[""I'm here in this class because its a GE requirement, and I wanted to get it out of the way this semester,""]",0,Reviewed; no issues found.,TRUE,0
1711,there was an expectation for me to figure out what i am doing and what i am supposed to do.,0,"[""There was an expectation for me to figure out what I am doing and what I am supposed to do. But I just haven't reached the conclusion of that question for myself. I signed up to become a physicist, a career to become a physicist. I only chose that because I liked physics in high school. I didn't really think about the future. I didn't really think about what I want to do. But I am here now, so I would try my best in the class. As of right now my career path is very murky, like it changes daily kind of like I want to do a lot of stuff, experiencing many different things.""]",0,Reviewed; no issues found.,TRUE,0
2589,"so to answer the question why am i here, i'm here for nothing.",0,['I am here for the credits that I need in order to graduate.'],0,Reviewed; no issues found.,TRUE,0
492,to be able to get a grander understanding of how i apply to physics every day and going through the struggle that past doctors had to face.,1,"['I am here because I need to take physics for the MCAT and for part of my major.', 'I am here to learn physics to guide me to where I need to be to get me to point a and b']",1,Reviewed; no issues found.,TRUE,0
3605,"if i hadnt taken this course, i wouldnt have known much about this topic.",0,"['I am here because I am required to take this class, well to be exact, I have to take any lab class.']",0,Reviewed; no issues found.,TRUE,0
2244,because major is computer engineering which means i have to take this class.,0,"['I am actually a Chinese and I went to the U.S. when I was 15 years old. I went to high school in LA and I chose to go to SF state is because it is close to the Silicon Valley and my father said it is very easy to find a job there based on my major. That is the reason why I am at this school, then I am going to talk about why I am in this class. I am here because I have to take this class. Actually, this class comes with the PHY230 but whatever.']",0,Reviewed; no issues found.,TRUE,1
3127,"however, so far i have been able to understand the material better.",0,"['I am in in this physics lab, mainly because it is a requirement for my major which is kinesiology']",0,Reviewed; no issues found.,TRUE,0
910,i am even seeing similarities in my chemistry and math class so by taking this class it is strengthening my overall knowledge and helping me reach my goal of majoring in biophysiology.,0,['I am here in this physics class because I need it to fill a major requirement but I am also in this class to learn as much as i can. I am already seeing similarities from physics 111 and 112. I am even seeing similarities in my chemistry and math class so by taking this class it is strengthening my overall knowledge and helping me reach my goal of majoring in biophysiology.'],1,"Matches Navigational theme: systemic navigation, temporal markers.",TRUE,0
4465,so this class seemed like the best way to balance that.,0,['I am in this class because I needed another unit and this was like the perfect class because it would allow me to get the credit and gain a deeper knowledge of Bio 230.'],0,Reviewed; no issues found.,TRUE,0
1611,"well, there are a few reasons, i guess.",0,"['Why am I here? Well, there are a few reasons, I guess. I never really considered going to SFSU when I was filling out college apps. I had filled out the CSU general app and thought, why not click the SFSU box? Claire (my sister) goes there. After ruling out, other schools I got into, it came down to SJSU and, to my surprise, SFSU. I compared their programs and chose SFSU for their amazing Kinesiology program. Im in PHYS 111112 because it is a class I will have to take for my major. I could have taken a lower physics course, but I know grad schools like to see more challenging classes. I have never taken a physics course before, but I have always been pretty good at math.']",0,Reviewed; no issues found.,TRUE,0
71,"even though physics it not necessarily part of my biology major, i do believe it explains a lot of what happens in the universe.",0,"['I am in this Sci 111 class, because I have never taken physics in high school and I know that physics requires a lot of math in which I am very weak in. I hope to receive a lot of practice problems, since I learned better by doing than just watching. I also really want to understand the basic concepts of physics, because I will be taking physics 2 next semester. Since I have never taken any kind of physics class, the topic does kind of scare me, and knowing that its based on algebra, trigonometry, and geometry does make me nervous.']",0,Reviewed; no issues found.,TRUE,0
2105,more than that though because i am trying to become a mechanical engineer.,0,"['I am here to learn physics. More than that though because I am trying to become a mechanical Engineer. I need to pass this course in order for me to reach the next class. If I do not, I will not be able to become an Engineer.']",0,Reviewed; no issues found.,TRUE,0
3503,"i am here to make not only my name known, but the stories marginalized communities all around to spread awareness and perspective.",0,"['Thats why I am studying at SF State, because of the nice cinema program offered there. To me, this is my first step into becoming financially independent, since having a degree helps with getting a good job, although in my field, it would mostly be freelancing opportunities.']",0,Reviewed; no issues found.,TRUE,0
954,"in bio 240 i didnt had a great time because we learned about animals and insects and plants which is dry labs and are boring, so i hope this class is fun.",0,"[""I'm here because it's a requirement for my major which is biology physiology""]",0,Reviewed; no issues found.,TRUE,0
2324,"i am at home, lying in bed, because there is a pandemic going on in the world and now school takes place online through meetings on zoom.",0,"['I am here, taking PHYS 112 because it is a required class for my major, Biology. This class is also probably a prereq for another class that I will need to take.']",0,Reviewed; no issues found.,TRUE,0
301,i am here to help others because of the big heart that i carry.,0,['My junior year of high school I realized I am here to help others as I joined peer counseling and applied for a counseling internship through my school for the following school semester. Senior year my purpose was to help others solve their own problems and find ways to promote mental health. The question came up again in my head entering college.While I am helping the plant with my small contributions I am also studying to become a therapist with my psychology major.'],0,"Better fits Aspirational, Familial, or Social themes.",FALSE,0
2835,going into freshman year i was unsure about what kind of degree i wanted to pursue.,0,['I am in this astronomy class to fulfill a lower division requirement. I hope to graduate with my degree and run for public office. If I choose not to run for public office I may decide to do the paralegal program at state.'],0,Reviewed; no issues found.,TRUE,0
2382,this means that i dedicate my life to learning in the sense that learning will never end.,0,"['The reason for why I am here is because I need to go get my degree. Having a degree will allow me to get a good paying job in the future.', 'The reason for why I am taking this class, Physics 232, is because it is required for my major. I am a chemistry major and that requires this course to be completed.', 'Even though I am not a huge fan of physics, I have to take it regardless.']",0,Reviewed; no issues found.,TRUE,0
1574,"you see physics in everyday life such as gravity, acceleration, etc.",0,['The first major reason on why I am in this class is it is required lower division course for civil engineers.'],0,Reviewed; no issues found.,TRUE,0
385,and from there it was kind of just about finding a stem major that sounded interesting.,0,"[""When I originally came to sfsu I didn't really have a good grasp on what i wanted to do for my major. I started undeclared and for my first 4 semesters basically just did GE classes. I started to lean towards criminal justice because I come from a decent military family and was thinking I could find my way into a federal field. I was never big on English class in HS and coming here and realizing that my major was just going to be a one essay after another, I couldn't do it. I took conceptual physics on a whim for one of my GE requirements, and while it wasn't the best class I did enjoy how straightforward it was. At first I looked at computer engineering but I had already spent 2 years in school and didn't want to necessarily want to give myself a total of 8 years of school (and debt). So I chose computer science, it still pertains to computers but there's less course requirements and it seemed like I might be able to finish in 23 years.""]",0,Reviewed; no issues found.,TRUE,0
3850,"i just added this class and i think it will help me succeed in my bio lecture and lab.the second reason is because i find biology pretty interesting as a subject, and i did well in my last bio class so im hoping this sci course will help me do good in bio 240 as well.",0,"['The first and most important reason is because I needed 1 more unit to make full time status for my scholarships after I dropped my internship class. I realized I dont have enough time this semester to do an internship because I need to work a lot this semester, and Im trying to get my cumulative gpa up past a 3.0 so I can get into a grad school program. I just added this class and I think it will help me succeed in my bio lecture and lab.The second reason is because I find biology pretty interesting as a subject, and I did well in my last bio class so im hoping this Sci course will help me do good in bio 240 as well.']",0,Reviewed; no issues found.,TRUE,1
2664,"as a joke, she told me to go read some of the books about rocks, minerals, and gemstones and that was exactly what i did!",0,['Im here taking Astronomy because I have a love for space and I am able to take it while fulfilling my general education.'],0,Reviewed; no issues found.,TRUE,0
4666,i am here today in this physics lecture and lab class because of my goal to obtain a b.a. in general biology and go to medical school.,0,['I am here today in this physics lecture and lab class because of my goal to obtain a B.A. in General Biology and go to medical school. Like you stated in I believe the first lecture class I am part of the class who took this class because it was a requirement to move on to further upper division classes.'],1,"Matches Navigational theme: systemic navigation, temporal markers.",TRUE,0
1262,i am now taking this class for my learning as well as for my major and i hope to do well in them.,0,"['I never understood physics growing up and it was my most hated subject. However, my opinions and views have drastically changes since starting classes at San Francisco State University. At first, i never understood what my major had to do with physics and why i even have to take it. however, now i realize that it is important supplemental material for my future in the medical industry']",0,Reviewed; no issues found.,TRUE,0
4086,this class has really helped me because i feel like since the teachers are past students of that class they help us to understand the ways of how the class is carried out and also how we are supposed to expect from the class.,0,['I chose to take this class because this is a class offering help regarding the subjects I am currently enrolled in. I am here to learn help me better understand the course material and also because I did look into the free tutoring help on campus but since this is a confirmed help session which I get one unit for being enrolled and fulfilling my attendance it was the best fit for my schedule.'],0,Reviewed; no issues found.,TRUE,0
621,"beside getting the credit and meeting the ge requirement, i have the interest in it.to be more detail, last semester, i have finished the general physics class and with a decent performance but what i learned just are some theoretical knowledge.",1,"['Beside getting the credit and meeting the GE requirement, I have the interest in it.']",1,"Matches Navigational theme: systemic navigation, temporal markers.",TRUE,0
955,i may or may not change major but i just wanted to keep my options to different subjects in the are of science.,0,"[""I am here because I wanted to expand my knowledge of physics after already taking a physics class in a pervious semester. I think is class will go hand and hand with my math class because so far we're learning about vectors. Another reason is to fill the minimum units for the semester because other classes were full or didn't enroll in them. I feel pretty rusty about my skills in physics due to haven't taken one in a year but as the semester goes on, I think I'll be fine.""]",0,Reviewed; no issues found.,TRUE,0
1852,the reason i am here is because i am an engineering major.,0,['I hope to pass this lab along with the physics 220 to be one step closer on graduating and working in the career I envision myself doing.'],0,Reviewed; no issues found.,TRUE,0
3973,i've only taken one class that was related to physics which was in my junior year of high school.,0,"[""The main reason that I enrolled into the Physics lab was because my major required me to pass the course. Although joining the class wasn't something I chose for myself, at least for the rest of the semester I'm choosing for myself that I will A's the course.Hopefully, I can finish the course excited for the next Physics course that is required for my major.""]",0,Reviewed; no issues found.,TRUE,0
4049,it's within my understanding that this is similar to physics.,0,['I am taking this physics lab technically to meet the requirements for my major.'],0,Reviewed; no issues found.,TRUE,0
2461,i haven't decided yet but the possibilities are there.,0,"[""So I am here in this class because it is a requirement for my major. My major is microbiology and to get my degree in that, I need to take this class. I also hope that once getting done with school for micro and working for a bit I'll probably go back to school to either get a pHD in micro or go to medical school.""]",0,Reviewed; no issues found.,TRUE,0
444,"in order to pass one, you need a little knowledge from all the other courses from stem.",0,"['Well, first and foremost I need to go into the stem field because I am a Mechanical engineering major. I have to pass these other classes or else I will not be able to move on with my major courses. I also think that the things I learn in these classes might come in handy later on in my job field. All the stem classes are closely connected and they intertwine with one another. In order to pass one, you need a little knowledge from all the other courses from stem.']",0,Reviewed; no issues found.,TRUE,0
3721,i come straight from work so i am usually late and then i am here sweating.,0,['Im in this class because I am an arts major and terrible at science and picked the science class that would be semi interesting but also satisfy my GE credit.'],0,Reviewed; no issues found.,TRUE,0
1589,i'm here because this is the requirement.,1,"[""I'm here because this is the requirement.""]",1,"Matches Navigational theme: systemic navigation, temporal markers.",TRUE,1
508,"its my first sci class so im still trying to see how this is structured and how i can make it work for me, because the sci is designed to help me, but as im doing physics, im realizing that theres lots of different ways of seeing and understanding the concepts.",0,"['I am in this SCI class because physics is a new subject for me. I am a STEM major, but I have never taken physics before. I was really nervous coming into physics because I didnt know anything. I was scared that I would not understand anything, but Im doing better than I thought. I decided to go into the SCI class because I was talking to my friend about it.']",0,Reviewed; no issues found.,TRUE,1
2385,my purpose is to help people.,0,"['To start off, I am here in this class as a class requirement for my major, as well as understanding how Physics is the theory of life as most have described.']",0,Reviewed; no issues found.,TRUE,0
3809,i am here this morning because i was very lucky to wake up and start another beautiful day.,0,['I am here to further expand my education and to get a degree so that I can move onto my life and live a good career. I am here because I have class and because i have a lot of other responsibilities to attend. I am here to study so that I could do well in all my classes and so that I can keep up with any work I have to finish.'],0,Reviewed; no issues found.,TRUE,0
496,since grad schools require the full year of general physics and other science courses i must fulfill the requirements to let alone be viewed as a possible candidate.,0,['I am here in this class because I plan on pursuing a degree in physical therapy. Since grad schools require the full year of general physics and other science courses I must fulfill the requirements to let alone be viewed as a possible candidate. When I first took physics last fall semester I was so nervous because of the negative stigma towards this class and even the doubt many people have about women in STEM. After taking the first part of general physics I was SO excited to keep learning more about physics since it happens every second of our lives.'],1,"Matches Navigational theme: systemic navigation, temporal markers.",TRUE,0
1591,so i think it is also a good way to help me understand how things work.,0,"[""I'm here because this is the requirement.""]",0,Reviewed; no issues found.,TRUE,0
168,i think i want to go into occupational therapy but i dont know if im even able to be accepted by a graduate school.,0,['I am here because this class is a prerequisite for my Kinesiology major. I dont really know much about physics and the last physics class I took was in middle school. Im here because I want to have an education and build my career find my passion. Im here because I have to be. I think I want to go into occupational therapy but I dont know if Im even able to be accepted by a graduate school. I cant see myself as anything and Im just stuck or Im actually just not sure where Im going or if Im going down the right path.'],0,Reviewed; no issues found.,TRUE,0
232,"at the end of the day, engineering has always been an interesting topic to me so the reason why i want to join the stem industry is because i want to discover more about engineering.",0,"['The reason why I want to go into the stem field is because engineering intrigues me. More specifically Civil engineering intrigues me. Since I can remember my family has always been in the construction business so whenever I look at structures, I imagine how they are built. Also, currently I am working as a drafter and it is the case that I often see my designs come to life. From things to pergolas to houses, I just love being able to understand how and structure is design to withstand certain loads and meeting certain design criteria. At the end of the day, engineering has always been an interesting topic to me so the reason why I want to join the stem industry is because I want to discover more about engineering.']",0,Reviewed; no issues found.,TRUE,0
3148,i am here at sfsu for a multitude of reasons.,0,"[""I'm in this particular class right now because I need the credit towards my degree, and because it was mediatory in order for me to stay enrolled in the physics class at the time I wanted.""]",0,Reviewed; no issues found.,TRUE,0
2389,"if we go on a personal level, i would also like to support my family with what i decide to do because the one sole reason my parents are here is to support me and i wanted to do the same for them to show their efforts have not gone wasted.",0,"['To start off, I am here in this class as a class requirement for my major, as well as understanding how Physics is the theory of life as most have described.']",0,"Better fits Aspirational, Familial, or Social themes.",FALSE,0
3930,the reason behind me being here is my father went to panama and met my mother.,0,['I am awake now at 9:30am because I picked classes I require for my degree. The reason for me being in this class room today is to complete the first assignments on iLearn and to do the first Lab assignment. I am doing this course to be able to have the prerequisite for the next course in line in my degree.'],0,Reviewed; no issues found.,TRUE,0
515,going into this semester i thought i would do really well in physics and struggle in calculus.,0,"['I am also here because I plan on majoring in BIO with a concentration in Zoology. For BIO majors, we need to take Physics 111 and then if we want to, we can build off of it and proceed to the next level of Physics.']",0,Reviewed; no issues found.,TRUE,0
119,ive noticed that this semester specifically im a lot more outgoing with talking to people.,0,"['I signed up for this SI class because this is the first physics class Ive ever taken. I figured that it would help me really understand the base concepts of physics. This gives me the understanding that Ill need should I decide to pursue further physics knowledge and give me the concepts that Ill need to know for my major.', 'So far, Ive been learning better and have gotten a better grasp on how to solve problems and Ive learned through explanation and by teaching other people myself.']",0,Reviewed; no issues found.,TRUE,0
4253,whether it39;s for my future biology classes or just in life.,0,['Im taking this class currently to fulfill my prerequisites and my major requirements.'],1,"Matches Navigational theme: systemic navigation, temporal markers.",TRUE,0
2827,i technically could have added the class but it was an 8am class and i commute from alameda and i'm not the kind of person who could function on less sleep.,0,"[""I am at San Francisco State because it was my second choice school and the first choice didn't work out. I am in this class because it is a requirement and prerequisite to future classes and also because I need to know these things for the future. I was on academic probation last semester and didn't know about the hold that was keeping me from adding classes to this semester so I had a late start with the classes I wanted. Also all the other sections for this class I have conflicts so it wouldn't work out. I actually have to take something over the summer to make up for a class I couldn't add.""]",0,Reviewed; no issues found.,TRUE,0
3032,in order to apply to grad school i need ochem as a remaining prerequisite.,0,['I want to be a physical therapist. In order to apply to grad school I need ochem as a remaining prerequisite. In order For me to succeed in OCAM lecture I believe this SCI course will help in doing so.'],0,Reviewed; no issues found.,TRUE,0
