sentence,label,phrase,predicted_label
so why am i here?,0,['I am trying to graduate before the age of 30'],0
i am here to learn more about physics and motion by putting it into practice via labs.,1,['I am here to learn more about physics and motion by putting it into practice via labs. I have the goal of becoming a forensic scientist or to be in some field of forensics.'],1
i am not only doing this for myself but also for my parents.,0,['Today I am here to learn. I am also here to continue my education and get a degree eventually.'],0
"one of the main reasons being that i want to pursue a higher education, and cultivate my love for biology.",1,"['One of the main reasons being that I want to pursue a higher education, and cultivate my love for Biology. I am in school to continue to learn and grow as a biologist, as a student, and as a person.']",1
one of the main reasons i am here is to get an education.,0,['Finally I am here to find myself.'],0
i want to get a job in the film industry.,0,"['I want to get a job in the film industry. Im not really sure what part of it though. I was thinking a director, editor, or producer.']",1
"also it's helpful to hear things from student's perspectives rather than a professor, and have people to bounce ideas off ofask questions i don't ask in lecture.",0,"[""I don't want a B in Bio 230, I want at minimum an A since this is a required course for applying to grad school. And not only do I want to get the grade, but I want to understand the material so I can apply it to my future career in Physical Therapy (hopefully!). While i might not need to specifically known translation and transcription or anything like that for my specific career goals, it'll give me the background I need to be good at my job.""]",0
this will strengthen my knowledge of physics so i can use it for the lecture portion and it helps me better understand calculus.,0,['I also want to learn more about physics because the subject really interest me.'],0
even though physics is a hard subject for me to learn i am willing to put in the effort in understanding it,0,"[""I believe i'm here to better my understanding of physics so it will benefit me in the career I am studying for. My purpose would be to become a video game programmer which requires me to understand physics.""]",0
in highschool physics was very challenging for me but i loved t the entire year because of how interesting it can get.,0,['Through this lab I hope to gain a better real world understanding of applied physics and how it will apply to my work in the real world after finishing school.'],0
i am here in this class because i plan on pursuing a degree in physical therapy.,1,['I am here in this class because I plan on pursuing a degree in physical therapy.'],1
i am here so that i can attain my bachelors in cinema and accomplish my mission of becoming a screenwriterdirector.,1,['I am here so that I can attain my bachelors in cinema and accomplish my mission of becoming a screenwriterdirector.'],1
i wanted to study space and it's mystery characteristics.,0,['I am here to support my new found determation so it can grow and finally overcome my obstcle.'],0
i am here because i want to have more opportunities later in life and to find out the best suitable career i want to pursue.,1,"[""I am here because I want to have more opportunities later in life and to find out the best suitable career I want to pursue. But more specifically, I came to SF State to finish up my BA degree and to play for the Men's basketball team here. I've been to many schools in my college journey and this is the place where I will get my BA and hopefully masters.""]",1
i believe that becoming a pharmacist is very underrated.,0,['I am here at SF State to pursue a degree in Biochemistry and become a pharmacist.'],1
i want to learn new things that are outside of my comfort zone.,0,['I want to try to get into veterinary school that is why I am in OCHEM.'],1
"this class will help me further my understanding, and more importantly have me continue on my major pathway.",0,"['By graduating I can pursue my goal of going to medical school, but by that I need to pass all my courses such as this lab course.']",0
"i exist thanks to her, and in a lot of ways i believe that the purpose, more than how i came to be, is driven by her own existence.",0,"['a degree, towards eventually (hopefully, maybe) a doctorate.']",0
physics is the foundation science of the universe (though some would argue mathematics is the foundation).,0,['I look forward to spending the semester learning more through this course and applying that knowledge in my career and daily life.'],0
i just probably would not take this course or any other physics course if it werent required.,0,"['I am currently at San Francisco State University to further my education and pursue what I want to do in my adult career which is Biology. However, If you were to ask me why I am in this particular physics course, the honest is reason is that because it is required for me to take if I want to earn my degree in Biology.']",0
i am here because i care about my future and i want to make sure i get the best experience in college.,0,"[""I know I need to do better after this exam and all of this all comes from me wanting to pass all my classes with an A. I am here because I am getting my degree and I know by doing this I am making myself proud and I am also making my family proud. I want to become a doctor and for me to do that I need this class and to gain the knowledge for me to take on to medical school. I am here because I care about my future and I want to make sure I get the best experience in college. I am here because I want to accomplish big things and never stop learning. I am here because I want to have a decent life when I grow up and do what my parents wanted me to do, get a high education so I won't have to struggle financially just like they did.""]",1
"my second is to receive a degree in engineering, and hopefully getting a really good job in the future working for one of my favorite car companies helping to develop something new and improve.",1,"['My second is to receive a degree in Engineering, and hopefully getting a really good job in the future working for one of my favorite car companies helping to develop something new and improve.']",1
"i am taking this science course because the first 2 weeks of organic chemistry, i had a few panic attacks and was extremely worried for how i will end up doing do in the course.",0,"['I am here at San Francisco state University because I want to get a good education in order to move on and go to medical school, and become a surgeon. I am here as a biology with a concentration in physiology major, and my goal is to learn as much biology as possible before i get to medical school in order to take my knowledge with me and apply it in medical school.']",0
why am i here?,0,"[""I am in college because I like learning, and want a good job that pays enough where I don't have to work crazy hours at a job I absolutely hate just to stay alive. I would want a job that has meaning and would benefit the world.""]",0
an event that set this goal into action was my mother attempting to attempt suicide by over dosing on painkillers.,0,"['My goal is to peruse pediatric psychiatrist as a private practice. I would hope to learn about mental illness and destigmatize those who are victims of stereotypes. I hope that being here, studying hard, going to school, will allow my to someday provide better care for my mother and father as well as others who struggle with mental illness.']",0
i loved my physics one very much however i disliked the lab part of the course so i am hoping that this lab course is better.,0,['Im here because I want to pursue a career in the medical field.'],0
i am here because i should be.,0,['I am here because I want to do better.'],0
finding meaning to what you do bring enjoyment and clarity to your life because you aren't constantly asking why am i doing this or why am i here.,0,['I know I am there because I am choosing to learn and pursue the career I want.'],0
i am in this specific class because i am determined to get a good grade in my chem 215 class since it is a requirement of my major of biology with a concentration of physiology.,0,['I am in this specific class because I am determined to get a good grade in my Chem 215 class since it is a requirement of my major of Biology with a Concentration of Physiology. I am in school because I want to be successful and one day become an ultrasound technician because it is my dream occupation since I was in middle school.'],0
i hope i am able to earn a higher grade in the math 227 course with the help of this supplemental instruction course.,0,['I am in this course to earn a decent grade in Calc II. I hope I am able to earn a higher grade in the MATH 227 course with the help of this supplemental instruction course. I am here at SF State because I want to work towards earning my degree in Astrophysics and pursue a career in the STEM field. I want to be able to live my life stress from any financial obligationsbarriers.'],0
taking physics if a requirement by the school for my major and that is why im in this class.,0,"['I really want to be in the field of automotive engineering, doing things like designing chassis for cars.']",0
"i think assuming there is a purpose behind my existence implies i was ""created"" and imbued with that purpose from the beginning.",0,"['I want to make something for myself, aspire to do something worthy that will bring happiness to my life']",0
"while i am almost 22, i am just becoming what i call a real adult.",0,['I am here to learn and grow.'],0
"eventually, i will finish all of those classes and feel satisfaction and pride that i was able to earn a degree in mechanical engineering.",1,"['Eventually, I will finish all of those classes and feel satisfaction and pride that I was able to earn a degree in mechanical engineering.']",1
i want to mastered these concepts so that one day i could explain to my friends if they ever ask me about anything that has to do with physics.,1,"['Now that Ive decided to persuade and obtain a college degree as a biology major, I want to expand my knowledge of our world by learning and understanding the physics that we live by everyday.']",1
now i am here in this class because i am willing to do what it takes to get to that spot.,0,"['I want to be a clinical lab scientist because when I was younger, I have always taken an interest in science, how the world worked, experimenting, etc. I would love to work in a lab and be able to look at samples (tissues, blood, urine, etc.) in the microscope and tell whether someone has cancer, AIDS, etc.']",0
i've always believed that anything is possible if applied correctly.,0,['make something out of myself'],0
i am at san francisco state university because it is at home.,0,"['I am here because I am eager to learn new things everyday, that I know will benefit me in the near future. Furthermore, I am here learning physics because it is not only a requirement for my major, but because I am excited to learn the subject itself and how it applies to our everyday lives.']",0
"give reasons as to why this works and this doesn't, what is possible in our universe.",0,"['I am prekin and need to take physics in order to finish off my prerequisites and make sure I do get accepted by the Kinesiology Association. But if I could think of another reason as to why I am here in a Kinesiology Lab taking the lecture as well, spending 4 days a week learning physics, it would be to understand how things in this world work and they interact with each other.']",0
during this course i hope to learn about somethings i find interesting or may have heard of .,0,"['During this course i hope to learn about somethings i find interesting or may have heard of . I also hope to continue learning about something i learned in the pass more in depth . In this course i hope to also refine the skills i already know , like writing good responses for labs online .']",0
"im majoring in child and adolescent development but, i plan to pursue higher education and get into the medical field.",0,['I plan to pursue higher education and get into the medical field.'],0
i am required to take this class for my major but also to reach my goals such as attending med school.,0,"['I am required to take this class for my major but also to reach my goals such as attending med school. I am here to learn more about physics and more about the way it plays a role in our daily lives. I am here to learn how things in this world work and how everything functions, who figured certain aspects in forces, mechanics, etc out. I am here to learn how gravity plays a role in our lives, our bodies, and in space. I am here because this class is a stepping stone to my future goals and this will help me get a bit closer, a semester closer into becoming a doctor. I want to help others get better, have hope that they can overcome a disease such as cancer, and try to give children their lives. A big goal but it is also what motivates me to continue my daily routine.']",1
"i am here because i want to have a decent life when i grow up and do what my parents wanted me to do, get a high education so i won't have to struggle financially just like they did.",1,"[""I know I need to do better after this exam and all of this all comes from me wanting to pass all my classes with an A. I am here because I am getting my degree and I know by doing this I am making myself proud and I am also making my family proud. I want to become a doctor and for me to do that I need this class and to gain the knowledge for me to take on to medical school. I am here because I care about my future and I want to make sure I get the best experience in college. I am here because I want to accomplish big things and never stop learning. I am here because I want to have a decent life when I grow up and do what my parents wanted me to do, get a high education so I won't have to struggle financially just like they did.""]",1
"however, i need to make it through a long and difficult path of schooling to pursue this dream.",0,"['Throughout my entire life, I have dreamt about working in the medical field.']",0
this is in order to find new and more effective medicines to help people like my mom who suffering from chronic illnesses.,0,['I am here because I have always been passionate about science and I want to build my career around the STEM field.I believe the our futures are dependent on the progression of medicine and technology. This is why I am a Biology major. My goal is to get a job a biotech company. This is in order to find new and more effective medicines to help people like my mom who suffering from chronic illnesses.'],0
"my instructor and i both treated this as a straight math course, and in doing so i failed myself.",0,"['I want to learn the concepts and grasp the understanding of all this, so I can be more successful in current and future classes.']",0
i am here because i really want to learn about the basic concepts of physics.,0,"['Now that Ive decided to persuade and obtain a college degree as a biology major, I want to expand my knowledge of our world by learning and understanding the physics that we live by everyday.']",0
"i don't have some big life defining event that made me want to be a doctor, but i do have a bunch of little things!",0,"['In terms of physics, I\'m here because I am hoping to go to medical school and become a pediatrician. I don\'t have some big life defining event that made me want to be a doctor, but I do have a bunch of little things! I\'m hoping to have a good foundation of psychology before working with children because I believe it is important for them to learn about mental health, and not be invalidated by others when it could be more than ""teen angst"" or any other excuse.']",1
"originally when i began attending sf state, it was because i was encouraged to go to college by my family and teachers.",0,"['As the years have gone by and I continued to stay in school, I realized that I am here to develop my skills as an artist, learn how to observe and think about the world around me, and enhance my understanding of various subjects.']",0
college is feel is a big stepping stone for young people such as myself and i think it can get you through many doors that would otherwise be closed with a college degree.,0,"[""I am here because I want to have more opportunities later in life and to find out the best suitable career I want to pursue. But more specifically, I came to SF State to finish up my BA degree and to play for the Men's basketball team here. I've been to many schools in my college journey and this is the place where I will get my BA and hopefully masters.""]",0
"also, i would want to study the animals behavior and how they interact with each other.",0,"['get my bachelors degree for biology with a concentration in marine biology and limnology and get into a research lab', 'My goal is to get into the RIPTIDES program for my Masters. My ultimate goal is to become a marine biologist and eventually get a Doctorates Degree']",0
i am here to get a better understanding of physics 111.,1,['I am here to get a better understanding of Physics 111.'],1
i am here to learn and to have a clear understanding of physics.,1,['I am here to learn and to have a clear understanding of physics. Another reason why I am here is because in the future I want to get into the medical field to become a pediatrician and also work in a lab .'],1
"i find computer science interesting and cool, and i also find physics really interesting which is something i hadnt discovered until i started to take physics class.",0,"['I am here because I want to do a good job in school in order to get a job. I am also interested in learning and developing myself, and this is why I am here.']",0
sometimes home can be nice but there are also moments where home can become too much.,0,['I have been around my home for almost two decades and I wanted to reinvent myself.'],1
this will be the time for me to learn many life lessons either the hard way or the easy way.,0,"['I am here because I want to be able to gain a solid education which will eventually get me into the Kinesiology program here at San Francisco State University. The knowledge gained from going to SFSU is being able to pursue a career as either a physical therapist or occupational therapists. I also want to be able to gain the experience as a college student and by doing so, I would need to expand my horizons by connecting with others from different backgrounds and ages. My goal for myself is being able to gain either a Bachelors or Masters degree in Kinesiology. I am here taking this class not only because I need it for my prereqs, but I genuinely need and want to learn about physics, although it is quite difficult. I am here at SFSU to be able to grow and mature and step out of my comfort zone.']",0
"im here because im trying to major in the stem field, specifically i want to enroll in a phd program after graduating with a b.s in cell and molecular biology.",1,"['Im here because Im trying to major in the STEM field, specifically I want to enroll in a PhD program after graduating with a B.S in Cell and Molecular Biology. I genuinely believe that understanding basic biology concepts will be applicable in my future research work.']",1
right now im specifically sitting in sci 115 to benefit my grade and knowledge for chem 115 .i feel that from this class i will be better equipt for tests and quizzes.,0,['Im here at San Francisco State University to receive an education excel in the sciences and further prepare me for medical school.'],0
ive been having a quarterlife crisis since i was in high school.,0,['Im here because I want to have an education and build my career find my passion.'],0
for the past 5 years ive switched through 4 different majors until i knew what i wanted to be.,0,"['Right now I want to learn and understand our planet, galaxy and many others along the way as I take these classes to better help me pursue my dream in understanding our environment and working in the big leagues one day']",0
"overall, im here to focus on my future and have a positive influence on society.",0,"['Ideally, I am here to graduate and pursue a career in the science field. I feel like I want to grow as a college student add to my current understanding of chemistry. I am here to be a productive individual and add to my learning experience at San Francisco State University. Overall, Im here to focus on my future and have a positive influence on society.']",0
i barely managed to pass high school physics and i felt i learned nothing.,0,"['I hope to pass physics this semester but most importantly', 'I hope to understand the concepts I am learning.']",0
then i will rejoice in my accomplishments for a short while and after that i will get a job because it is what is expected of me.,0,"['Eventually, I will finish all of those classes and feel satisfaction and pride that I was able to earn a degree in mechanical engineering.']",0
"this year has been extremely long and challenging so far, and i am just trying to find my way back.",0,"['So, im here to complete school and walk across that stage for the both of us.']",0
i want to be in the medical field in the future so getting my bachelors degree in biology or a science in general is going to better prepare me for that field and career.,0,['I am here because I want to get a higher education and grow my knowledge. I want to be in the medical field in the future so getting my bachelors degree in biology or a science in general is going to better prepare me for that field and career.In the future I want to be a physician assistant and becoming that requires a good eduction and a bachelors.'],1
although i want to travel all over the world.,1,['I am here because the only thing i want fo be when i am older is successful.'],1
i am here to make meaningful connections with people.,0,"['In my major, computer science, I am hoping to gain an internship', 'and to also have at least a 3.5 GPA for this year.']",1
i'm here hoping that i will be able to learn something new.,0,"[""I'm here at this school so I may graduate with a degree that will help me receive a job in the future. I'm here hoping that i will be able to learn something new.""]",0
"i have also been passionate about these two things since i was about two, mostly animals.",0,"['I have loved fashion my whole life and believe it was my purpose and lifelong dream to be in the industry working alongside big name designers and stylists. I believe I also will make an impact on Climate Change along with helping animals. So as all over the place this whole write up was I believe I am here on this planet to live my life long dream of being part of the fashion industry, while making a positive impact environmentally. Maybe even tying those two things together.']",0
a more comprehensive understanding of kinesiology through physics should prove to be useful throughout med school as well as beyond.,0,"['boost my GPA, making myself a more competitive medical school applicant']",0
i feel intimated when it comes to physics due to not having a strong background from previous physics class.,0,['I would love to understand physics better.I only chose computer science because I am hoping to graduate soon since I am 27 years old. I hope to pursue a masters degree to increase my chances of landing a great job once I graduate. I would like to complete the transition to electrical engineering if I can complete this class with a greater understanding and with more confidence in myself.'],0
"when i graduated with my high school and college diploma, it has really gave me a boost in my education because this helps me get a step closer to my goal which is becoming a pediatrician.",1,"['When I graduated with my high school and college diploma, it has really gave me a boost in my education because this helps me get a step closer to my goal which is becoming a pediatrician. My purpose is to better my education and get the knowledge that I need to help me get through life. I am also here to learn about physics. I am here because I have always wanted to see what physics was about.']",1
we are all here for the same reason.,0,"['I am here because I am trying to continue my path of graduating with a Bachelors of Science, Civil Engineering.']",0
im here because i need help to pass ochem. i would like help from my science community because its hard to get help and noticed when we are so many students.,0,['Im here because I need help to pass OCHEM.'],0
another benefit of completing this goal is making my family proud and inviting them to do anything they want because i will have enough money.,0,['I am here because I want a lot of money in my life. To graduate with a degree that will get me a job in the area I like I have to graduate in Biochemistry.'],0
i also really love nature and animals so i am also thinking about becoming a wildlife biologist.,0,['I am also here studying at SFSU as a biology major because I would eventually like to go into doing my own research. I also really love nature and animals so I am also thinking about becoming a wildlife biologist.'],1
i am here so i can walk across att park and experience graduating there.,0,['I am also here to build experience in the work force as well as building experience for my resume. I am also here to get away from my family ad community and figure out what I want to do in life and also figure out who I really am. I am also here to have fun in this beautiful city and make memories that I can tell my kids in the future. I am here so I can walk across att park and experience graduating there. This is why I am here and I look forward to meeting all these goals and It has been a blessing to be where I am now.'],0
i am here because i care not only about personal growth but help build my community by gaining new ideas.,1,['I am here because I want to succeed in all my classes and really understand the material.'],1
"a bit too many courses for g.e.s i committed to a major that i had wanted to do long before, biology.",0,['I am here to learn and grow.'],0
"specifically, i want to ensure my research efforts are directed to improve health and access outcomes for marginalized groups.",0,"['With this in mind, I need a number of prerequisites and supplemental courses for my next career goal in obtaining an MDPhD. I want to get a dual degree because I am constantly inspired to add to the breadth of knowledge in science and also being able to use what is discovered to directly improve patient care. I am taking this supplementary portion to solidify my knowledge I learn in class and to foster my overall understanding.']",1
the reason i am here is because i want to be able to help others in the future.,0,['I want to be a cardiothoracic surgeon.'],1
"i am here because i am eager to learn new things everyday, that i know will benefit me in the near future.",0,"['I am here because I am eager to learn new things everyday, that I know will benefit me in the near future. Furthermore, I am here learning physics because it is not only a requirement for my major, but because I am excited to learn the subject itself and how it applies to our everyday lives.']",0
the why for me is always bigger than just the material and what looks good on my resume.,0,"[""I am here because I want to have more opportunities later in life and to find out the best suitable career I want to pursue. But more specifically, I came to SF State to finish up my BA degree and to play for the Men's basketball team here. I've been to many schools in my college journey and this is the place where I will get my BA and hopefully masters.""]",0
this class is one of the first classes towards the major you have to take(as long as its required to take when taking phys220).,0,"[""The reason I'm here in this class is to help get me closer to getting my bachelor's degree in computer science and hopefully work that up to a masters at least.""]",0
the reason why i am here is because i take any opportunity that will aid me in my future to reach my career.,0,"['After I graduate this semester, I hope I would receive an A in my chemistry 215 lecture and after go into chiropractic college for that is my goal. My major goal is to run my own practice and to serve people the holistic side of healthcare and not only be limited to western medicine.']",0
a big goal but it is also what motivates me to continue my daily routine.,0,"['I am required to take this class for my major but also to reach my goals such as attending med school. I am here to learn more about physics and more about the way it plays a role in our daily lives. I am here to learn how things in this world work and how everything functions, who figured certain aspects in forces, mechanics, etc out. I am here to learn how gravity plays a role in our lives, our bodies, and in space. I am here because this class is a stepping stone to my future goals and this will help me get a bit closer, a semester closer into becoming a doctor. I want to help others get better, have hope that they can overcome a disease such as cancer, and try to give children their lives. A big goal but it is also what motivates me to continue my daily routine.']",0
but overall i have always been interested in the theory of quantum physics so hopefully one day i will be able to do field research to get a better grasp of how our universe works.,0,['Also I just really want to invent something that will benefit society one day but in reality I just want to design and recreate something out of scratch and build it better. Maybe one day I can work for Elon Musk for SpaceX but if not NASA would be dope. But overall I have always been interested in the theory of quantum physics so hopefully one day I will be able to do field research to get a better grasp of how our universe works.'],0
"also, if i do skip class it will just snowball and cause me to skip more classes.",0,['I am also here because I want to graduate on time and not fail any of my classes.'],0
"why am i here? is quite a general question that can be taken in many directions, but i assume that it is intended for us to make our connections to this class.",0,"['More specifically, my goal is to become a sports physical therapist and work to rehabilitate athletes, so dealing with physics and its relationship with the human body is going to be a big component of my job.']",0
"right now, i am here to grow.",1,"['Right now, I am here to grow. I am here to learn not just academically but in all aspects of my life. I am learning about myself and my values, priorities, dreams, strengths, and weaknesses and taking all that info and experience to grow from it and do better. I hope my existence affects others in a good way. I strive for that. I am here to get where ever I feel like going. Right now, I feel that place is a spacious apartment where I have a dog and a career somewhere with four seasons and lots of greenery and I am happy and stable and healthy. I am here to see things through I guess.']",1
i think this question can be answered in many ways.,0,"['I dont know where Im going with this but anyways, for my future, I wish to enter a career where I can help people, Im interested in pediatrics, pathology, and forensic science. (I dont yet know which)I am also looking into PA, which I just became aware of through other classes Ive taken the summer. My mom is a medical assistant in the pediatric section specifically with child cancer patients, and hearing what they go through is heartbreaking and I wish to help them in the future.']",0
being in the sci 230 classroom also allows me to work on my biology homework and have it reviewed which in turn helps me save time for other work outside of class.,0,"['The instructors can help me achieve my goals of passing Bio 230 by motivating me and assisting me with my biology work.. In conclusion, I am apart of Sci 230 to get the help I need in order to pass Bio 230 and meet new people who are also taking the course.']",0
"i want to be able to provide electricity to places so that they can have hospitals, schools, and access to the technology that we do in the majority of the united states.",1,"['Second, I see this as an opportunity to make myself marketable for my entire working career. Third, I want to be able to make a difference in the world.']",1
i believe working in smaller groups and being able to actually give an opinion helps greatly as well only because theres not a bunch of people judging if you are wrong.,0,['Im hoping to continue learning all the great biology concepts and take them with me on my journey to my career.'],0
i want to transfer to ucsf or the university of washington as my graduate school.,1,"['The reason why I am here (PHYS 122) is that I want to learn or understand the topics of physics.After attending the San Francisco State University, I will transfer to Medical School because I want to become a dermatologist. I want to transfer to UCSF or the University of Washington as my graduate school. I want to study hard, get a good grade, and get in the Medical School that I want to get in. However, most importantly, I want to understand the topics and use them in real life. In this class, I want to improve my teamwork skills and communication skill. I want to be a better person than yesterdays self and improve every day. I want to be a good person, a good student, a good daughter, and a good future doctor.']",1
"specifically speaking, i'm in this class because it's listed as a class that kinesiology major students have to take.",0,"[""Generally, I'm here in college because I would need to get a degree in order to be a chiropractor. Im currently a PreKinesiology major, and I hope to get into the Kinesiology program. Taking this Physics class would help me get one step closer to being a good candidate for the Kinesiology program.""]",0
i am in this sci333 class because i want to succeed in organic chemistry.,1,['I want to succeed and do well in school so I could go far in life'],1
"it is very helpful to have someone in the same shoes as you, since you are taking the class together it is a much better time to get to know your class mates and forum study groups.",0,['I am taking a SCI helper class to better understand what I am learning in class.'],0
"i am here to explore career paths but mostly, just riding the wave like how other high school students graduate would be going for.",0,['And my dream job is to be a software engineer.'],1
i want to go to physical therapy school.,0,['I am here because Im trying to graduate with a degree in Kinesiology I want to go to physical therapy school.'],1
"my major is computer science, and my goal is to become a software engineer at an established company in the bay area, and physics is one of the classes i have to get through; it may not be that directly related to my major, but it is a requirement that i have to fulfill.",1,"['My major is computer science, and my goal is to become a software engineer at an established company in the bay area, and physics is one of the classes I have to get through']",1
although it is a requirement physics is an interesting subject to learn.,0,['I want to be in physics to understand the concept further where it will help me understand my concentration in molecular and cell biology. I thought I wouldnt be capable of learning this subject but I passed physics 1 and I believe if I study hard enough I can pass physics 2.'],0
im here partly because it is required of my major.,0,['However I truly do enjoy learning about physics and all its aspects and I hope to continue learning about physics and its wonders in the future. I look forward to being in this class and hope to expand my knowledge of physics.'],0
i think i am also here because if i did not have a regular class to sit me down and do my work i would be less motivated and less likely to do it.,0,['I am here in the sci class because I would like to be pushed to dedicate time for focusing on physics.'],0
"i chose this major so i can accomplish my goal of being able to support my parents in the future, who immigrated to america over 30 years ago, and sacrificed a lot to give me thins opportunity.",0,['These problem solving skills that I will develop in both the physics 230 seminar class and the lab class will be very beneficial to me and my future aspirations.'],0
im still iffy on what i want to be when i grow up. ive always been interested in helping people but just not sure how to do it.,1,"[""I know I want to do something in healthcare, I'm just unsure which path I want to go down but it's always safe to cover all my bases.""]",1
this is the reason why i am here so that i can acheive my goals and what i am passionate about.,0,"['I am her so that i can gradute with a bachelors in Biology and hopefully get into medical school. I am passionate about this because i want to become a pediatric surgeon or doctor. The reason for my interest in the medical field is as a pediatric doctor or surgeon, is because i love working with children and i would love to give them a second chance at life and just put a smile on their faces by making them feel better. This is the reason why i am here so that i can acheive my goals and what i am passionate about.']",0
"finally, he succeeded in launching rockets as the president of a private company.",0,"['Anyway, I want to improve the thinking way, deduction trough learning physics']",0
i can't really think of where else i would be.,0,"[""Why am I here in Sci 111? I'm here in Sci 111 because I want to successed in PHYS 111. More specifically I would like to be able to thrive not just survive.""]",0
the reason i am here is because of my brother marky.,0,['He has pushed me to want to become a doctor and help as many people as I possibly can. He has inspired me to leave and go to college and major in bio so I can fully understand his condition.'],0
i am here because i will be needed to save someone's life one day.,0,"['I am here because I have a goal. This entire journey of premed will one day, with enough work and dedication, will end in me becoming a pediatric surgeon.']",0
why am i here?,0,"['This physics course is a requirement for me in order to achieve my degree. The second reason would be my goal to achieve my degree in biology. I hope that after the completion of my degree I will be able to move on to medical school. Besides medical school, I have many other dreams and goals that I hope to achieve and I believe and hope that being in New York might bring me a bit closer to those goals.']",0
their goal might be to save up money and buy a car or to buy clothes to go out.,0,"['Therefore, I must complete and pass this class because I need it to receive my diploma. I also need a certificate to get into dentistry school. Because I always dreamt of becoming a dentist; therefore, this class and all my other classes have a significant impact on my life.']",0
i enjoy learning about how things work underneath the hood.,0,"['If I were to ask myself, ""why am I taking physics?,"" then perhaps I would be asking myself why I\'d want to pursue a degree in Computer Science. In addition, I also want to learn cool things about machinery.']",0
"i have always been a very curious person, from breaking stuff just to see what is inside anything to disassemble and assemble things.",0,"['This is the reason why I want to succeed in physics, to be able to understand the world around me.']",0
"someone is going to pay well to create something, and it is pretty fun to be able to come up with an idea to a problem that someone has and be able to take that idea and create something tangible from it.",0,"['The first is that I want to develop a better understanding of the world and use that knowledge to create things. The second reason is that it is really interesting and useful to know a lot of the stuff that you would learn when getting a STEM degree. This is a super quick overview of why i want to get into the STEM field, engineering in particular.']",0
"since i was younger, i had always wanted to help other individuals.",0,"[""I'm here to pursue my aspiration of wanting to work in the medical field. I am here at school to prepare for my future, to learn, and to grow.""]",0
"i am here because there are so many things to accomplish, yet there is so little time.",0,"['I am here to be the best or at least a better version of me. My purpose is to be a doctor and help change lives, whether I am getting the recognition for it or not.']",0
"i'm also here because i want to learn and meet new people, build bonds so i can have connections in the future.",0,"[""This class was one of the requirements for my major classes without it i won't be able to reach my goal of a masters."", ""I've always wanted to be a detectiveand work with computers so i decided to take this path""]",1
having this degree is one of the major stepping stones in getting into medical school.,0,"['In the sense of why am I going to college, I would say that I feel like my purpose in life is to be in the medical field to help people.']",1
you learn more when you teach others how to do something or if youre learning by another student who is taking the same class.,0,['I dont want to fail again and I also would like to understand it.'],0
i am also here to build experience in the work force as well as building experience for my resume.,0,['I am also here to build experience in the work force as well as building experience for my resume. I am also here to get away from my family ad community and figure out what I want to do in life and also figure out who I really am. I am also here to have fun in this beautiful city and make memories that I can tell my kids in the future. I am here so I can walk across att park and experience graduating there. This is why I am here and I look forward to meeting all these goals and It has been a blessing to be where I am now.'],0
i am excited to enter into a new field of study that i have never actually learned before.,0,['I hope this physics lab and the physics lecture will help to boost my self confidence. I am excited to enter into a new field of study that I have never actually learned before'],0
working amongst scientists to find the causes and cures of diseases is my main career goal and i would love to have a job in which i would look forward to going to everyday.,0,"['I am here because I want to further my education. I hope to get my Bachelors Degree in biochemistry and hopefully get into medical school. In medical school, I would study pathology to eventually become a pathologist. Working amongst scientists to find the causes and cures of diseases is my main career goal and I would love to have a job in which I would look forward to going to everyday.']",0
to achieve goals such as open up a homeless shelter pay for a house for my mother so that she doesn't have to work another day in her life.,0,"['I am here at SFSU for a better future', ""I'm taking this class to get a good grade in physics and to understand the material.""]",0
i plan on continuing by going to dental school and becoming a dentist.,0,['I plan on continuing by going to dental school and becoming a dentist. Aside from taking this class for gradutation requirements I also hope to learn some concepts that are discussed in this course. I am interested in this course because it will help me to progress further in my academic journey and to hopefully help me do well so I can get into a good dental school. I look forward to completing this course with an overall positive experience and I also hope to do well in the course.'],1
so i am here in this class because it is a requirement for my major.,0,"[""My major is microbiology and to get my degree in that, I need to take this class. I also hope that once getting done with school for micro and working for a bit I'll probably go back to school to either get a pHD in micro or go to medical school.""]",0
"with a degree in psychology, i plan on becoming a mental health counselor.",0,['Why am I here?I am here at San Francisco State University in order to further my education. In continuing my education I am preparing myself to pursue my career and have a good future.'],1
"so as all over the place this whole write up was i believe i am here on this planet to live my life long dream of being part of the fashion industry, while making a positive impact environmentally.",0,"['I have loved fashion my whole life and believe it was my purpose and lifelong dream to be in the industry working alongside big name designers and stylists. I believe I also will make an impact on Climate Change along with helping animals. So as all over the place this whole write up was I believe I am here on this planet to live my life long dream of being part of the fashion industry, while making a positive impact environmentally. Maybe even tying those two things together.']",0
