sentence,label,phrase,updated_label,reasoning
as a firstgeneration college student it has been really hard to figure this out and try and find ways to help me in my classes these sci classes has really helped me reach out and find people who have the same goals as me and to have a study group of my own and be able to ask questions outside of class.,1,['As a firstgeneration college student it has been really hard to figure this out and try and find ways to help me in my classes these sci classes has really helped me reach out and find people who have the same goals as me and to have a study group of my own and be able to ask questions outside of class.'],1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Agreement with human label (1)."
being able to do good in this class gives me the purpose to get my degree and reach my goals.,0,['As a firstgeneration college student it has been really hard to figure this out and try and find ways to help me in my classes these sci classes has really helped me reach out and find people who have the same goals as me and to have a study group of my own and be able to ask questions outside of class.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"well, to start off, im not sure what here really is?",0,['Ive always been interested in helping people but just not sure how to do it.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
why am i here on this earth?,0,['Ive always been interested in helping people but just not sure how to do it.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
why am i here at san fransisco state?,0,['Ive always been interested in helping people but just not sure how to do it.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
why am i here taking a sci class?,0,['Ive always been interested in helping people but just not sure how to do it.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"honestly, im not really sure what a definitive answer would be to most of those questions.",0,['Ive always been interested in helping people but just not sure how to do it.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
im still iffy on what i want to be when i grow up. ive always been interested in helping people but just not sure how to do it.,1,['Ive always been interested in helping people but just not sure how to do it.'],1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Agreement with human label (1)."
"when i was first deciding on which university to transfer to, i chose sf state because they gave me the option to graduate early as a sociology major.",0,['Ive always been interested in helping people but just not sure how to do it.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
but what was i really going to do with all that saved time?,0,['Ive always been interested in helping people but just not sure how to do it.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"honestly, the only question i do know the answer to is why im talking a sci class.",0,['Ive always been interested in helping people but just not sure how to do it.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
ive personally never taken a physics class before and ive heard a lot of horror stories which is why i decided to enroll in sci 111.,0,['Ive always been interested in helping people but just not sure how to do it.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
math isnt exactly my strongest suit and i knew i was going to need the extra support.,0,['Ive always been interested in helping people but just not sure how to do it.'],1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Disagreement with human label (0)."
the reason as to why i am here is simply because i needed help understanding some aspects of chemistry.,0,['Another reason why I joined this class was thanks to another peer who recommended I join since we already were in the same chme 180 class.'],1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Disagreement with human label (0)."
there are many things that i don't understand and have questions for.,0,['Another reason why I joined this class was thanks to another peer who recommended I join since we already were in the same chme 180 class.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"i joined this class with the purpose of it helping me in furthering my knowledge of chem since my main chem 180 class is just to short off a lecture, just being 50 min.",0,['Another reason why I joined this class was thanks to another peer who recommended I join since we already were in the same chme 180 class.'],1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Disagreement with human label (0)."
"i also wanted to join the class, because unlike chem 180 with 100 students, this class is pretty coo just being about 10 people entirely.",0,['Another reason why I joined this class was thanks to another peer who recommended I join since we already were in the same chme 180 class.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
another reason why i joined this class was thanks to another peer who recommended i join since we already were in the same chme 180 class.,1,['Another reason why I joined this class was thanks to another peer who recommended I join since we already were in the same chme 180 class.'],0,The sentence lacks strong elements of social connection or community engagement. Disagreement with human label (1).
"this class was also appealing to me, because it's 1 more unit and there basically is no final for this class since it is just and extension of the main chem class which is coo.",0,['Another reason why I joined this class was thanks to another peer who recommended I join since we already were in the same chme 180 class.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
the reason i am here at this class because i really wanted the unit to get a minimum of 12 units for my cal grant then my first time coming to this class felt really helpful.,0,['When my T.A. told us about a tutoring class where I can receive a unit for showing up and getting help.'],1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Disagreement with human label (0)."
especially when we were preparing for the first exam they gave me the cheat sheet and helped me with questions.,0,['When my T.A. told us about a tutoring class where I can receive a unit for showing up and getting help.'],1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Disagreement with human label (0)."
i am here to get help on chem 180 and to pass the class with a b or higher i heard from my friends that the class is difficult.,0,['When my T.A. told us about a tutoring class where I can receive a unit for showing up and getting help.'],1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Disagreement with human label (0)."
when my t.a. told us about a tutoring class where i can receive a unit for showing up and getting help.,1,['When my T.A. told us about a tutoring class where I can receive a unit for showing up and getting help.'],1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Agreement with human label (1)."
i decided i would show up because i believe this class will help me pass chem 180.,0,['When my T.A. told us about a tutoring class where I can receive a unit for showing up and getting help.'],1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Disagreement with human label (0)."
"i am here because despite all the order that needs to be in place for our universe and the things in it to be in relative equilibrium, i am a product of the spontaneity of our universe.",0,"['In this present moment, I am building myself up through education and experiences so that later in my life, I will be able to contribute to the personal growth of others and help them through their endeavours.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"i am here because as humans, we learned to be more present and to have direction in our lives.",0,"['In this present moment, I am building myself up through education and experiences so that later in my life, I will be able to contribute to the personal growth of others and help them through their endeavours.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i believe the human experience is to build and develop a purpose in our lives beyond our primal instincts using the complex minds that we were gifted with.,0,"['In this present moment, I am building myself up through education and experiences so that later in my life, I will be able to contribute to the personal growth of others and help them through their endeavours.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"for me personally, i have chosen to try to be a positive effect on those who i am connected with.",0,"['In this present moment, I am building myself up through education and experiences so that later in my life, I will be able to contribute to the personal growth of others and help them through their endeavours.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"in this present moment, i am building myself up through education and experiences so that later in my life, i will be able to contribute to the personal growth of others and help them through their endeavours.",1,"['In this present moment, I am building myself up through education and experiences so that later in my life, I will be able to contribute to the personal growth of others and help them through their endeavours.']",1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Agreement with human label (1)."
i am here mainly to help myself with my chemistry class and to better master the material.,0,['Yesterday I went and talked to my lab instructor about a homework problem and then I talked to professor Lacy about it.'],1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Disagreement with human label (0)."
i am hoping that this class will also take some stress off of the studying aspect of chem 180 and will allow me to study better by having perfect opportunities to discuss the material with the instructors and with my classmates.,0,['Yesterday I went and talked to my lab instructor about a homework problem and then I talked to professor Lacy about it.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
chemistry so far is going pretty well i think.,0,['Yesterday I went and talked to my lab instructor about a homework problem and then I talked to professor Lacy about it.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"the homework can be a little difficult, mostly because a lot of the material on it can be things that we haven't covered yet.",0,['Yesterday I went and talked to my lab instructor about a homework problem and then I talked to professor Lacy about it.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"but, if i just spend a lot of time on it and study the material while i am doing it, then it usually works out a lot better.",0,['Yesterday I went and talked to my lab instructor about a homework problem and then I talked to professor Lacy about it.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i realized that asking questions about it is helpful too.,0,['Yesterday I went and talked to my lab instructor about a homework problem and then I talked to professor Lacy about it.'],1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Disagreement with human label (0)."
yesterday i went and talked to my lab instructor about a homework problem and then i talked to professor lacy about it.,1,['Yesterday I went and talked to my lab instructor about a homework problem and then I talked to professor Lacy about it.'],0,The sentence lacks strong elements of social connection or community engagement. Disagreement with human label (1).
"the labs so far are pretty cool, although they tire me out a little bit and can be somewhat confusing.",0,['Yesterday I went and talked to my lab instructor about a homework problem and then I talked to professor Lacy about it.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
at the moment i just hope that i can get enough studying in for my test next week!,0,['Yesterday I went and talked to my lab instructor about a homework problem and then I talked to professor Lacy about it.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
me being here is actually quite a surprise to me.,0,"[""I am very thankful for where I'm at today and very thankful for the lessons God has taught me.""]",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
growing up i never thought i would go to college or let alone be alive at 20 years old.,0,"[""I am very thankful for where I'm at today and very thankful for the lessons God has taught me.""]",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"i was always getting bad grades, kicked out of schools, and doing things that i shouldn't have been doing.",0,"[""I am very thankful for where I'm at today and very thankful for the lessons God has taught me.""]",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
so to actually be here in physics 2 studying for a civil engineer is huge accomplishment for me.,0,"[""I am very thankful for where I'm at today and very thankful for the lessons God has taught me.""]",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i am very thankful for where i'm at today and very thankful for the lessons god has taught me.,1,"[""I am very thankful for where I'm at today and very thankful for the lessons God has taught me.""]",0,The sentence lacks strong elements of social connection or community engagement. Disagreement with human label (1).
i look forward to a great semester.,0,"[""I am very thankful for where I'm at today and very thankful for the lessons God has taught me.""]",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"i am here because despite all the order that needs to be in place for our universe and the things in it to be in relative equilibrium, i am a product of the spontaneity of our universe.",0,"['In this present moment, I am building myself up through education and experiences so that later in my life, I will be able to contribute to the personal growth of others and help them through their endeavors.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"i am here because as humans, we learned to be more present and to have direction in our lives.",0,"['In this present moment, I am building myself up through education and experiences so that later in my life, I will be able to contribute to the personal growth of others and help them through their endeavors.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i believe the human experience is to build and develop a purpose in our lives beyond our primal instincts using the complex minds that we were gifted with.,0,"['In this present moment, I am building myself up through education and experiences so that later in my life, I will be able to contribute to the personal growth of others and help them through their endeavors.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"for me personally, i have chosen to try to be a positive effect on those who i am connected with.",0,"['In this present moment, I am building myself up through education and experiences so that later in my life, I will be able to contribute to the personal growth of others and help them through their endeavors.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"in this present moment, i am building myself up through education and experiences so that later in my life, i will be able to contribute to the personal growth of others and help them through their endeavors.(note: i apologize for the late submission.",1,"['In this present moment, I am building myself up through education and experiences so that later in my life, I will be able to contribute to the personal growth of others and help them through their endeavors.']",1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Agreement with human label (1)."
i was not able to attend the first lab session earlier in the semester which was the reason why i never got to submit this.,0,"['In this present moment, I am building myself up through education and experiences so that later in my life, I will be able to contribute to the personal growth of others and help them through their endeavors.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"since you opened up late work until may 16th, i realized i could go back and finally submit this consciousness assignment.)",0,"['In this present moment, I am building myself up through education and experiences so that later in my life, I will be able to contribute to the personal growth of others and help them through their endeavors.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
why am i herei am here to gain the skills i need to pass the physics portion of the mcat and enter medical school.,0,"['I desire to help others, because in a way it helps me become a better person. To grow, to feel, to care, be apart of something that is far bigger than myself.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"my goal is to become a surgeon, either cardio or general surgery.",0,"['I desire to help others, because in a way it helps me become a better person. To grow, to feel, to care, be apart of something that is far bigger than myself.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
the reason i desire to go to medical school is because i feel that it is what i meant to do.,0,"['I desire to help others, because in a way it helps me become a better person. To grow, to feel, to care, be apart of something that is far bigger than myself.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"it is apart of my identity, and it allows me to connect with a piece the piece of humanity i thought i had once lost.",0,"['I desire to help others, because in a way it helps me become a better person. To grow, to feel, to care, be apart of something that is far bigger than myself.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"in a lot of ways, i guess, my intentions for wanting to become a surgeon are a little selfish.",0,"['I desire to help others, because in a way it helps me become a better person. To grow, to feel, to care, be apart of something that is far bigger than myself.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"i desire to help others, because in a way it helps me become a better person.",0,"['I desire to help others, because in a way it helps me become a better person. To grow, to feel, to care, be apart of something that is far bigger than myself.']",1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Disagreement with human label (0)."
"to grow, to feel, to care, be apart of something that is far bigger than myself.",0,"['I desire to help others, because in a way it helps me become a better person. To grow, to feel, to care, be apart of something that is far bigger than myself.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"taking this course is a first step to understanding the intricacies of the world we live in, which will help me grow as an individual.",0,"['I desire to help others, because in a way it helps me become a better person. To grow, to feel, to care, be apart of something that is far bigger than myself.']",1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Disagreement with human label (0)."
i just hope i can pull it off.,0,"['I desire to help others, because in a way it helps me become a better person. To grow, to feel, to care, be apart of something that is far bigger than myself.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"i also want to get a better educations, get a better job, preferably one with advancement opportunities.",0,"['I desire to help others, because in a way it helps me become a better person. To grow, to feel, to care, be apart of something that is far bigger than myself.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"i also want a job that i love, and this is a first step in that particular direction.",0,"['I desire to help others, because in a way it helps me become a better person. To grow, to feel, to care, be apart of something that is far bigger than myself.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"when i do apply for medical school, i also plan to earn an associates degree in surgical technology, so that even if i dont get in, ill have something to fall back on, and add to my application for when i reapply.",0,"['I desire to help others, because in a way it helps me become a better person. To grow, to feel, to care, be apart of something that is far bigger than myself.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i am taking this sci 215 class because i feel that it would be great to receive more assistance in understanding the concepts taught in the lectures.,0,"['I like working in group best I like to compare my answers to others, but also help other understand the concepts as well. I feel that working in groups help you find what mistakes you are doing when studying for a test or solving a specific Physics problem. We are all here to help each other pass the lecture class of physics 121.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i think because the facilitators are students who took the class prior really helps because they can help us in improving our study skills.,0,"['I like working in group best I like to compare my answers to others, but also help other understand the concepts as well. I feel that working in groups help you find what mistakes you are doing when studying for a test or solving a specific Physics problem. We are all here to help each other pass the lecture class of physics 121.']",1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Disagreement with human label (0)."
i have taken other sci classes and i have noticed that i do better when i have more than one person helping me break down the concept to really learn how to do the problems on my own.,0,"['I like working in group best I like to compare my answers to others, but also help other understand the concepts as well. I feel that working in groups help you find what mistakes you are doing when studying for a test or solving a specific Physics problem. We are all here to help each other pass the lecture class of physics 121.']",1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Disagreement with human label (0)."
"in taking a physics class which has never been my best subject, but i always want to try my best in understanding the concept so i can do good my test and exams.",0,"['I like working in group best I like to compare my answers to others, but also help other understand the concepts as well. I feel that working in groups help you find what mistakes you are doing when studying for a test or solving a specific Physics problem. We are all here to help each other pass the lecture class of physics 121.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
the worksheets we are given are like a sample test where it tests on what we know or need help on.,0,"['I like working in group best I like to compare my answers to others, but also help other understand the concepts as well. I feel that working in groups help you find what mistakes you are doing when studying for a test or solving a specific Physics problem. We are all here to help each other pass the lecture class of physics 121.']",1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Disagreement with human label (0)."
"i like working in group best i like to compare my answers to others, but also help other understand the concepts as well.",0,"['I like working in group best I like to compare my answers to others, but also help other understand the concepts as well. I feel that working in groups help you find what mistakes you are doing when studying for a test or solving a specific Physics problem. We are all here to help each other pass the lecture class of physics 121.']",1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Disagreement with human label (0)."
i feel that working in groups help you find what mistakes you are doing when studying for a test or solving a specific physics problem.,0,"['I like working in group best I like to compare my answers to others, but also help other understand the concepts as well. I feel that working in groups help you find what mistakes you are doing when studying for a test or solving a specific Physics problem. We are all here to help each other pass the lecture class of physics 121.']",1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Disagreement with human label (0)."
we are all here to help each other pass the lecture class of physics 121.,0,"['I like working in group best I like to compare my answers to others, but also help other understand the concepts as well. I feel that working in groups help you find what mistakes you are doing when studying for a test or solving a specific Physics problem. We are all here to help each other pass the lecture class of physics 121.']",1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Disagreement with human label (0)."
i am taking a sci helper class to better understand what i am learning in class.,0,"['I also like hearing from different people on how they are learning the material because it might also help me. It is very helpful to have someone in the same shoes as you, since you are taking the class together it is a much better time to get to know your class mates and forum study groups.']",1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Disagreement with human label (0)."
i am taking both a physics121 sci course and chemistry215 sci course.,0,"['I also like hearing from different people on how they are learning the material because it might also help me. It is very helpful to have someone in the same shoes as you, since you are taking the class together it is a much better time to get to know your class mates and forum study groups.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i enjoy it because it is forced studying in a productive manner.,0,"['I also like hearing from different people on how they are learning the material because it might also help me. It is very helpful to have someone in the same shoes as you, since you are taking the class together it is a much better time to get to know your class mates and forum study groups.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"i forgot where i read this, but many educators say for every unit you take you should be studying one hour per unit your class is worth.",0,"['I also like hearing from different people on how they are learning the material because it might also help me. It is very helpful to have someone in the same shoes as you, since you are taking the class together it is a much better time to get to know your class mates and forum study groups.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i am taking sixteen units therefore i should be studying sixteen hours a week.,0,"['I also like hearing from different people on how they are learning the material because it might also help me. It is very helpful to have someone in the same shoes as you, since you are taking the class together it is a much better time to get to know your class mates and forum study groups.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"these sci classes will help me accomplish that through, making myself accountable to go to class each week and get extra help.",0,"['I also like hearing from different people on how they are learning the material because it might also help me. It is very helpful to have someone in the same shoes as you, since you are taking the class together it is a much better time to get to know your class mates and forum study groups.']",1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Disagreement with human label (0)."
it is amazing review and reflection time on what we just learned in class.,0,"['I also like hearing from different people on how they are learning the material because it might also help me. It is very helpful to have someone in the same shoes as you, since you are taking the class together it is a much better time to get to know your class mates and forum study groups.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"it also gives you an opportunity to ask any questions that you have, that you were unable to ask in class due to time.",0,"['I also like hearing from different people on how they are learning the material because it might also help me. It is very helpful to have someone in the same shoes as you, since you are taking the class together it is a much better time to get to know your class mates and forum study groups.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i also like hearing from different people on how they are learning the material because it might also help me.,0,"['I also like hearing from different people on how they are learning the material because it might also help me. It is very helpful to have someone in the same shoes as you, since you are taking the class together it is a much better time to get to know your class mates and forum study groups.']",1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Disagreement with human label (0)."
"it is very helpful to have someone in the same shoes as you, since you are taking the class together it is a much better time to get to know your class mates and forum study groups.",0,"['I also like hearing from different people on how they are learning the material because it might also help me. It is very helpful to have someone in the same shoes as you, since you are taking the class together it is a much better time to get to know your class mates and forum study groups.']",1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Disagreement with human label (0)."
so far from the first three weeks four weeks of class i have gotten as on all my quizzes given in my main classes thanks to my sci helper classes.,0,"['I also like hearing from different people on how they are learning the material because it might also help me. It is very helpful to have someone in the same shoes as you, since you are taking the class together it is a much better time to get to know your class mates and forum study groups.']",1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Disagreement with human label (0)."
"i do not regret taking these classes at all, actually i am grateful for the opportunity to be able to take these classes.",0,"['I also like hearing from different people on how they are learning the material because it might also help me. It is very helpful to have someone in the same shoes as you, since you are taking the class together it is a much better time to get to know your class mates and forum study groups.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"i am here because despite all the order that needs to be in place for our universe and the things in it to be in relative equilibrium, i am a product of the spontaneity of our universe.",0,"['In this present moment, I am building myself up through education and experiences so that later in my life, I will be able to contribute to the personal growth of others and help them through their endeavours.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"i am here because as humans, we learned to be more present and to have direction in our lives.",0,"['In this present moment, I am building myself up through education and experiences so that later in my life, I will be able to contribute to the personal growth of others and help them through their endeavours.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i believe the human experience is to build and develop a purpose in our lives beyond our primal instincts using the complex minds that we were gifted with.,0,"['In this present moment, I am building myself up through education and experiences so that later in my life, I will be able to contribute to the personal growth of others and help them through their endeavours.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"for me personally, i have chosen to try to be a positive effect on those who i am connected with.",0,"['In this present moment, I am building myself up through education and experiences so that later in my life, I will be able to contribute to the personal growth of others and help them through their endeavours.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"in this present moment, i am building myself up through education and experiences so that later in my life, i will be able to contribute to the personal growth of others and help them through their endeavours.",1,"['In this present moment, I am building myself up through education and experiences so that later in my life, I will be able to contribute to the personal growth of others and help them through their endeavours.']",1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Agreement with human label (1)."
i am taking sci 234 to improve my skills in physics 230.,0,"['Furthermore, I get to learn and work with likeminded individuals who have similar goals.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i know physics with calculus 2 will be more rigorous than physics with calculus 1 so i want to be well prepared for that course.,0,"['Furthermore, I get to learn and work with likeminded individuals who have similar goals.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
physics with calculus 2 is an important part of my overall major so i want to make sure i understand every concept we study in class.,0,"['Furthermore, I get to learn and work with likeminded individuals who have similar goals.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"this course also serves as a study session for me which forces me, in a way, to actually learn in a structured environment rather than on my own.",0,"['Furthermore, I get to learn and work with likeminded individuals who have similar goals.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
the former has many draw backs as i am easily distracted and my time management skills are not fully developed.,0,"['Furthermore, I get to learn and work with likeminded individuals who have similar goals.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"furthermore, i get to learn and work with likeminded individuals who have similar goals.",1,"['Furthermore, I get to learn and work with likeminded individuals who have similar goals.']",0,The sentence lacks strong elements of social connection or community engagement. Disagreement with human label (1).
i took and passed physic with calculus 1 a year ago and i struggled at the beginning and towards the end of the course.,0,"['Furthermore, I get to learn and work with likeminded individuals who have similar goals.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"also, because i took so long to take the next course, i forgot a lot of what i had learned.",0,"['Furthermore, I get to learn and work with likeminded individuals who have similar goals.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
tutoring at san francisco sate university is limited by the hours and number of tutors available.,0,"['Furthermore, I get to learn and work with likeminded individuals who have similar goals.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
this class serves me in multiple ways which helps me learn without having to go to tutors all the time.,0,"['Furthermore, I get to learn and work with likeminded individuals who have similar goals.']",1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Disagreement with human label (0)."
"the reason why i am here, and more focusing on the specific class is because i need the extra help in chemistry.",0,"['I know the reason why everyone is in the class because they have similar reasons like I do; being able to connect with one another and build more information together. It gives me a confidence boost within myself to explore more, and try to make more friends. I realized the more people you know the extra help you can get with the sections I am struggling with, because someone is bound to know that topic by the heart or know a different way to explain. That is why I have been taking many SCI classes is because it gives me an opportunity to learn by others and make friends with different people.']",1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Disagreement with human label (0)."
"i am usually a shy person, so being able to speak to others in the class brings me out of my shell.",0,"['I know the reason why everyone is in the class because they have similar reasons like I do; being able to connect with one another and build more information together. It gives me a confidence boost within myself to explore more, and try to make more friends. I realized the more people you know the extra help you can get with the sections I am struggling with, because someone is bound to know that topic by the heart or know a different way to explain. That is why I have been taking many SCI classes is because it gives me an opportunity to learn by others and make friends with different people.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i know the reason why everyone is in the class because they have similar reasons like i do; being able to connect with one another and build more information together.,0,"['I know the reason why everyone is in the class because they have similar reasons like I do; being able to connect with one another and build more information together. It gives me a confidence boost within myself to explore more, and try to make more friends. I realized the more people you know the extra help you can get with the sections I am struggling with, because someone is bound to know that topic by the heart or know a different way to explain. That is why I have been taking many SCI classes is because it gives me an opportunity to learn by others and make friends with different people.']",1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Disagreement with human label (0)."
"it gives me a confidence boost within myself to explore more, and try to make more friends.",0,"['I know the reason why everyone is in the class because they have similar reasons like I do; being able to connect with one another and build more information together. It gives me a confidence boost within myself to explore more, and try to make more friends. I realized the more people you know the extra help you can get with the sections I am struggling with, because someone is bound to know that topic by the heart or know a different way to explain. That is why I have been taking many SCI classes is because it gives me an opportunity to learn by others and make friends with different people.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
