essay,label,phrase
"The reason Im here is because I need to get my college education from somewhere and from someone. I started my first semester of college with an Astronomy lecture and I got a taste of being a college student. My past experience with science classes is normal deal but with astronomy there a vast universe to explore. Biology was not my strongest subject as I thought to believe and chemistry was a disaster with earth science being something old and not new. I plan on working in the world of cinema since I fell in love with the world of theater and I can create, imagine, and do whatever I want where I'm not bound to the laws of physics. With other people's work you see what that made in which science denies. Another reason is I have no place in the world of science but in art for the human race has the power to create.",0,['0']
"I got to SFSU for my passion for filmmaking. I ended up choosing this school because of the affordability and location. I believe I was able to achieve the creation of many paths for myself through my passion, dedication and hard work to the art of filmmaking. I believe I am in San Francisco for many reasons. Firstly, I needed to be able to flourish by myself away from home as a young adult. Secondly, I think there are a lot of opportunities in the main parts of the city for my career choice. Additionally, I believe everything happens for a reason (in an atheist approach) and I was brought to the city to be able to discover different elements of my own changing character. I'm not sure how long I'll be in San Francisco or this school but I believe right now, this is the right choice for me and my character.",0,['0']
"I am here because I want to expand my understanding of the world so that I am capable of impacting it in some way. By taking classes and ultimately earning a degree, I am empowering myself to be able to think critically about the issues we face and find ways to change that reality. Hopefully, this will lead me to a career in international politics that is as fulfilling as it is impactful. I do not know what exactly that career will look like or what I will become the most passionate about, but for the time being, I am here to learn. Educations is a powerful tool that is not available to everyone and I am here to take advantage of that opportunity and use it to reach my full potential as an individual. In this sense, I am here to become a better, more empathetic, more knowledgeable person.",0,['0']
"I am here because I would like to learn more about Astronomy. I love to learn about the planets, stars, and the whole outerspace. I am also here because of my Lab GE requirement course. A greater essence of why Im here would be because I would like to receive my degree in accounting. I would also like to use the experience Ive gained with that degree to take the CPA a exam and become a CPA Auditor. Another reason I am here right now is because of my parents. They sacrificed everything in their life to make sure I went to college and I am grateful for that. I am specifically in this astronomy lab class because my schedule wouldnt allow for a different class that would not be on Friday.",0,['0']
"I am here because Ive always been astonished by how little we know about the vast space around us. As an undeclared student, I wanted to try out the subjects that interests me and see if I could handle it and if I would be suited in this line of expertise. Because this class, Astronomy 116, is one of my interest I chose to take this class and this is why Im here right now :)",0,['0']
"Im here to understand how astronomy mean to my life in general, and also this is part of my GE class that I needed to fulfill in order to get enough credit to graduate. And I got my good friend Here taking the class together which means it more enjoyable",0,['0']
"As an acknowledgment of my place in the universe as a passenger in a vast ocean of nothingness. An animal with the ability to comprehend but not understand the universe as a place, thing, and entity. How this abilities can make small problems on earth microscopic to the goings on of the universe. Its simply to get a grade and look at the stars as a dreamer of brighter future and a quick destruction for this planet.",0,['0']
Im here because I needed a lab class and space has always been something I found very interesting. I dont want to pursue this as my major but I like to learn a little bit about it cus I find it to be mind blowing some of the stuff space can do. I used to watch a lot of YouTube videos about space and how crazy things can be in outer space compare to earth.,0,['0']
"I am here because sfsu requires a science lab class but that doesnt mean I am not interested in astronomy. Ive always tried to take the class but being a popular GE class, it was hard. I was to pass and do well in this class even though I know nothing about science and my past experiences with science classes have been bad. Science is my weakest subject. It really scares me. But I need the class and I will do my best to complete it although learning science stresses me out so much.",0,['0']
"If you mean why I am here to why do I exist, and the answer is all by accident. It was by accident that planet earth is in a appropriate range from to sun to support life, and even a bigger accident for that earth to somehow get large amounts of water, and created a atmosphere.",0,['0']
"I am here because I want to get my education in order to fulfill my dreams. I decided to come to SF State because my sister went here about 8 years ago and she told me what a great school it is. I also know that San Francisco is a great equal place with great opportunities and I feel like its a place to make yourself. I am glad I decided to go to SF State because I do not know what I want to pursue and major in, and San Francisco is a great place to experiment and find yourself and what you like to do. I am also experimenting with the several classes SFSU has to offer until I find what I love.",0,['0']
"Why Am I Here? I am taking this course because I want to finish off my general education requirements. I enjoy taking this lab majority of the time while at other moments it seems frustrating but thats only because I am learning. I never thought I would be taking an Astronomy class, but here I am, and it Is extremely interesting. I am taking the regular fiftyminute class Monday through Friday right before this class time. The whole idea of how the earth rotates around the sun psyches me out a little because how the hell did we really get here? What is all of our purpose? Could this really just be a dream and the galaxy that we live in is just made up and the rock that supports our life really isnt a rock at all but rather a dream? What happens to us when we pass away yes, our body decomposes but what happens to our conscious state? Do we just die off like stars do? I have so many questions that I hope get answered but majority of them that I am asking do not have a a solution to them.",0,['0']
"I am here because I am a microscopic element in the chaotic cosmos. This class will help me better understand the universe. I feel hopeful in my tiny place. Stars, sun, moon, and earth each have a role to play. I am here to gain perspective. I desire to begin to grasp the the balance of matter... I am intrigued by dark matter and gravitational waves. I am here to learn and to explore. I seek balance, shadow and light, ebb and flow, waning and waxing, within my daily universe.",0,['0']
"Why Am I Here? Am I here today because I genuinely want to understand and know how the universe was created. Everything to the why it is the way it is to what will it become in the future? Before I can even begin to know myself, I think its important to know the biology of a human being,to know how we have changed throughout the years, how some civilizations have mysteriously been completely wiped out. I am someone who believes in reincarnation as well so sometimes I ask myself, Is this the only life I have ever lived?. I am someone who always questions everything and pondering on things your typical person wouldn't and I think its because I am maybe an old soul. I dont want to get too spiritual, however there are times were I look beyond science and the facts because everything can't all be science in my opinion.",0,['0']
Why am I here? Im here because I want to make my parents proud a better future for my family myself a better job that pays better than a regular job be able to afford certain things such as a house and trips,0,['0']
I am here to finish my GE prerequisites so I can finally graduate and start paying of my loans. I look forward to teaching history at the high school level for the first few years out of school while a pursue a law degree so I can eventually go into politics at some level. To be honest I am really just taking this class to graduate and its been a couple of years at least since I took my astronomy class so remembering all of that info has been alittle hard. I also have had sleeping problems for the past year or so and I have been trying to work on myself mentally and physically because theres a lot I need to fix.,0,['0']
"Today I am here to learn. I am also here to continue my education and get a degree eventually. Growing up, my parents always told me that college was not a choice but a requirement. Neither of my parents ever got to 7th grade so they have always pushed my siblings and I when it came to school. All through elementary school and up in to high school, I tried my best in everything to get where I am today. I am not only doing this for myself but also for my parents. Coming to SF State was not my top choice, it was actually my last. Financially thought, SFSU was what I could afford so I committed here. In the end, SFSU has actually grown on me and I do not regret it one bit.",0,['0']
"Originally when I began attending SF state, it was because I was encouraged to go to college by my family and teachers. As the years have gone by and I continued to stay in school, I realized that I am here to develop my skills as an artist, learn how to observe and think about the world around me, and enhance my understanding of various subjects. Along with that, having a bachelors degree proves that I can be consistent and finish what I have started. I think that while having a degree does not guarantee you a better job after you graduate, you can use the resources provided by the school to get opportunities.",0,['0']
I am here because its a general Ed class. I dont believe this will impact or really have too much to do with my major besides the actual science of this class which in which many Galaxies are found as precisely as possible by theory and experiments and models and knowledge we get from earth outer space which is relative to the way people think and or come to solution. Taking this class will help me finish my BA which will get me to a masters program and eventually phd which will hopefully be in double major of psychology and child development and minors in Jewish studies and Cwl. I dont think I like astronomy as much really any science except for biology and chemistry as they focus more on our bodiesare relevant to the human bodiesexperience. I only have 2 maybe 1 12 more years. So this is halfway through my Ba,0,['0']
"I am here because I want to expand my wealth of knowledge. Im taking astronomy because I needed a lab for my undergraduate requirements. I had found astronomy interesting when I took it as a lecture class last semester, and now I find my self in a difficult positions because of the math aspect of astronomy. Im not interested in the math aspect but when we talk about the stars and galaxies I find myself more into the conversation rather than a conversation that determines the longitude and latitude of where a stick figure person might be. I recognize that before I started this lab that there was going to be some math involved but i wanted to try something I would have not choose as my first option. That is why I am here today. To step out of my comfort zone and indulge myself into the unknown of astronomy",0,['0']
I am here in my Astronomy Lab class to further my knowledge of Astronomy. I learn better via a handson approach so taking this class has helped me a lot. Being able to get a visual representation on the topics that we talk about makes for a better learning experience. So far I would say that I like this class and look forward to the upcoming weeks.,0,['0']
I am here because I want to be a math teacher and bring love and joy to the center of math for students. I want the students i teach to leave the classroom feeling loved and having love for math the same way i do. I also want to be an anchor or a safe place for the students that I teach because I believe its important to have that in high school or in life in general.Im here in astronomy because I love the stars and space and I want to expand my view and attention to more than just earthly things because the universe is more than just earth.,0,['0']
"I am here so that I can attain my bachelors in cinema and accomplish my mission of becoming a screenwriterdirector. I intend to reach my goal no matter what, but first I need to finish all of my prerequisites in order to get to my cinema classes. I screwed up a bit during my first year here, but I intend to make up for it with hard work and getting results.",0,['0']
"I am here to get my BS in Physiology, so I can get into Medical School. For this class, I am trying to make friendsconnection with people who are trying to follow the same path. And also POTLUCK!!",0,['0']
I want to stay in my community help educate those who are not as knowledgeable so that they make informed decisions.,0,['0']
I am here to provide myself with opportunities and accomplish to something besides stereotypes and provide my resources to other younger generations with them to help them also accomplish to these goals and achieve to more than they can imagine.,1,['I am here to provide myself with opportunities and accomplish to something besides stereotypes']
"I am here to figure out what I want to do with my life. College is expected to move forth in a career. I have enjoyed my time at SFSU and have learned a lot. I hope to keep learning and continue to discover new things about myself but also why I am here, why I want to succeed and why I want to do my best in everything I set out.",0,['0']
"I am here at San Francisco State because I want to one day be a person I can be proud of, of be myself with. I want to do everything Ive ever wanted to do and learn and this is where I want to start.",0,['0']
I am here because I want to succeed in all my classes and really understand the material. Moreover I also want to gain new knowledge in science by listening to my peers through discussions and bounce off ideas from one another. I am here because I care not only about personal growth but help build my community by gaining new ideas.,0,['0']
I am here because I want to boarded my knowledge and learn from others and myself. I want to pursue a career that I enjoy while being successful! I am here to do my best and better myself academically. Helping others out in the way and spreading the knowledge I have on certain topics within people. Asking questions when I am unsure of anything and preparing myself with the best of my ability and doing the very best I can to succeed in all of my classes.,0,['0']
I am here because I needed assistance in my biology class and I really noticed a difference In the way I understand and study in my biology class. I really felt a community from my peers as well as you guys as my instructors.,0,['0']
Im here to learn and to be on the path towards becoming an optometrist or medical examiner. Im here to be a better student and a better version of myself. I set goals for myself and Im here to achieve those goals. Im here to make myself proud and to make my family proud.,0,['0']
I am in SFSU because I want to go to medical school to become a neurologist or neurosurgeon.,0,['0']
"I am here to build my future. I want to have a good future for myself, where I can maintain myself as well as doing what I love to do.i enjoy what I do (study) so I do my best to work hard.",0,['0']
"I am here in SFSU because I am the first generation in my family to go to college. My goal is to graduate with a degree B.AB.S. However graduating with an understanding in scientific field, get involved in biology, reach for new resources, meeting new friends, study in the library, nights of a studying and homework is all worth going to SFSU.",0,['0']
I am here to gain life experience. For all the years Ive been her and enjoyed every moment of it. I dont regret anything. I want to get my degree and more on this stage of life and get a new life experiences.,0,['0']
"I am here because of my goal in trying to get a B.S. in biology concentrated physiology. I am the first in my family to attempt to get into med school. My family has been the typical nail salon shiz, but Im here to become a doctor.",1,"[""My family has been the typical nail salon shiz, but I'm here to become a doctor.""]"
"I am here to grow, to understand what I am doing with my life, to learn and explore a new environment and take those life lessons to mature and know how to give back to my community in any way I can.",0,['0']
Im the first in my family to attend college. Im here to make my future brighter to improve myself. I want to be a change in this world I want to help my parents as well as help others. I am here to become someone in life that can change and help people.,0,['0']
I'm at San Francisco State University because I want to get an education to pusue the career I want to go for at the same time staying close to my family. This class for me is a review at the same time finding my purpose in science and my future career as a PT.,0,['0']
I got bad grade on my first test wanted to give up But I shouldnt Now I know I should do the suggested HW and practice more I should get better grades next time,0,['0']
"Im here because, initially, I was worried about my ability to be successful in my Ochem course without the help of my peers. In general, I study within the stem field because it really interest me but, also in part, because I feel like I am good at it and that this option of field seems manageable and align with my future goals. I am only good at a few things. So when I decide or feel that I am good at something I tend to cling to it; so this is me, clinging to something I feel I am good at, thus far at the least.",0,['0']
I am here because this class is included in the pathway to my goal.,0,['0']
"I am in this SCI333 class because I want to succeed in organic chemistry. Being a chemistry major isnt the easiest thing when I have to take calculus based physics on the side. While spending so much time trying to teach physics with Calc last semester to myself, I struggled immensely with Gen Chem 2 . And so far chemistry has been my strongest subject all through high school And college. I want to succeed and do well in school so I could go far in life. School and education plays a big role in this generation, and without education, there isnt much left out there in the real world.",0,['0']
"I am here because this is the only path in life that I can see myself taking. It is and has been my greatest passion since I was little. I am here to better be and provide resources to hospitals that need me, and to break the stigma of healthcare being a certain way. Science and medicine Fascinate me, it opens my mind to reality that everything in is interconnected in different ways possible. I am here because of our different to struggle but I want to help build my character. I want to learn not memorize, and understand and not _.",1,"['I am here to better be and provide resources to hospitals that need me, and to break the stigma of healthcare being a certain way.']"
"I am here to actually understand what I am being taught in lecture, I just get lost and confused. understanding what I am learning means getting good grades for my major classes. that means I have a higher chance of getting excepted to med school. getting excepted to med school means I will practice my future career and move one step closer to my dream which means I will become a heart surgeon, meaning treat people and help them so I will give back to my community. my community help me to understand Chem so thank you!",0,['0']
I am here in this class because I want to do good in my organic chem class. I want to go to medical school after college to be an oncologist. I know its hard but I keep pushing myself forward. I knew that I need help for this class because what I am studying is new for me. I cant understand the subject even though its the beginning of the semester. This makes me worried about passing the class with good grade.,0,['0']
I am here because I want to do better in my OCHEM class. I want to learn new things that are outside of my comfort zone. I have no specific direction in my life other than the general goal I have always had since I knew how to talk. I want to try to get into veterinary school that is why I am in OCHEM. My major is undeclared in bio but really want to concentrate in marine bio so I technically dont need this class to graduate but its recommended for vet schools. Thats why I am here.,0,['0']
"To get a better grade, get help with the lectures. To for fill my dreams of actually doing something that I really like and becoming successful on what I do. To make my family proud and prove myself that I can do it, even though there are lots of challenges. To make myself a better person and more knowledgeable",0,['0']
I need support and understanding CHEM 233.,0,['0']
I am here to learn and succeed in my OChem lecture. To understand lecture better.,0,['0']
"I am here because I want to make a positive difference in this world. I want to represent myself, my gender, my sexuality, and my Latina heritage and prove the world wrong that we do have the potential to flourish. Im currently lost as to how it is that I want to make my print in this world currently out of bio chemistry major not sure if I want to do research or medicine or neither Ill just go with the flow.",1,"['I want to represent myself, my gender, my sexuality, and my Latina heritage and prove the world wrong that we do have the potential to flourish']"
"Im here because I need help to pass OCHEM. I would like help from my science community because its hard to get help and noticed when we are so many students. The reason I am majoring in bio, is because I think into whatever field I go into I can make a difference. Hopefully with my masters I can do something more, something important. I love science, and even though its hard and theres a lot of struggles, Im sticking with it.",0,['0']
"I am taking this SCI course because I tend to need extra help with my chemistry courses. Ive also heard a lot of stories about how difficult organic chemistry can be. Besides that this week I have been trying to focus on finding my routine. This semester the hardest class for me is OCHEM, and the rest are up or GEs. I cant take any other courses for my major until I take Ochem So Im in a weird state of relaxation. Not too overwhelmed, which is worrying me because Im almost always stressed.",0,['0']
I am here because I have always love science but it isnt always easy to succeeding. I think that I need to learn how to self facilitate extra time to study and review in. My goal here are to help myself develop better study skills so I can be less stress and have more time to actually enjoy my time and research Im doing on campus.,0,['0']
I need more tools and resources to succeed in organic chemistry. I feel that being in a community of scientists or likeminded individual will push me to pursuing more.,0,['0']
"Im here because I want to do well in my classesmajor I want to be someone who can help give back to my familycommunity. I want to be in the medical field, but before I do that, I need to finish here (Sf state). I want to be able to also give back to my parents, since theyve done so much for me. I am here because Im passionate about sciencemath, so I want to expand my knowledge.",0,['0']
I want to be a physical therapist. In order to apply to grad school I need ochem as a remaining prerequisite. In order For me to succeed in OCAM lecture I believe this SCI course will help in doing so. I am very sick right now. I honestly do not want to be here and instead would like to be in bed sleeping.,0,['0']
Im here because I honestly need help with CHEM233. I took SCI classes before and they really help me to succeed in these courses. Im here because I want to become a dentist. It has been my dream ever since I was eight years old. I know that is class will bring me one step closer to that goal.,0,['0']
I am here to get extra help in passing the course and the requirements I need to get into optometry school or PA school. I got into STEM program because it always interested me and I like knowing how everything connects and work together as a whole since all of these classes connect in a certain way.,0,['0']
"Im here because I want to understand what I am learning about. I want to support to feel confident in what Im doing. Also, discover myself and what I want.",0,['0']
I am here because I am trying to set out of the same routine of working 12 hours to sit by. I am a first generation and want to become a dentist because no one in my community understands the importance of dental hygiene and I want them to feel comfortable to come to me when they need it. Also I am here because I am going to apply to UCSF so I need As in all my classes.,0,['0']
"I love biology. Right after 12th grade I knew I wanted to major in it. I love virology. I want to have a career as an epidemiologist, virologist, or Dr. of infectious diseases. Im not sure which one yet but I have narrowed it down to those three. Im taking SCI because I honestly think you can help me I took physics one SCI And it helped a ton. Hopefully, this class will do the same, I HATE but also LOVE OChem, but its so complicated and lecture instructors goes so fast hopefully they can help supplement what I miss. Deuces",0,['0']
"I am here to change and uplift my community. I come from a community where little resources, and I know that I can be that person to give what is needed. As a doctor, I hope to educate and help maintain a happy life style for my community.",0,['0']
I am here because I crave knowledge and I want to succeed in this course. I love knowing how things work and how certain things can affect their surroundings. I want to do well in school and get a good job that I feel like I am making a difference in the world. I want to gain experience and get all that I can out of life. I love learning and sharing my knowledge with my friends and family.,0,['0']
Im here to get my degree in biochemistry but I also make sure I dont lose myself as an individual through the process. I am here because I have the opportunity to achieve something my parents were able to do. Im here because I told myself I deserve to be here and now I have to prove it.,0,['0']
Im here at San Francisco State University to receive an education excel in the sciences and further prepare me for medical school. Right now Im specifically sitting in Sci 115 to benefit my grade and knowledge for chem 115 .I feel that from this class I will be better equipt for tests and quizzes. My goal is to fully understand Chem and all the topics that I am taugh. In order to do this I felt that I needed a bit more repetition in the material that is taught to me in class so I can better master the information,0,['0']
Im here because I want to succeed in the stem field. I am a chemistry major and I want to make sure that I 100 get everything that is been taught in this class. Also I feel that without this class I would not be able to get an A in CHEM 115 because that is my goal. I also feel that there is no such thing as learning enough so I know that there is always something new I can learn here whether its a harder problem or just going more into details with definitions of topics. This class will definitely help me get a good grade chem 115 which is my goal this year,0,['0']
"I am in 115 because I want to do very well in CHEM115, lecture, lab and discussions. I want to be able to get a grasp on concepts that I dont understand instead of just struggling through them and never fully understanding those specific topics. Since I am a biochemistry major, I know I will probably see those topics later in future classes so if I dont understand the basics now. I will not do well in my future classes",0,['0']
Im here for a college education in order to get a good career that I find an interest in. I need to get a higher degree in order to become a P.A. So I plan on going to grad school after. I want to be a P.A. because I love helping people and want to make a difference in peoples lives . Im taking this SCI 115 class to ensure that I do well and get help when I need it,0,['0']
"Im here because I want to further my education so that I can become a physician assistant .To become a physician assistant, I will be doing more schooling after SFSU . Im taking this class because all my teachers suggested it for an easy A, and to get extra help with chem.",0,['0']
"I am here in this class because chemistry has always been a class that was a bit challenging for me. I really hope that this Sci class can help me do well in chemistry this semester and the others to follow. Im taking chemistry because it required for my major(Biology) and i know it is something I very much it is something very much included in biology. So as a result I think its really important for me to understand and do well in chemistry, not just for my major and to get a degree, but to apply it to my future careerhopefully in the medical field. I aslo really enjoy biology and it is really fascinating to me.",0,['0']
"I am here because I want to practice chem problems. I can do fine if i am given numbers and an equation but if any part of the problem is missing then I have trouble. I found myself having the most problem with converting from Kg,Mg,etc to like G, L,mL etc. Also I want to get a better grasp of concepts because when I learn one concept I understand it, but if you give me another one; I either forget about the first one or get it confused between the two.",0,['0']
"I am here to find myself and figure out my identity in more depth as a student. I want to pursue a career in the medical field, specifically a pediatric doctor. As I am attending this school I want to bond with other students who are pursuing what I am and students with the same mindset. I think that would be helpful especially when the road gets tough. We all have our personal issues outside of school that affect our performance, such as anxiety and depression for me. So knowing Im not alone and having support is great.",0,['0']
"I am taking this sci 115 course so it can help me get a better grade in chem 115 lectures. I also feel that it will be a great place to meet people and form study groups since were going through the same classes. Chem 115 is a requirement for me because I am a biology major, and hope to pass a B or higher, so I figured this class could help me reach that goal.",0,['0']
"Im at sfsu because I am pursuing a bachelors of science degree in biochemistry. I want to obtain this degree to then attend a medical school and declare my field of specialty in paininternal medicine. I want to become an anesthesiologist in the near future. I am in this SCI11502 supplemental course because I know that I will end up struggling with future topics in chem115. I am enrolled in CHEM115 because it is a major requirement needed to get into CHEM215. Specifically speakers, Im here today in this SCI class because I need help with calculating valence electrons,atomic orbitals, and electron configuration.",0,['0']
"Im here for myself, my goals, my grade, my family and primarily for a better understanding. Im here because I feel it could contribute to my path for success.",0,['0']
"I am here to learn as much as I can about my career and life. Ive always been very independent person when it came to school but coming to college. I knew I was going to be constantly asking for help due to the fact that I'm first generation. This scared me a little but I knew coming to college was the choice I had to make to get into my career. Im here in this class because I want to make sure Im following along and not falling behind in chem. Last semester I did chem without the help of a Sci course or office hours, but as things get harder the thought of not being able to do something increases, thats why Im in this course.",0,['0']
I am here to make sure that I have a stable career and that finances won't ever be an issue. Learn something too. I am also here so that my family sacrifices to put me through school aren't in vain.,0,['0']
"I am here because I want to feel like I am actually doing something in my life. I am here because I fell in love with thee whole concept of chemistry, I am deeply interested in science and I want to prove to myself that I can actually become a chemist or a dermatologist. I am not that strong in math but I am trying. I am here to make my parents proud as well. They work so hard to support me and my siblings to send us all to college. I am the first generation to go to college so I want to show my parents my love for science and become something.",0,['0']
I am here because my dream is to be a doctor I know that to be one required many years of school. I came to school to learn different ideas and skills that could help me with the next step of my life. I joined the sci course because I know that its going to help me do better in classes. even though school is a long process I know in the end it will be worth it.,0,['0']
"Here be in college... I am here to get a degree to make something of myself. I am here because I want to progress and live a better life than my parents did. Im here because I dont want to be struggling in my life in the future, I dont want to be in low income. Im in college to get my degree that can allow me to go to my doctorate program and obtain that doctorate which will open so many doors for me in a career choiceopportunities . A good career means money, a good house, support for my future family. Im here for that.",0,['0']
Im here because I want students to experience the opportunities and community that I have built when I took the sci 115 class myself. I also want them to know that chemistry isnt that scary or bad of a subject. might be bias because I do love this subject. Despite what my grades may say.Im here because my family wanted me to have a better life than they did back in China they gave up what amazing or bad opportunities they had all for my and my brothers futures. Im here of all the mistakes that I have taken and I learned from. And Im here to share what little wisdom I may have in order to help those who are lost the best that I can.,0,['0']
"Im here because my parents didnt bring me here for for me not to take advantages of all the opportunities that I have here. I want to make them and myself proud. Ive always wanted to be a doctor ,even as a child. I want to be able to make them proud and show them that I am capable of doing something Ive always wanted to do. I am a very family orientated person so I just want to make everyone happy and proud of me . Becoming a doctor is something Ive always dreamt of and this and being here right now is a path for me to get there one day and be successful.",0,['0']
I am here because of the way that I have grown up. Im here because of all the sacrifices that both my parents have made for me and my little sisters. Im here to disapprove stereotypes Im here for a better future for myself Im here for my family and everything they have given up for me to be here. Im here for the community I grew up in and the culture that cultirated the person I am.,1,['I am here to disprove stereotypes.']
"There's a couple answers to why I am here. It depends on what the here mean to me. Like why I am here in this class or why I am here at this college. If it is in the context of being in this physics lab, then I am here to complete a GE requirement. I am not too fond of physics, though it is quite an interesting subject to learn about. I thought while I am taking the main physics class, I should take the lab along with it. I did not take the lab that I could have while I was attending Biology class last semester. So, here I am now, taking this physics lab. So far, I am having some troubles with understanding some of the labs, which gets frustrating for me. I hope the further along I go, the easier it will be to complete the labs and gain an understanding.",0,['0']
"Why am I here? I am here to take the lab to physics 101. Physics 101 is a class Im taking to complete a GE requirement under the laboratory sciences. I recently switched my major from Computer Science to Business, and Im taking the prerequisites this semester. I am here in lab class to get a better understanding of my physics lecture classes. I know that physics 102 is suppose to make your understanding of physics 101 a lot clearer and easier to learn. Sometimes labs are difficult because some materials are new, and time is not sufficient. I would like to learn how to manage my time better, so that I have sufficient time to complete my lab. I want to be able to look forward to a lab when I dont understand the lecture. I hope that this lab class will further my knowledge and interest in future physics courses.",0,['0']
"I chose to take this class because I remember physics being fun, especially during highschool. I enjoyed all of the fun labs that we did in that class, and I have fond memories from being able to use those skills during my engineering courses. I'm here in this class because its a GE requirement, and I wanted to get it out of the way this semester, Im taking this class in combination with the conceptual physics class, and in both I feel as though i'm not challenged enough during those lectures and labs. I was in the same boat last year when I took piano as a ge art requirement. I play the piano regularly and practice jazz piano, and when I took that class I was also well ahead of the curve. I would go out and practice during breaks or before and after those piano classes because it was something that I enjoyed doing. I can't imagine myself doing the same for this class, and I also don't even know where I would start. I enjoy physics and the labs that come with it, but I think I'll stick with cruising through this course and getting the A.",0,['0']
"I am here to learn the basics of physics through experiments, also to graduate as the first one in my family from a college university. This should help me in the future because it is for my major requirement for kinesiology. I am also enrolled in the physics lecture. Physics is in everyday life so this class will come in handy. Currently I'm learning conversions which I am bad at. I wish to improve my math skills and conversion skills. This class will prepare me for upper division classes, even though its my last physics class, it should come in handy in everyday problem solving. For example if I ever need to calculate how much gas I need to pump in my car. I can calculate it with money, gallons, and miles. So this class will enhance my problem solving skills right now in life, and later in life. I am here to learn.",0,['0']
"I am in in this physics lab, mainly because it is a requirement for my major which is kinesiology. It has been a long time since I have had taken a physics class, which is why I was a bit nervous coming into this class. I was never very good at math and I knew that physics requires a lot of math problems. I had a hard time understanding this material when I was a sophomore in high school and I think the stress and hesitation to take this class stemmed off of my negative experience in high school. However, so far I have been able to understand the material better. It is still difficult for me to process all the different formulas and calculations but because I have some knowledge about it, I can understand it more clearly.If this class was not a requirement for my major, I don't think I would have taken this course.In a way though, I think that it is good thing that I am taking this course because it challenges me.",0,['0']
"To begin with, I am in this class because I need it as a requirement. Out of all sciences, I tend to find Physics the most enjoyable which is why I decided to take PHYS 101 and PHYS 102. I feel that this Lab is going to enhance my understanding of Physics by engaging in Hands On learning and completing activities that are clearly representing the concepts that we learn in PHYS 101. In addition, I am here in this specific class because it fits in best with my schedule and I am required to take it. However, as I said before, I do enjoy Physics. So in a way I did, in fact, choose to be here in this class. Being in this class is important because not only are we reiterating what we learn in PHYS 101 it helps us grasp the ideas better and easier if we hear them in lecture and demonstrate them in this class as well.",0,['0']
"Why am I here? If you're asking me why am I on this Earth, and why am I alive, I would answer to make memories, and to meet people that positively impact me. I am a Christian, so I believe our existence has purpose. I am here to be a better version of myself, and continue to grow thrive, and leave an impact on others. If you ask why am I at San Francisco State University, I would tell you that I am chasing a degree. I want to be a teacher. because I believe the other people who want to be teachers are often deferred from doing so, because of the low salary. I think the students deserve someone who genuinely cares, and wants to shape the future. If you were to ask me why am I in this lab class, I would say I want to learn and understand physics, because I am passionate about airplanes. I think it's fascinating how a plane takes off and lands, Feeling the force on my chest, and the sweat in my palms scares me. It scares me, but I love it.",0,['0']
"why I am hereFor graduated, we need one science lab class. I took the physics and the bio lecture. I chose taking physics lab is because my major is industrial design. I think to take the physics lab will learn more knowledge to apply to my design. When industrial design students design some products. We not only think about it look pretty, but also wish it can functionally work well too. However, most of my classmates are not good it physics or other science subjects, including me. Therefore, I took this class not only for graduate, but I also hope that I can learn something from this class that I can apply to my senior project. But at the same time, I worry about my English ability. Many words that I need more time to understand. Also, write a journal in a short time give me a lot of pressure. I hope everything will be good in this class.",0,['0']
"Taking physics 102 lab is for me to understand how physics worked in real life and understanding how it relates to every aspect in life, without the confusion of large numerical values and equations. I took AP Physics in high school and physics with calculus last year, and even though for the most part, plugging and chugging was what I was geared to do. I did not know how to use the equations correctly and ended up not understanding physics and ultimately failed to grasp the concept of physics and how to calculate forces, torque, and the other things in physics. Physics was very difficult to understand when I was thrown with equations that didn't work when trying to solve problems, and the only way teachers taught it is by abiding by the equations and not explaining the conceptual portion as well as they should be. So the reason why I am here in this class is to fully understand how physics work without having to worry about very large equations, but only the bare minimum to understand how physics worked in real life in many simpler terms.",0,['0']
"Why I am Here I am here in San Francisco state because I need to get my education. I had apply to many schools but San Francisco State is the only one that accepts me and also because it is close to my home , so I choose to be here. I am here in physics class because I feel like physics is fun. And also because it is related to math and solve problems. When I was a child, I wasnt really good at math but throughout time, I am in love with it, I love the moment when I solve the problem and find out the answer of the problem. I love everything that is related to math and can be calculated. This is why I am here, taking classes that is related to math, and studying the major that is also related to math. Taking physics lab makes me realize that our daily life is related to physics.",0,['0']
