sentence,phrases,label
"and even though it hasn't been easy, it definitely has been worth it",['I am here because I want to get a degree'],0
i am here because i want to get a degree,['I am here because I want to get a degree'],1
i want to make myself proud and my family,['I am here because I want to get a degree'],0
"my parents are my motivators, they work so hard to give me everything they can and i want all their efforts to be worth it",['I am here because I want to get a degree'],0
i love this school because it makes me feel like i belong here,['I am here because I want to get a degree'],0
it is a diverse community and it is a place where i feel happy,['I am here because I want to get a degree'],0
the main reason i chose this class is because it is a ge requirement,['I am here because I want to get a degree'],0
"but i also chose this out of other lab classes because ever since i have worked in a preschool, i have been interested in learning more about astronomy to share my knowledge one day with my students",['I am here because I want to get a degree'],0
i hope to do well in all my classes this semester ,['I am here because I want to get a degree'],0
i am here at sfsu due to its cinema program and resources,['I am here at SFSU due to its cinema program'],1
i knew i was going to major in cinema and sfsu seemed like an obvious choice,['I am here at SFSU due to its cinema program'],1
"more specifically, iím in this class because i needed a lab credit and astronomy seemed to be the lab iíd be able to not do the worst in",['I am here at SFSU due to its cinema program'],0
"not saying i donít care or whatever, iím just saying a ge is a ge and you gotta do what you gotta do",['I am here at SFSU due to its cinema program'],0
i am in astronomy 116 because it fulfills my general education lab requirement,['I hope to graduate within four years'],0
"i took astronomy 115 last semester and i found it very interesting, so i decided to take the lab for that class",['I hope to graduate within four years'],0
"i learned lots of new things about astronomy that i didnít learn before like the moon phases, constellations, and other galaxies",['I hope to graduate within four years'],0
i am at san francisco state university because it is a very diverse school and i like the environment here,['I hope to graduate within four years'],0
i also live very close by so it was convenient to come to this university,['I hope to graduate within four years'],0
i am currently undeclared but i am thinking about declaring my major to political science,['I hope to graduate within four years'],0
i hope to graduate within four years,['I hope to graduate within four years'],1
"pertaining to why i'm in this class, it's a g","['Last semester I took an Asian American studies class, and I enjoyed it so much I decided to get some degree in it (whether it be major or minor)']",0
that isn't super stem based but still fills a lab requirement,"['Last semester I took an Asian American studies class, and I enjoyed it so much I decided to get some degree in it (whether it be major or minor)']",0
"often times in the super 'stem' classes like bio or chem, the kids are so competitive and it becomes this glorified competition, not about that","['Last semester I took an Asian American studies class, and I enjoyed it so much I decided to get some degree in it (whether it be major or minor)']",0
"i've enjoyed it so far, nothing has been too out of my grasp but challenging enough to make me think a little","['Last semester I took an Asian American studies class, and I enjoyed it so much I decided to get some degree in it (whether it be major or minor)']",0
"in regards to sfsu, i thought i was here just because i wanted to get away from my hometown and move to a bigger city, but the more time i spend here the more things i find i enjoy within the campus","['Last semester I took an Asian American studies class, and I enjoyed it so much I decided to get some degree in it (whether it be major or minor)']",0
"last semester i took an asian american studies class, and i enjoyed it so much i decided to get some degree in it (whether it be major or minor)","['Last semester I took an Asian American studies class, and I enjoyed it so much I decided to get some degree in it (whether it be major or minor)']",1
if i have never game to this school i wouldn't have found the college of ethnic studies and be on the path i am now,"['Last semester I took an Asian American studies class, and I enjoyed it so much I decided to get some degree in it (whether it be major or minor)']",0
"i originally came for journalism, but too one class and absolutely hated it","['Last semester I took an Asian American studies class, and I enjoyed it so much I decided to get some degree in it (whether it be major or minor)']",0
"now i'm in comm, asian american studies, and political science classes and i feel more purposeful not only at the school but in the city","['Last semester I took an Asian American studies class, and I enjoyed it so much I decided to get some degree in it (whether it be major or minor)']",1
im here at san francisco state university to further my education and major in finance,['Im here at San Francisco state University to further my education and major in Finance'],1
leaving home will make me more independent and grow as a person,['Im here at San Francisco state University to further my education and major in Finance'],0
i couldn't really do that if my parents were on my back supporting along the way not being able to learn my mistakes,['Im here at San Francisco state University to further my education and major in Finance'],0
i always wanted to experience a new environment and go from socal to norcal,['Im here at San Francisco state University to further my education and major in Finance'],0
having a change from having the beach literally right next to you and living in a city that's an absolute bubble to a city thats filled with diversity and using transportation is a huge change for me,['Im here at San Francisco state University to further my education and major in Finance'],0
"""why am i here",['I seek a foundation in these subjects because I would love to become a teacher '],0
""" i am in san francisco because i wanted to get out of high school a year early, and specifically, l",['I seek a foundation in these subjects because I would love to become a teacher '],0
", where i grew up",['I seek a foundation in these subjects because I would love to become a teacher '],0
sf state is the only other school i got into other then whittier because of a transcript screw up at my high school,['I seek a foundation in these subjects because I would love to become a teacher '],0
"i am in school because i seek to build a foundation of knowledge in my interests which range from english, philosophy, and now political science and astronomy",['I seek a foundation in these subjects because I would love to become a teacher '],0
i seek a foundation in these subjects because i would love to become a teacher - to do return the favor people have done for me in enlightening and opening my mind up to enjoying learning,['I seek a foundation in these subjects because I would love to become a teacher '],1
"astronomy specifically was a big part of my childhood because my dad had always been obsessed with the stars, space, and science as a whole - specifically when it comes to astronomy, the environment, ecosystem, etc",['I seek a foundation in these subjects because I would love to become a teacher '],0
i become passionate in learning because it all feels very applicable to almost a daily basis,['I seek a foundation in these subjects because I would love to become a teacher '],0
i'm here in san francisco mostly because it's the furthest away from hole but more importantly there is a great ethnic studies program and an amazing moot team,"['I really want to be an immigration lawyer, especially here in the bay since South East Asians here are getting targeted by ICE', '']",0
"i really want to be an immigration lawyer, especially here in the bay since south east asians here are getting targeted by ice","['I really want to be an immigration lawyer, especially here in the bay since South East Asians here are getting targeted by ICE', '']",1
i'm here in this class because i truly hate science and at least this is kind of interesting,"['I really want to be an immigration lawyer, especially here in the bay since South East Asians here are getting targeted by ICE', '']",0
i like feeling tiny in this huge world,"['I really want to be an immigration lawyer, especially here in the bay since South East Asians here are getting targeted by ICE', '']",0
but the reason why i keep going is for my family,"['I really want to be an immigration lawyer, especially here in the bay since South East Asians here are getting targeted by ICE', '']",0
they gave up everything for me to be here and iím not going to mess that up,"['I really want to be an immigration lawyer, especially here in the bay since South East Asians here are getting targeted by ICE', '']",0
thatís why i'm here,"['I really want to be an immigration lawyer, especially here in the bay since South East Asians here are getting targeted by ICE', '']",0
why am i here,"['This subject is intriguing, but I am pursuing a degree in Apparel Merchandising']",0
"i am here in this astronomy lab course because of my interest in space, the stars, planets and constellations","['This subject is intriguing, but I am pursuing a degree in Apparel Merchandising']",0
"although this class is truly a general ed required for me to graduate, i chose it because i love this subject","['This subject is intriguing, but I am pursuing a degree in Apparel Merchandising']",0
"this subject is intriguing, but i am pursuing a degree in apparel merchandising","['This subject is intriguing, but I am pursuing a degree in Apparel Merchandising']",1
i have loved fashion my whole life and believe it was my purpose and lifelong dream to be in the industry working alongside big name designers and stylists,"['This subject is intriguing, but I am pursuing a degree in Apparel Merchandising']",0
"since the age of ten i would watch project runway and was obsessed with the design people would make, consistently figuring out what was great about them and what i would fix","['This subject is intriguing, but I am pursuing a degree in Apparel Merchandising']",0
this purpose i believe is not the only one though,"['This subject is intriguing, but I am pursuing a degree in Apparel Merchandising']",0
i believe i also will make an impact on climate change along with helping animals,"['This subject is intriguing, but I am pursuing a degree in Apparel Merchandising']",0
"i have also been passionate about these two things since i was about two, mostly animals","['This subject is intriguing, but I am pursuing a degree in Apparel Merchandising']",0
it breaks my heart to see where the world is going and everyone needs to help stop mass extinction and other terrible factors from happening,"['This subject is intriguing, but I am pursuing a degree in Apparel Merchandising']",0
"so as all over the place this whole write up was i believe i am here on this planet to live my life long dream of being part of the fashion industry, while making a positive impact environmentally","['This subject is intriguing, but I am pursuing a degree in Apparel Merchandising']",0
maybe even tying those two things together,"['This subject is intriguing, but I am pursuing a degree in Apparel Merchandising']",0
why am i here,"['I am here so that I can enhance my education and earn a bachelors degree so that I can get a job that makes a good salary and that I get to do something exciting and interesting', '']",0
there's a lot of reasons as to why iím in this class and in this university,"['I am here so that I can enhance my education and earn a bachelors degree so that I can get a job that makes a good salary and that I get to do something exciting and interesting', '']",0
one is obviously this class is a requirement for my general education credits and also because i thought it'd be interesting to further my education on astronomy,"['I am here so that I can enhance my education and earn a bachelors degree so that I can get a job that makes a good salary and that I get to do something exciting and interesting', '']",0
i am in this university in order to pursue my future career and what i want to do in life,"['I am here so that I can enhance my education and earn a bachelors degree so that I can get a job that makes a good salary and that I get to do something exciting and interesting', '']",0
to make a living for myself,"['I am here so that I can enhance my education and earn a bachelors degree so that I can get a job that makes a good salary and that I get to do something exciting and interesting', '']",0
iím here because i was to pursue a career that i love which is working with kids,"['I am here so that I can enhance my education and earn a bachelors degree so that I can get a job that makes a good salary and that I get to do something exciting and interesting', '']",0
i am here so that i can enhance my education and earn a bachelors degree so that i can get a job that makes a good salary and that i get to do something exciting and interesting,"['I am here so that I can enhance my education and earn a bachelors degree so that I can get a job that makes a good salary and that I get to do something exciting and interesting', '']",1
"another reason is to why i'm here is because iím the first of my family to go to college, hence i'm trying to make them proud of what i'm trying to accomplish","['I am here so that I can enhance my education and earn a bachelors degree so that I can get a job that makes a good salary and that I get to do something exciting and interesting', '']",0
"it's crazy to me that i'm here in my second year already, about to start working harder and harder to get that degree","['I am here so that I can enhance my education and earn a bachelors degree so that I can get a job that makes a good salary and that I get to do something exciting and interesting', '']",0
"why i am here is a hard question for me to answer in a short 5-minute reflection but, i will summarize to the best of my ability","['I am here at San Fransisco State University to get my degree in business and take that degree to get my dream job', 'That dream job being a sports agent which, will then allow me to start my career and ultimately starting my next chapter in life']",0
i am here at san fransisco state university to get my degree in business and take that degree to get my dream job,"['I am here at San Fransisco State University to get my degree in business and take that degree to get my dream job', 'That dream job being a sports agent which, will then allow me to start my career and ultimately starting my next chapter in life']",1
"that dream job being a sports agent which, will then allow me to start my career and ultimately starting my next chapter in life","['I am here at San Fransisco State University to get my degree in business and take that degree to get my dream job', 'That dream job being a sports agent which, will then allow me to start my career and ultimately starting my next chapter in life']",1
being here has a profound effect on how my future is or could be,"['I am here at San Fransisco State University to get my degree in business and take that degree to get my dream job', 'That dream job being a sports agent which, will then allow me to start my career and ultimately starting my next chapter in life']",0
i am here in this astronomy lab because this is a stepping stone in the process of my main reason for being here,"['I am here at San Fransisco State University to get my degree in business and take that degree to get my dream job', 'That dream job being a sports agent which, will then allow me to start my career and ultimately starting my next chapter in life']",0
"although this class is a general education requirement the moon, stars, and space have always piqued my curiosity despite my lack of knowledge of the subject","['I am here at San Fransisco State University to get my degree in business and take that degree to get my dream job', 'That dream job being a sports agent which, will then allow me to start my career and ultimately starting my next chapter in life']",0
for the reasons i listed above and for more that do not come to mind right now that is why i am here,"['I am here at San Fransisco State University to get my degree in business and take that degree to get my dream job', 'That dream job being a sports agent which, will then allow me to start my career and ultimately starting my next chapter in life']",0
i am here in this class simply because it is a general education requirement,['My major is Cinematic arts and I plan to minor in animation in order to pursue my career goals in the creation of childrenís animated films'],0
"i do not plan to major or pursue the study of astronomy, but selected this lab because i took the astronomy intro class my freshman year with chris mccarthy",['My major is Cinematic arts and I plan to minor in animation in order to pursue my career goals in the creation of childrenís animated films'],0
"while the subject is very interesting, i do not have a passion for science at all",['My major is Cinematic arts and I plan to minor in animation in order to pursue my career goals in the creation of childrenís animated films'],0
my major is cinematic arts and i plan to minor in animation in order to pursue my career goals in the creation of childrenís animated films,['My major is Cinematic arts and I plan to minor in animation in order to pursue my career goals in the creation of childrenís animated films'],1
"i did not plan on attending sfsu because of the cost of living, but i ended up coming because it was the only university of 3 to accept me due to the fact that sdsu and csusm have become extremely competitive to get into for local students over the recent years",['My major is Cinematic arts and I plan to minor in animation in order to pursue my career goals in the creation of childrenís animated films'],0
"that being, i and extremely happy to be here and have grown to the city as much as my home city san diego in which i was born and raised",['My major is Cinematic arts and I plan to minor in animation in order to pursue my career goals in the creation of childrenís animated films'],0
"while the city definitely has its flaws, choosing to move here instead of staying at home to attend community college has been the best decision i have ever made",['My major is Cinematic arts and I plan to minor in animation in order to pursue my career goals in the creation of childrenís animated films'],0
the reason i am here is to learn about astronomy and also receive the required unit of a lab class,"[""I'm here in college right now to try and get a bachelors degree of some sort so I can have some kind of qualification or just an advantage while searching for a job in the future""]",0
i want to actually take the time to learn about this since it seems interesting to me,"[""I'm here in college right now to try and get a bachelors degree of some sort so I can have some kind of qualification or just an advantage while searching for a job in the future""]",0
i'm here in college right now to try and get a bachelors degree of some sort so i can have some kind of qualification or just an advantage while searching for a job in the future,"[""I'm here in college right now to try and get a bachelors degree of some sort so I can have some kind of qualification or just an advantage while searching for a job in the future""]",1
my goal is to be able to learn the things that i need to know for whatever future endeavors iíll have and iím hoping school could prepare me for that,"[""I'm here in college right now to try and get a bachelors degree of some sort so I can have some kind of qualification or just an advantage while searching for a job in the future""]",0
other then that iím still looking for an area or field that i like or that would be interesting,"[""I'm here in college right now to try and get a bachelors degree of some sort so I can have some kind of qualification or just an advantage while searching for a job in the future""]",0
i am here at sfsu to gain the knowledge and experience i need to succeed in life and in my future job,"['As of where I stand currently, I have been all the way through grade school and I by going to college here at SFSU I have chosen the path to pursue my education even further and get my degree']",1
"as of where i stand currently, i have been all the way through grade school and i by going to college here at sfsu i have chosen the path to pursue my education even further and get my degree","['As of where I stand currently, I have been all the way through grade school and I by going to college here at SFSU I have chosen the path to pursue my education even further and get my degree']",1
i am here because i want a successful life,"['As of where I stand currently, I have been all the way through grade school and I by going to college here at SFSU I have chosen the path to pursue my education even further and get my degree']",0
"for me, being successful means working hard to make what you want to achieve possible, and staying focused on whatever it takes to get to that point","['As of where I stand currently, I have been all the way through grade school and I by going to college here at SFSU I have chosen the path to pursue my education even further and get my degree']",0
"i am here because i am on that path towards my success, and i believe with my own efforts i can make it there","['As of where I stand currently, I have been all the way through grade school and I by going to college here at SFSU I have chosen the path to pursue my education even further and get my degree']",0
"life does seem to continue to throw obstacles my way, but i believe anything is possible when i try","['As of where I stand currently, I have been all the way through grade school and I by going to college here at SFSU I have chosen the path to pursue my education even further and get my degree']",0
"i am currently in my 2nd year, and i plan to have my 120 credits achieved by the end of my 4th year, in 2022","['As of where I stand currently, I have been all the way through grade school and I by going to college here at SFSU I have chosen the path to pursue my education even further and get my degree']",0
"from there on, i plan to gain work experience, and live on my own off of my future career","['As of where I stand currently, I have been all the way through grade school and I by going to college here at SFSU I have chosen the path to pursue my education even further and get my degree']",0
"all of this will be possible because of my success, and as of right now, i am on this path because i am here right now, looking forward into a brighter and better future","['As of where I stand currently, I have been all the way through grade school and I by going to college here at SFSU I have chosen the path to pursue my education even further and get my degree']",0
"i am a second year psychology major who is interested in becoming a childrenís behavior psychologist, but i am taking this course to satisfy my ge requirements",['I am a second year psychology major who is interested in becoming a childrenís behavior psychologist'],1
"when i entered this class i wasnít quite sure what to expect, but iíve always had an interest toward astronomy and figured i would enjoy it",['I am a second year psychology major who is interested in becoming a childrenís behavior psychologist'],0
"although there are some aspects i still find confusing iím enjoying it so far, as well as attending school away from home",['I am a second year psychology major who is interested in becoming a childrenís behavior psychologist'],0
i almost attended a city college after graduating high school †but my mom preferred me to attend school elsewhere,['I am a second year psychology major who is interested in becoming a childrenís behavior psychologist'],0
"iím honestly glad she did, i feel as though iíve gained more confidence and iíve found that i like being independent",['I am a second year psychology major who is interested in becoming a childrenís behavior psychologist'],0
"this semester i feel lucky that iím happy with all of my professors, i remember iíve had some not-so-pleasant experiences with some",['I am a second year psychology major who is interested in becoming a childrenís behavior psychologist'],0
iím here because i want to get my bachelors degree,['Iím here because I want to get my bachelors degree'],1
my parents would always tell me that iíd have more opportunities to get a job if iíd continue onto college,['Iím here because I want to get my bachelors degree'],0
right now iím in this class because it satisfies one of my ged requirements,['Iím here because I want to get my bachelors degree'],0
i want to learn more and get a better view and understanding if everything thatís around me,['Iím here because I want to get my bachelors degree'],0
i want to have more knowledge about everything,['Iím here because I want to get my bachelors degree'],0
for this astronomy class i took because i find it fascinating about whatís outside in space,['Iím here because I want to get my bachelors degree'],0
"i am here, because i need this class for a ge requirement",['I hope to obtain my bachelors degree in abnormal psychology and go on to grad school to get my masters in art therapy in order to become an art therapist for young children'],0
i hope to obtain my bachelors degree in abnormal psychology and go on to grad school to get my masters in art therapy in order to become an art therapist for young children,['I hope to obtain my bachelors degree in abnormal psychology and go on to grad school to get my masters in art therapy in order to become an art therapist for young children'],1
"i believe my purpose in life is to help people, and this is how i want to help people",['I hope to obtain my bachelors degree in abnormal psychology and go on to grad school to get my masters in art therapy in order to become an art therapist for young children'],0
i am here because the only thing i want fo be when i am older is successful,['I would like to get my masters in psychology and start my own practice'],0
i would like to get my masters in psychology and start my own practice,['I would like to get my masters in psychology and start my own practice'],1
my motivation lies in this city as for i donít think i could ever not live here,['I would like to get my masters in psychology and start my own practice'],0
although i want to travel all over the world,['I would like to get my masters in psychology and start my own practice'],0
the number one,['I would like to get my masters in psychology and start my own practice'],0
place on my list to travel in barcelona because i would love to try the food there and it seems so lively,['I would like to get my masters in psychology and start my own practice'],0
"second on my list is italy, once i get my hands on pasta from italy i can die a happy woman",['I would like to get my masters in psychology and start my own practice'],0
i have never left the country too which i hate because all of my friends have been to a bunch of different countries,['I would like to get my masters in psychology and start my own practice'],0
i donít even have my passport yet,['I would like to get my masters in psychology and start my own practice'],0
the only cool places i have been are hawaii and new orleans,['I would like to get my masters in psychology and start my own practice'],0
i am here attending this school is because i want to achieve a bachelors degree,['I am here attending this school is because I want to achieve a bachelors degree'],1
the reason i am taking astro is because i need the credit for my major to achieve the g-e requirements,['I am here attending this school is because I want to achieve a bachelors degree'],0
"i am currently attending astronomy 115 and attending this lab will help me with the further knowledge of astronomy, i have heard form people that this class is fun",['I am here attending this school is because I want to achieve a bachelors degree'],0
"another reason i am here is because when i was young, i have always been curious about the universe: how the galaxy, universe, earth, and we(people) revolve around",['I am here attending this school is because I want to achieve a bachelors degree'],0
i want to be able to learn and understand †more about what i observe over what i see everyday in the sky or even around me,['I am here attending this school is because I want to achieve a bachelors degree'],0
i feel that astronomy can be a way for me to expand my skills in the science field,['I am here attending this school is because I want to achieve a bachelors degree'],0
"so far, in this class i was able to understand in reading stars, constellation, etc",['I am here attending this school is because I want to achieve a bachelors degree'],0
the current basics,['I am here attending this school is because I want to achieve a bachelors degree'],0
i am here because i want to be as educated as possible,"['I am here to study Race and Resistance in the Ethnic Studies department', '', 'If I choose not to run for public office I may decide to do the paralegal program at state']",0
i believe getting an education at san francisco state is unique and can benefit me in the future,"['I am here to study Race and Resistance in the Ethnic Studies department', '', 'If I choose not to run for public office I may decide to do the paralegal program at state']",0
coming from southern california i wanted to go far from home but not out of the state,"['I am here to study Race and Resistance in the Ethnic Studies department', '', 'If I choose not to run for public office I may decide to do the paralegal program at state']",0
san francisco state has provided me with the opportunity to get a degree in a field i believe i could not find in other places,"['I am here to study Race and Resistance in the Ethnic Studies department', '', 'If I choose not to run for public office I may decide to do the paralegal program at state']",0
going into freshman year i was unsure about what kind of degree i wanted to pursue,"['I am here to study Race and Resistance in the Ethnic Studies department', '', 'If I choose not to run for public office I may decide to do the paralegal program at state']",0
it took until my junior year to finally make a decision,"['I am here to study Race and Resistance in the Ethnic Studies department', '', 'If I choose not to run for public office I may decide to do the paralegal program at state']",0
i am here to study race and resistance in the ethnic studies department,"['I am here to study Race and Resistance in the Ethnic Studies department', '', 'If I choose not to run for public office I may decide to do the paralegal program at state']",1
i am passionate and educated on the subject,"['I am here to study Race and Resistance in the Ethnic Studies department', '', 'If I choose not to run for public office I may decide to do the paralegal program at state']",0
i am in this astronomy class to fulfill a lower division requirement,"['I am here to study Race and Resistance in the Ethnic Studies department', '', 'If I choose not to run for public office I may decide to do the paralegal program at state']",0
i do value the importance of math and sciene but understanding it is much more difficult,"['I am here to study Race and Resistance in the Ethnic Studies department', '', 'If I choose not to run for public office I may decide to do the paralegal program at state']",0
i hope to graduate with my degree and run for public office,"['I am here to study Race and Resistance in the Ethnic Studies department', '', 'If I choose not to run for public office I may decide to do the paralegal program at state']",0
if i choose not to run for public office i may decide to do the paralegal program at state,"['I am here to study Race and Resistance in the Ethnic Studies department', '', 'If I choose not to run for public office I may decide to do the paralegal program at state']",1
astronomy is also interesting,"['I am here to study Race and Resistance in the Ethnic Studies department', '', 'If I choose not to run for public office I may decide to do the paralegal program at state']",0
why am i here,"['In order to become a licensed psychologist, I need to graduate from a university first', 'With a degree in psychology, I plan on becoming a mental health counselor']",0
i am here at san francisco state university in order to further my education,"['In order to become a licensed psychologist, I need to graduate from a university first', 'With a degree in psychology, I plan on becoming a mental health counselor']",0
in continuing my education i am preparing myself to pursue my career and have a good future,"['In order to become a licensed psychologist, I need to graduate from a university first', 'With a degree in psychology, I plan on becoming a mental health counselor']",0
"in order to become a licensed psychologist, i need to graduate from a university first","['In order to become a licensed psychologist, I need to graduate from a university first', 'With a degree in psychology, I plan on becoming a mental health counselor']",1
"with a degree in psychology, i plan on becoming a mental health counselor","['In order to become a licensed psychologist, I need to graduate from a university first', 'With a degree in psychology, I plan on becoming a mental health counselor']",1
i want to help break the stigma around mental health and ensure that everyone has the opportunity to receive the help they need and deserve,"['In order to become a licensed psychologist, I need to graduate from a university first', 'With a degree in psychology, I plan on becoming a mental health counselor']",0
i want to help both people struggling with mental disorders as well as people struggling with daily stresses,"['In order to become a licensed psychologist, I need to graduate from a university first', 'With a degree in psychology, I plan on becoming a mental health counselor']",0
"additionally, i hope that by going to college i am making my family proud","['In order to become a licensed psychologist, I need to graduate from a university first', 'With a degree in psychology, I plan on becoming a mental health counselor']",0
† i want to set an example for my younger siblings,"['In order to become a licensed psychologist, I need to graduate from a university first', 'With a degree in psychology, I plan on becoming a mental health counselor']",0
"i want them to see me working hard to achieve my goals, so they do the same","['In order to become a licensed psychologist, I need to graduate from a university first', 'With a degree in psychology, I plan on becoming a mental health counselor']",0
"as for my mother, i want her to see that all her sacrifices did not go to waste","['In order to become a licensed psychologist, I need to graduate from a university first', 'With a degree in psychology, I plan on becoming a mental health counselor']",0
why am i here,['I want to be able to say that I finished university and get my degree'],0
i find myself asking this question all the time,['I want to be able to say that I finished university and get my degree'],0
itís crazy to me that just a little bit more than a year ago i was living back home in los angeles with my family and then somehow ended up moving up to san francisco to attend university,['I want to be able to say that I finished university and get my degree'],0
i came up here because i wanted to have a new start in a different environment,['I want to be able to say that I finished university and get my degree'],0
san francisco was the farthest i was willing to go without actually being far,['I want to be able to say that I finished university and get my degree'],0
"however, sf is really different from la so there have been many times where i have contemplated going back to la and transferring to a community college but i look back and think that iím already here",['I want to be able to say that I finished university and get my degree'],0
i might as well finish doing what i came here to do,['I want to be able to say that I finished university and get my degree'],0
i want to be able to say that i finished university and get my degree,['I want to be able to say that I finished university and get my degree'],1
so yeah that's why i am here,['I want to be able to say that I finished university and get my degree'],0
"my dead donald,†as i write to you from the war i fear i may not return","['I hope to become a director or even an actor one day and make the big bucks', '']",0
i am here because i find astronomy interesting and excited to learn about space and stuff,"['I hope to become a director or even an actor one day and make the big bucks', '']",0
i think iím here because iím suppose to make a impact no matter how big or small on the people i come to interact with,"['I hope to become a director or even an actor one day and make the big bucks', '']",0
i believe everyone who comes into your life is there for a reason,"['I hope to become a director or even an actor one day and make the big bucks', '']",0
iím here because society is set up in a way that if you donít go to college and get a degree you cannot succeed,"['I hope to become a director or even an actor one day and make the big bucks', '']",0
however i do enjoy learning about stuff i am interested like astronomy and film,"['I hope to become a director or even an actor one day and make the big bucks', '']",0
i hope to become a director or even an actor one day and make the big bucks,"['I hope to become a director or even an actor one day and make the big bucks', '']",1
iím fascinated by movies/tv shows,"['I hope to become a director or even an actor one day and make the big bucks', '']",0
as i finish out this letter the war is becoming more gruesome and harsh,"['I hope to become a director or even an actor one day and make the big bucks', '']",0
my regiment pushes south at dawn,"['I hope to become a director or even an actor one day and make the big bucks', '']",0
i hope to see you soon one day,"['I hope to become a director or even an actor one day and make the big bucks', '']",0
iím here because i need this class for my general education,"[""I want to become a children's psychologist and this class is necessary to do so""]",0
i want to become a children's psychologist and this class is necessary to do so,"[""I want to become a children's psychologist and this class is necessary to do so""]",1
school is very rough for my major this semester so i donít feel too happy about my choice to postpone this class until now since it takes up so much time and isnít something relevant to my major,"[""I want to become a children's psychologist and this class is necessary to do so""]",0
i love school and the work it encompasses but donít like feeling like i am wasting time that i could be using doing something more productive,"[""I want to become a children's psychologist and this class is necessary to do so""]",0
i am here because i want to fulfill all of my ge requirements,"['I want to get a job in the film industry', 'Iím not really sure what part of it though', 'I was thinking a director, editor, or producer']",0
i want to finally start my major classes,"['I want to get a job in the film industry', 'Iím not really sure what part of it though', 'I was thinking a director, editor, or producer']",0
iíve been behind on that,"['I want to get a job in the film industry', 'Iím not really sure what part of it though', 'I was thinking a director, editor, or producer']",0
i want to get my degree get a good paying job and be financially stable for my future,"['I want to get a job in the film industry', 'Iím not really sure what part of it though', 'I was thinking a director, editor, or producer']",0
i want to be able to help my family out with paying bills and stuff,"['I want to get a job in the film industry', 'Iím not really sure what part of it though', 'I was thinking a director, editor, or producer']",0
i want to get a job in the film industry,"['I want to get a job in the film industry', 'Iím not really sure what part of it though', 'I was thinking a director, editor, or producer']",1
iím not really sure what part of it though,"['I want to get a job in the film industry', 'Iím not really sure what part of it though', 'I was thinking a director, editor, or producer']",1
"i was thinking a director, editor, or producer","['I want to get a job in the film industry', 'Iím not really sure what part of it though', 'I was thinking a director, editor, or producer']",1
i want to show the world my own ideas and make it into a film,"['I want to get a job in the film industry', 'Iím not really sure what part of it though', 'I was thinking a director, editor, or producer']",0
iím here beside i want to graduate and make an impact on peopleís lives with an inspirational movie or an iconic quote that i come up with,"['I want to get a job in the film industry', 'Iím not really sure what part of it though', 'I was thinking a director, editor, or producer']",1
i also am here to be smart and finish my degree,"['I want to get a job in the film industry', 'Iím not really sure what part of it though', 'I was thinking a director, editor, or producer']",0
i chose sfsu because i wanted to be close to my family and not have to commune all the way across the city,"['I want to get a job in the film industry', 'Iím not really sure what part of it though', 'I was thinking a director, editor, or producer']",0
i am here because i want to expand my understanding of the world so that i am capable of impacting it in some way,"['Hopefully, this will lead me to a career in international politics that is as fulfilling as it is impactful']",0
"by taking classes and ultimately earning a degree, i am empowering myself to be able to think critically about the issues we face and find ways to change that reality","['Hopefully, this will lead me to a career in international politics that is as fulfilling as it is impactful']",0
"hopefully, this will lead me to a career in international politics that is as fulfilling as it is impactful","['Hopefully, this will lead me to a career in international politics that is as fulfilling as it is impactful']",1
"i do not know what exactly that career will look like or what i will become the most passionate about, but for the time being, i am here to learn","['Hopefully, this will lead me to a career in international politics that is as fulfilling as it is impactful']",0
educations is a powerful tool that is not available to everyone and i am here to take advantage of that opportunity and use it to reach my full potential as an individual,"['Hopefully, this will lead me to a career in international politics that is as fulfilling as it is impactful']",0
"in this sense, i am here to become a better, more empathetic, more knowledgeable person","['Hopefully, this will lead me to a career in international politics that is as fulfilling as it is impactful']",0
i am here because i would like to learn more about astronomy,"['A greater essence of why Iím here would be because I would like to receive my degree in accounting', 'I would also like to use the experience Iíve gained with that degree to take the CPA a exam and become a CPA Auditor']",0
"i love to learn about the planets, stars, and the whole outerspace","['A greater essence of why Iím here would be because I would like to receive my degree in accounting', 'I would also like to use the experience Iíve gained with that degree to take the CPA a exam and become a CPA Auditor']",0
i am also here because of my lab ge requirement course,"['A greater essence of why Iím here would be because I would like to receive my degree in accounting', 'I would also like to use the experience Iíve gained with that degree to take the CPA a exam and become a CPA Auditor']",0
a greater essence of why iím here would be because i would like to receive my degree in accounting,"['A greater essence of why Iím here would be because I would like to receive my degree in accounting', 'I would also like to use the experience Iíve gained with that degree to take the CPA a exam and become a CPA Auditor']",1
i would also like to use the experience iíve gained with that degree to take the cpa a exam and become a cpa auditor,"['A greater essence of why Iím here would be because I would like to receive my degree in accounting', 'I would also like to use the experience Iíve gained with that degree to take the CPA a exam and become a CPA Auditor']",1
