Alma ID,Essay: Why I am here?,Navigational
F19.ASTR116.03.16,"I'm taking astronomy because I realized animal diversity didn't have a lab. I am a little interested in astronomy so I thought I'd give it a try. Turns out I'm not as interested and my last lab teacher did not make the class interesting nor was he helpful when I was struggling to understand certain things. So then I thought I could take textiles lab and that it would count for my GE requirements. Turns out that, that class also did not count for my lower division GEs so here I am taking astronomy lab. Luckily, the lab professor I have currently is very helpful and I don't mind staying later to get help and understand things from her. I'm thankful that I don't need to stress so much for not understanding the materials or stressing about not getting help. I also came to SFSU because of the Apparel Design major and am really loving it and learning so much in this major.","Turns out I'm not as interested and my last lab teacher did not make the class interesting nor was he helpful when I was struggling to understand certain things. So then I thought I could take textiles lab and that it would count for my GE requirements. Turns out that, that class also did not count for my lower division GEs so here I am taking astronomy lab. Luckily, the lab professor I have currently is very helpful and I don't mind staying later to get help and understand things from her."
F19.ASTR116.03.17,"Why I am here is a hard question for me to answer in a short 5-minute reflection but, I will summarize to the best of my ability. I am here at San Fransisco State University to get my degree in business and take that degree to get my dream job. That dream job being a sports agent which, will then allow me to start my career and ultimately starting my next chapter in life. Being here has a profound effect on how my future is or could be. I am here in this astronomy lab because this is a stepping stone in the process of my main reason for being here. Although this class is a General Education requirement the moon, stars, and space have always piqued my curiosity despite my lack of knowledge of the subject. For the reasons I listed above and for more that do not come to mind right now that is why I am here.","I am here at San Fransisco State University to get my degree in business and take that degree to get my dream job. That dream job being a sports agent which, will then allow me to start my career and ultimately starting my next chapter in life. /%/ I am here in this astronomy lab because this is a stepping stone in the process of my main reason for being here."
F19.ASTR116.03.18,"I am here to complete my lab requirements but I specifically chose this lab out of all the rest because I am majoring in astronomy so i have some background knowledge to some of the materials. In addition to this I took the astronomy class two semesters ago and I really enjoyed learning about the new things that are space related so I wanted to take the lab to expand my knowledge even further. Another reason why I took this class if I am being honest is because since this class deals with my major, I know some things about astronomy so i thought it would be the easiest lab class to take. The last reason why I am here is because I am debating on if I should switch my major or not so i wanted to take the lab and see if this is the direction I want to take.†","I am here to complete my lab requirements but I specifically chose this lab out of all the rest because I am majoring in astronomy so i have some background knowledge to some of the materials. In addition to this I took the astronomy class two semesters ago and I really enjoyed learning about the new things that are space related so I wanted to take the lab to expand my knowledge even further. Another reason why I took this class if I am being honest is because since this class deals with my major, I know some things about astronomy so i thought it would be the easiest lab class to take. The last reason why I am here is because I am debating on if I should switch my major or not so i wanted to take the lab and see if this is the direction I want to take.†"
F19.ASTR116.03.19,"I am here in this class simply because it is a general education requirement. I do not plan to major or pursue the study of astronomy, but selected this lab because I took the astronomy intro class my freshman year with Chris McCarthy. While the subject is very interesting, I do not have a passion for science at all. My major is Cinematic arts and I plan to minor in animation in order to pursue my career goals in the creation of childrenís animated films. I did not plan on attending SFSU because of the cost of living, but I ended up coming because it was the only university of 3 to accept me due to the fact that SDSU and CSUSM have become extremely competitive to get into for local students over the recent years. That being, I and extremely happy to be here and have grown to the city as much as my home city San Diego in which I was born and raised. While the city definitely has its flaws, choosing to move here instead of staying at home to attend community college has been the best decision I have ever made.",I am here in this class simply because it is a general education requirement./%/My major is Cinematic arts and I plan to minor in animation in order to pursue my career goals in the creation of childrenís animated films.
F19.ASTR116.03.20,"I am here because this is the only lab class that would fit into my schedule and is not on a Friday. I am a student athlete and I also work so this class being once a week and on a Wednesday was super convenient for me. I also took astronomy 115 last semester and received a decent grade on it so I thought this class wouldn't be too bad. I am excited to go to the planetarium by myself and look at the stars. Having severe anxiety, I learned this is one thing that can calm me down. Also when I signed up for astronomy I thought we would be learning a little bit about our horoscope signs but we did not but I still found the class interesting. It is cool to know the different phases of the moon and how to easily find the stars in the sky. I like to work on the labs together with my lab partners, it makes things a little bit easier.",I am here because this is the only lab class that would fit into my schedule and is not on a Friday. I am a student athlete and I also work so this class being once a week and on a Wednesday was super convenient for me. I also took astronomy 115 last semester and received a decent grade on it so I thought this class wouldn't be too bad.
F19.ASTR116.03.21,"The reason I am here at SF state was, at first, confusing. At first, I thought that I was here because I had to be here. Not because I wanted too. But as the school year went on, I discovered things about college and about myself and thought, ìmaybe thereís more to just going to class and taking naps.î That was my thinking for the first semester of my freshmen year here at SF state. The second semester was very laid back, and not in a good way. I took classes that were relatively easy but still managed to get a D and one C. You would think that if your classes are easy, you would ace all of them right? No, the second semester I did not have a realistic grip on what my responsibilities were at school, and out of school ( work, money, household chores, friends, girlfriend ) and how to put them all together. So with the personal pressures and college pressures mixed together, I found myself swamped and less motivated to get through the school year. Cut to the current day, my sophomore year standing, I was able to step back and see the bigger picture. I was able to see that not only am I here in college† to make money, but also to establish myself as an adult. I needed, and I stress needed, to learn how to manage my time, personal time, and find my motivation to get through these school days and finish this degree. My motivation includes money, family and specifically my mother. For money, I just think to myself ì Iím not gonna miss any class because I am paying damn near 3500 dollars for this.' For my family, I always think ' I AM going to make enough money to support them.' Lastly for my mother, I think 'I AM going to make her proud.' Considering all of these reasons. The reason I am here is because I want to make my mom proud, to support my family and because I am not paying 3500 to miss any classes.","The reason I am here at SF state was, at first, confusing. At first, I thought that I was here because I had to be here. Not because I wanted too. But as the school year went on, I discovered things about college and about myself and thought, ìmaybe thereís more to just going to class and taking naps.î  /-/ Cut to the current day, my sophomore year standing, I was able to step back and see the bigger picture. I was able to see that not only am I here in college† to make money, but also to establish myself as an adult. I needed, and I stress needed, to learn how to manage my time, personal time, and find my motivation to get through these school days and finish this degree. "
F19.ASTR116.03.22,"The reason I am here in this class is because I want to learn about astronomy and the outer universe. At first I took this class only to fulfill my general education, but I am seeming to enjoy this class. It is so intriguing to learn about something greater than myself. There are whole other worlds out there and I feel so small just on this one. It is also really humbling to learn about outer space. We see humans destruction of the planet and how useless humans are in this grand universe. The amount of money, houses, beauty one has cannot compare to the stars in the sky. Everything is so material and tiny on earth, and we need to remind ourselves we are not the only one. Humans are not properly taking care of this earth and that needs to be changed. We are here for a purpose and to live with the earth and not to take the earth for profit. Imagine what humans could continue to do if we advance our technology. Progress is hell. We can destroy the whole universe if we are only destroying our own home.",At first I took this class only to fulfill my general education
F19.ASTR116.03.23,The reason I am here is to learn about astronomy and also receive the required unit of a lab class. I want to actually take the time to learn about this since it seems interesting to me. I'm here in college right now to try and get a bachelors degree of some sort so I can have some kind of qualification or just an advantage while searching for a job in the future. My goal is to be able to learn the things that I need to know for whatever future endeavors Iíll have and Iím hoping school could prepare me for that. Other then that Iím still looking for an area or field that I like or that would be interesting.,The reason I am here is to learn about astronomy and also receive the required unit of a lab class. /%/ I'm here in college right now to try and get a bachelors degree of some sort so I can have some kind of qualification or just an advantage while searching for a job in the future. My goal is to be able to learn the things that I need to know for whatever future endeavors Iíll have and Iím hoping school could prepare me for that. Other then that Iím still looking for an area or field that I like or that would be interesting.
F19.ASTR116.03.24,"I am here at SFSU to gain the knowledge and experience I need to succeed in life and in my future job. As of where I stand currently, I have been all the way through grade school and I by going to college here at SFSU I have chosen the path to pursue my education even further and get my degree. I am here because I want a successful life. For me, being successful means working hard to make what you want to achieve possible, and staying focused on whatever it takes to get to that point. I am here because I am on that path towards my success, and I believe with my own efforts I can make it there. Life does seem to continue to throw obstacles my way, but I believe anything is possible when I try. I am currently in my 2nd year, and I plan to have my 120 credits achieved by the end of my 4th year, in 2022. From there on, I plan to gain work experience, and live on my own off of my future career. All of this will be possible because of my success, and as of right now, I am on this path because I am here right now, looking forward into a brighter and better future."," As of where I stand currently, I have been all the way through grade school and I by going to college here at SFSU I have chosen the path to pursue my education even further and get my degree. /%/ I am currently in my 2nd year, and I plan to have my 120 credits achieved by the end of my 4th year, in 2022. From there on, I plan to gain work experience, and live on my own off of my future career. All of this will be possible because of my success, and as of right now, I am on this path because I am here right now, looking forward into a brighter and better future."
F19.ASTR116.06.01,"Iím here in the Astronomy 116 class because of all the general education lab choices, Astronomy piqued my interest the most. Iíve always found stars and galaxies to be fascinating and never understood the complexity behind them. When I was younger, my sister introduced ìastrologyî to me, and I thought that Astronomy was the exact same thing. Being in this class has taught me that theyíre very different concepts. I never knew about the constellation called Ophiuchus before taking Astronomy 116. I also learned a lot more things throughout the course, such as what the Big Dipper is, where Polaris is, and even how to observe the stars at night and use a compass to see which direction Iím in and what the altitude is. It was hard for me to tell which constellation I was seeing in the sky, so I hope to get more practice using the Night Sky tool in future labs.","Iím here in the Astronomy 116 class because of all the general education lab choices, Astronomy piqued my interest the most. Iíve always found stars and galaxies to be fascinating and never understood the complexity behind them. When I was younger, my sister introduced ìastrologyî to me, and I thought that Astronomy was the exact same thing. Being in this class has taught me that theyíre very different concepts"
F19.ASTR116.06.02,"Why am I here?I am here because I need to fulfill my general requirements in order to graduate. Although I am†a Finance major, I find astronomy to be a very interesting subject. I do believe there are worlds among us and perhaps other life in space. I find it fascinating to learn how the moon and the solar system actually works and how Earth orbits. Furthermore, I always had a dream to be an astronaut to see with my own eyes how Earth really looks like and how is it like in space, even though I know it is not so easy to become one. I am mainly here once a week trying to learn something new but mainly finish my general requirement. Itís interesting to know how other planets are different than Earth. How we are trying to find life.",I am here because I need to fulfill my general requirements in order to graduate
F19.ASTR116.06.03,"I am a second year psychology major who is interested in becoming a childrenís behavior psychologist, but I am taking this course to satisfy my GE requirements. When I entered this class I wasnít quite sure what to expect, but Iíve always had an interest toward Astronomy and figured I would enjoy it. Although there are some aspects I still find confusing Iím enjoying it so far, as well as attending school away from home. I almost attended a city college after graduating high school †but my mom preferred me to attend school elsewhere. Iím honestly glad she did, I feel as though Iíve gained more confidence and Iíve found that I like being independent. This semester I feel lucky that Iím happy with all of my professors, I remember Iíve had some not-so-pleasant experiences with some.†","I am a second year psychology major who is interested in becoming a childrenís behavior psychologist, but I am taking this course to satisfy my GE requirements."
F19.ASTR116.06.04,Iím here because I want to get my bachelors degree. My parents would always tell me that Iíd have more opportunities to get a job if Iíd continue onto college. Right now Iím in this class because it satisfies one of my GED requirements. I want to learn more and get a better view and understanding if everything thatís around me. I want to have more knowledge about everything. For this astronomy class I took because I find it fascinating about whatís outside in space.†,Right now Iím in this class because it satisfies one of my GED requirements.
F19.ASTR116.06.05,"I am here, because I need this class for a GE requirement. I hope to obtain my bachelors degree in abnormal psychology and go on to grad school to get my masters in art therapy in order to become an art therapist for young children. I believe my purpose in life is to help people, and this is how I want to help people.","I am here, because I need this class for a GE requirement. I hope to obtain my bachelors degree in abnormal psychology and go on to grad school to get my masters in art therapy in order to become an art therapist for young children."
F19.ASTR116.06.06,"I am here because the only thing i want fo be when i am older is successful. I would like to get my masters in psychology and start my own practice. My motivation lies in this city as for I donít think i could ever not live here. Although i want to travel all over the world. The number one. place on my list to travel in Barcelona because i would love to try the food there and it seems so lively. Second on my list is Italy, once i get my hands on pasta from italy I can die a happy woman. I have never left the country too which i hate because all of my friends have been to a bunch of different countries. I donít even have my passport yet. The only cool places i have been are hawaii and new orleans.†",I would like to get my masters in psychology and start my own practice.
F19.ASTR116.06.07,"I am here attending this school is because I want to achieve a bachelors degree. The reason I am taking Astro is because I need the credit for my major to achieve the G-E requirements. I am currently attending Astronomy 115 and attending this lab will help me with the further knowledge of astronomy, I have heard form people that this class is fun. Another reason I am here is because when I was young, I have always been curious about the universe: how the galaxy, universe, earth, and we(people) revolve around. I want to be able to learn and understand †more about what i observe over what I see everyday in the sky or even around me. I feel that astronomy can be a way for me to expand my skills in the science field. So far, in this class I was able to understand in reading stars, constellation, etc. the current basics.",The reason I am taking Astro is because I need the credit for my major to achieve the G-E requirements.
F19.ASTR116.06.08,I am here because I want to be as educated as possible. I believe getting an education at san francisco state is unique and can benefit me in the future. Coming from southern california I wanted to go far from home but not out of the state. San Francisco State has provided me with the opportunity to get a degree in a field I believe I could not find in other places. Going into Freshman year I was unsure about what kind of degree i wanted to pursue. It took until my junior year to finally make a decision. I am here to study Race and Resistance in the Ethnic Studies department. I am passionate and educated on the subject. I am in this astronomy class to fulfill a lower division requirement. I do value the importance of math and sciene but understanding it is much more difficult. I hope to graduate with my degree and run for public office. If I choose not to run for public office I may decide to do the paralegal program at state. Astronomy is also interesting.†,I am in this astronomy class to fulfill a lower division requirement. I hope to graduate with my degree and run for public office. If I choose not to run for public office I may decide to do the paralegal program at state.
F19.ASTR116.06.09,"I donít know why Iím here. Things kinda suck but itíll pass I guess. Hopefully I can find a purpose but as of now Iím not so sure what it is. My whole life i wanted to work with animals but as i grew up i realized that that isnít something iíll be able to pursue because i have a weak stomach. Once i realized this, i felt like i had no idea what i wanted to do, i still feel like i donít but i have a bit of an idea. Iím stuck between two career paths, research psychology and research biology but i don't know how or if i could do both. Ideally iíd want to do both just so i didnít have to choose but iíll probably end up having to choose anyway which is stressful. Right now iím majoring in biology but i havenít started my major classes because i donít know if i want to switch or not so it feels like iím kind of just wasting time only taking GE classes. Weíll see what happens. Hope for the best for me, please. Iím gonna need as much help as i can get!†","My whole life i wanted to work with animals but as i grew up i realized that that isnít something iíll be able to pursue because i have a weak stomach. Once i realized this, i felt like i had no idea what i wanted to do, i still feel like i donít but i have a bit of an idea. Iím stuck between two career paths, research psychology and research biology but i don't know how or if i could do both. Ideally iíd want to do both just so i didnít have to choose but iíll probably end up having to choose anyway which is stressful. Right now iím majoring in biology but i havenít started my major classes because i donít know if i want to switch or not so it feels like iím kind of just wasting time only taking GE classes. Weíll see what happens. "
F19.ASTR116.06.10,"Why am I here?I am here at San Francisco State University in order to further my education. In continuing my education I am preparing myself to pursue my career and have a good future. In order to become a licensed psychologist, I need to graduate from a university first. With a degree in psychology, I plan on becoming a mental health counselor. I want to help break the stigma around mental health and ensure that everyone has the opportunity to receive the help they need and deserve. I want to help both people struggling with mental disorders as well as people struggling with daily stresses. Additionally, I hope that by going to college I am making my family proud.† I want to set an example for my younger siblings. I want them to see me working hard to achieve my goals, so they do the same. As for my mother, I want her to see that all her sacrifices did not go to waste.†","In continuing my education I am preparing myself to pursue my career and have a good future. In order to become a licensed psychologist, I need to graduate from a university first. With a degree in psychology, I plan on becoming a mental health counselor."
F19.ASTR116.06.11,"Iím here to technically satisfy my lab points for graduation but itís also a subject I like, which is a bonus when it comes to taking any course. Iíve been in school for a little too long so Iím hoping that my general shortcomings donít impact this last semester in terms of engaging with the class or absorbing the material. Thereís a bit of resentment because itís a lower division course that Iím having to take on some mixups between my transfers from a previous school but itís not really targeted at anyone in particular besides educational administration. Iím actually enjoying the course all that said otherwise, hopefully itíll stay on that level for the rest of the semester.",Iím here to technically satisfy my lab points for graduation
F19.ASTR116.06.12,"Why am I here? Because I need to take this lab I order to finish up all of my GEs as soon as possible. Iím also a big fan of the universe and have lots of curiosity towards why earth does what it does and how this so called ìBig Bangî created all of life. Iím also a big fan of quantum physics as I love learning it all on my own. Itís interesting how deep you can go to ask questions. Like, why is the sky blue? Why does it have clouds? Which molecules are present in the sky? Is it made out of the same atoms, molecules, and particles that asteroids are made out of? That Mars is made out of? The list just keeps going and I understand that there should never be a perfect solution to everything. In addition to why I am here, itís because this lab interest me the most compared to any other lab, I have no experience nor did anyone told me the difficulty. It was all done based off my curiosity as mentioned before.",Why am I here? Because I need to take this lab I order to finish up all of my GEs as soon as possible. I
F19.ASTR116.06.13,"Why am I here? I find myself asking this question all the time. Itís crazy to me that just a little bit more than a year ago I was living back home in Los Angeles with my family and then somehow ended up moving up to San Francisco to attend university. I came up here because I wanted to have a new start in a different environment. San Francisco was the farthest I was willing to go without actually being far. However, SF is really different from LA so there have been many times where I have contemplated going back to LA and transferring to a community college but I look back and think that Iím already here. I might as well finish doing what I came here to do. I want to be able to say that I finished university and get my degree. So yeah that's why I am here.",Itís crazy to me that just a little bit more than a year ago I was living back home in Los Angeles with my family and then somehow ended up moving up to San Francisco to attend university. I came up here because I wanted to have a new start in a different environment. San Francisco was the farthest I was willing to go without actually being far.
F19.ASTR116.06.15,"I am here because I genuinely loved my astronomy class last school year and I did not want to take a lab for biology, so I chose to continue with astronomy lab. I did not think it was going to be as hard as it was but I am still here nonetheless. All I want is to pass the class so that I can get the GE requirement out of the way and continue on with my graduation progress.†",All I want is to pass the class so that I can get the GE requirement out of the way and continue on with my graduation progress.
F19.ASTR116.06.18,Iím here because I need this class for my General Education. I want to become a children's psychologist and this class is necessary to do so. School is very rough for my major this semester so I donít feel too happy about my choice to postpone this class until now since it takes up so much time and isnít something relevant to my major. I love school and the work it encompasses but donít like feeling like I am wasting time that I could be using doing something more productive.†,Iím here because I need this class for my General Education. I want to become a children's psychologist and this class is necessary to do so.
F19.ASTR116.06.19,"I am here because I want to fulfill all of my GE requirements. I want to finally start my major classes. Iíve been behind on that. I want to get my degree get a good paying job and be financially stable for my future. I want to be able to help my family out with paying bills and stuff. I want to get a job in the film industry. Iím not really sure what part of it though. I was thinking a director, editor, or producer. I want to show the world my own ideas and make it into a film. Iím here beside I want to graduate and make an impact on peopleís lives with an inspirational movie or an iconic quote that I come up with. I also am here to be smart and finish my degree. I chose SFSU because I wanted to be close to my family and not have to commune all the way across the city.",I am here because I want to fulfill all of my GE requirements. 
F19.ASTR116.06.21,"first of all, i am attending to this class to get credit for GE so that i can graduate sfsu for this semester. Secondly, i am curious about astronomy. i would like to learn about stars, planet, sun, and moon. i took astronomy class theory but i wanna see how could i apply theory to this class. i also have chances to observe realistically from the class about the  earth, univers, stars , galaxy, and so on. i would like to apply how can i find places and how can i find bigger deepper or brights stars from this class. there are a bunch of experimentals from this lab class. i'm very impressive with learning moon †phases. I like learning, studying, thinking, doing , and participating to job work. it does not matter with me to do all assignment to gain better and better atmostphere of the class. I like the way class does. I hope i would like a lot from this class.","first of all, i am attending to this class to get credit for GE so that i can graduate sfsu for this semester"
F19.ASTR116.06.22,"I am here because I need lab credits and I have always been fascinated by astronomy. I also took an astronomy class last year and I enjoyed taking that class. I get to learn a bit more on the mechanics of how we measure time relative to us and get a better understanding of how far we are from another celestial body. Learning all of these ideas and concepts really shows how small we are. Regardless, I want to be in this class because astronomy is a fun class for me.",I am here because I need lab credits and I have always been fascinated by astronomy. I also took an astronomy class last year and I enjoyed taking that class.
F19.ASTR116.10.02,"I got to SFSU for my passion for filmmaking. I ended up choosing this school because of the affordability and location. I believe I was able to achieve the creation of many paths for myself through my passion, dedication and hard work to the art of filmmaking. I believe I am in San Francisco for many reasons. Firstly, I needed to be able to flourish by myself away from home as a young adult. Secondly, I think there are a lot of opportunities in the main parts of the city for my career choice. Additionally, I believe everything happens for a reason (in an atheist approach) and I was brought to the city to be able to discover different elements of my own changing character. I'm not sure how long I'll be in San Francisco or this school but I believe right now, this is the right choice for me and my character.","I got to SFSU for my passion for filmmaking. I ended up choosing this school because of the affordability and location. I believe I was able to achieve the creation of many paths for myself through my passion, dedication and hard work to the art of filmmaking. "
F19.ASTR116.10.03,"I am here because I want to expand my understanding of the world so that I am capable of impacting it in some way. By taking classes and ultimately earning a degree, I am empowering myself to be able to think critically about the issues we face and find ways to change that reality. Hopefully, this will lead me to a career in international politics that is as fulfilling as it is impactful. I do not know what exactly that career will look like or what I will become the most passionate about, but for the time being, I am here to learn. Educations is a powerful tool that is not available to everyone and I am here to take advantage of that opportunity and use it to reach my full potential as an individual. In this sense, I am here to become a better, more empathetic, more knowledgeable person.","By taking classes and ultimately earning a degree, I am empowering myself to be able to think critically about the issues we face and find ways to change that reality. Hopefully, this will lead me to a career in international politics that is as fulfilling as it is impactful."
F19.ASTR116.10.04,"I am here because I would like to learn more about Astronomy. I love to learn about the planets, stars, and the whole outerspace. I am also here because of my Lab GE requirement course. A greater essence of why Iím here would be because I would like to receive my degree in accounting. I would also like to use the experience Iíve gained with that degree to take the CPA a exam and become a CPA Auditor. Another reason I am here right now is because of my parents. They sacrificed everything in their life to make sure I went to college and I am grateful for that. I am specifically in this astronomy lab class because my schedule wouldnít allow for a different class that would not be on Friday.",I am also here because of my Lab GE requirement course. A greater essence of why Iím here would be because I would like to receive my degree in accounting. I would also like to use the experience Iíve gained with that degree to take the CPA a exam and become a CPA Auditor.
F19.ASTR116.10.06,"Iím here to understand how astronomy mean to my life in general, and also this is part of my GE class that I needed to fulfill in order to get enough credit to graduate. And I got my good friend Here taking the class together which means it more enjoyable†",this is part of my GE class that I needed to fulfill in order to get enough credit to graduate.
F19.ASTR116.10.08,Iím here because I needed a lab class and space has always been something I found very interesting. I donít want to pursue this as my major but I like to learn a little bit about it cus I find it to be mind blowing some of the stuff space can do. I used to watch a lot of YouTube videos about space and how crazy things can be in outer space compare to earth.†,Iím here because I needed a lab class and space has always been something I found very interesting. 
F19.ASTR116.10.09,"I am here because sfsu requires a science lab class but that doesnít mean I am not interested in astronomy. Iíve always tried to take the class but being a popular GE class, it was hard. I was to pass and do well in this class even though I know nothing about science and my past experiences with science classes have been bad. Science is my weakest subject. It really scares me. But I need the class and I will do my best to complete it although learning science stresses me out so much.","I am here because sfsu requires a science lab class but that doesnít mean I am not interested in astronomy. Iíve always tried to take the class but being a popular GE class, it was hard."
F19.ASTR116.10.11,"I am here because I want to get my education in order to fulfill my dreams. I decided to come to SF State because my sister went here about 8 years ago and she told me what a great school it is. I also know that San Francisco is a great equal place with great opportunities and I feel like itís a place to make yourself. I am glad I decided to go to SF State because I do not know what I want to pursue and major in, and San Francisco is a great place to experiment and find yourself and what you like to do. I am also experimenting with the several classes SFSU has to offer until I find what I love.","I decided to come to SF State because my sister went here about 8 years ago and she told me what a great school it is. I also know that San Francisco is a great equal place with great opportunities and I feel like itís a place to make yourself. I am glad I decided to go to SF State because I do not know what I want to pursue and major in, and San Francisco is a great place to experiment and find yourself and what you like to do. I am also experimenting with the several classes SFSU has to offer until I find what I love."
F19.ASTR116.10.12,"Why Am I Here?  I am taking this course because I want to finish off my general education requirements. I enjoy taking this lab majority of the time while at other moments it seems frustrating but thatís only because I am learning. I never thought I would be taking an Astronomy class, but here I am, and it Is extremely interesting. I am taking the regular fifty-minute class Monday through Friday right before this class time. The whole idea of how the earth rotates around the sun psyches me out a little because how the hell did we really get here? What is all of our purpose? Could this really just be a dream and the galaxy that we live in is just made up and the rock that supports our life really isnít a rock at all but rather a dream? What happens to us when we pass away yes, our body decomposes but what happens to our conscious state? Do we just die off like stars do? I have so many questions that I hope get answered but majority of them that I am asking do not have a a solution to them.",I am taking this course because I want to finish off my general education requirements
F19.ASTR116.10.16,I am here to finish my GE prerequisites so I can finally graduate and start paying of my loans. I look forward to teaching history at the high school level for the first few years out of school while a pursue a law degree so I can eventually go into politics at some level. To be honest I am really just taking this class to graduate and itís been a couple of years at least since I took my astronomy class so remembering all of that info has been alittle hard. I also have had sleeping problems for the past year or so and I have been trying to work on myself mentally and physically because thereís a lot I need to fix.†,I am here to finish my GE prerequisites so I can finally graduate and start paying of my loans. I look forward to teaching history at the high school level for the first few years out of school while a pursue a law degree so I can eventually go into politics at some level.
F19.ASTR116.10.19,I am here because itís a general Ed class. I donít believe this will impact or really have too much to do with my major besides the actual science of this class which in which many Galaxies are found as precisely as possible by theory and experiments and models and knowledge we get from earth / outer space which is relative to the way people think and or come to solution. Taking this class will help me finish my BA which will get me to a masters program and eventually phd which will hopefully be in double major of psychology and child development and minors in Jewish studies and Cwl. I donít think I like astronomy as much really any science except for biology and chemistry as they focus more on our bodies/are relevant to the human bodies/experience. I only have 2 maybe 1 1/2 more years. So this is halfway through my Ba,I am here because itís a general Ed class. /%/ Taking this class will help me finish my BA which will get me to a masters program and eventually phd which will hopefully be in double major of psychology and child development and minors in Jewish studies and Cwl.
F19.ASTR116.10.20,"I am here because I want to expand my wealth of knowledge. Iím taking astronomy because I needed a lab for my undergraduate requirements. I had found astronomy interesting when I took it as a lecture class last semester, and now I find my self in a difficult positions because of the math aspect of astronomy. Iím not interested in the math aspect but when we talk about the stars and galaxies I find myself more into the conversation rather than a conversation that determines the longitude and latitude of where a stick figure person might be. I recognize that before I started this lab that there was going to be some math involved but i wanted to try something I would have not choose as my first option. That is why I am here today. To step out of my comfort zone and indulge myself into the unknown of astronomy†",Iím taking astronomy because I needed a lab for my undergraduate requirements
F19.ASTR116.10.23,"I am here so that I can attain my bachelors in cinema and accomplish my mission of becoming a screenwriter/director. I intend to reach my goal no matter what, but first I need to finish all of my prerequisites in order to get to my cinema classes. I screwed up a bit during my first year here, but I intend to make up for it with hard work and getting results.†","I am here so that I can attain my bachelors in cinema and accomplish my mission of becoming a screenwriter/director. I intend to reach my goal no matter what, but first I need to finish all of my prerequisites in order to get to my cinema classes."
pilot_study_04,"I am here to figure out what I want to do with my life. College is expected to move forth in a career. I have enjoyed my time at SFSU and have learned a lot. I hope to keep learning and continue to discover new things about myself but also why I am here, why I want to succeed and why I want to do my best in everything I set out.",I am here to figure out what I want to do with my life. College is expected to move forth in a career.
pilot_study_17,I'm at San Francisco State University because I want to get an education to pusue the career I want to go for at the same time staying close to my family. This class for me is a review at the same time finding my purpose in science and my future career as a PT.,I'm at San Francisco State University because I want to get an education to pusue the career I want to go for at the same time staying close to my family. /%/ This class for me is a review at the same time finding my purpose in science and my future career as a PT.
S18.W2.333.01.03,I am here because this class is included in the pathway to my goal.,I am here because this class is included in the pathway to my goal.
S18.W2.333.01.05,"I am here because this is the only path in life that I can see myself taking. It is and has been my greatest passion since I was little. I am here to better be and provide resources to hospitals that need me, and to break the stigma of healthcare being a certain way. Science and medicine Fascinate me, it opens my mind to reality that everything in is interconnected in different ways possible. I am here because of our different to struggle but I want to help build my character. I want to learn not memorize, and understand and not _. ",I am here because this is the only path in life that I can see myself taking. It is and has been my greatest passion since I was little.
S18.W2.333.01.06,"I am here to actually understand what I am being taught in lecture, I just get lost and confused. understanding what I am learning means getting good grades for my major classes. that means I have a higher chance of getting excepted to med school. getting excepted to med school means I will practice my future career and move one step closer to my dream which means I will become a heart surgeon, meaning treat people and help them so I will give back to my community. my community help me to understand Chem so thank you!",I am here to actually understand what I am being taught in lecture /-/ understanding what I am learning means getting good grades for my major classes. that means I have a higher chance of getting excepted to med school. getting excepted to med school means I will practice my future career and move one step closer to my dream
S18.W2.333.01.08,I am here because I want to do better in my OCHEM class. I want to learn new things that are outside of my comfort zone. I have no specific direction in my life other than the general goal I have always had since I knew how to talk. I want to try to get into veterinary school that is why I am in OCHEM. My major is undeclared in bio but really want to concentrate in marine bio so I technically don’t need this class to graduate but it’s recommended for vet schools. That’s why I am here.,My major is undeclared in bio but really want to concentrate in marine bio so I technically don’t need this class to graduate but it’s recommended for vet schools.
S18.W2.333.01.12,"I am here because I want to make a positive difference in this world. I want to represent myself, my gender, my sexuality, and my Latina heritage and prove the world wrong that we do have the potential to flourish. I’m currently lost as to how it is that I want to make my print in this world currently out of bio chemistry major not sure if I want to do research or medicine or neither I’ll just go with the flow.",I’m currently lost as to how it is that I want to make my print in this world currently out of bio chemistry major not sure if I want to do research or medicine or neither I’ll just go with the flow.
S18.W2.333.01.14,"I am taking this SCI course because I tend to need extra help with my chemistry courses. I’ve also heard a lot of stories about how difficult organic chemistry can be. Besides that this week I have been trying to focus on finding my routine. This semester the hardest class for me is OCHEM, and the rest are up or GE’s. I can’t take any other courses for my major until I take Ochem So I’m in a weird state of relaxation. Not too overwhelmed, which is worrying me because I’m almost always stressed.","This semester the hardest class for me is OCHEM, and the rest are up or GE’s. I can’t take any other courses for my major until I take Ochem So I’m in a weird state of relaxation."
