Alma ID,Essay: Why I am here?,Perseverance
S18.W2.333.01.07,I am here in this class because I want to do good in my organic chem class. I want to go to medical school after college to be an oncologist. I know it’s hard but I keep pushing myself forward. I knew that I need help for this class because what I am studying is new for me. I can’t understand the subject even though it’s the beginning of the semester. This makes me worried about passing the class with good grade.,I know it’s hard but I keep pushing myself forward
S18.W2.333.01.09,"To get a better grade, get help with the lectures. To for fill my dreams of actually doing something that I really like and becoming successful on what I do. To make my family proud and prove myself that I can do it, even though there are lots of challenges. To make myself a better person and more knowledgeable","prove myself that I can do it, even though there are lots of challenges"
S18.W2.333.01.13,"I’m here because I need help to pass OCHEM. I would like help from my science community because it’s hard to get help and noticed when we are so many students. The reason I am majoring in bio, is because I think into whatever field I go into I can make a difference. Hopefully with my masters I can do something more, something important. I love science, and even though it’s hard and there’s a lot of struggles, I’m sticking with it.","I love science, and even though it’s hard and there’s a lot of struggles, I’m sticking with it."
S18.W2.333.01.14,"I am taking this SCI course because I tend to need extra help with my chemistry courses. I’ve also heard a lot of stories about how difficult organic chemistry can be. Besides that this week I have been trying to focus on finding my routine. This semester the hardest class for me is OCHEM, and the rest are up or GE’s. I can’t take any other courses for my major until I take Ochem So I’m in a weird state of relaxation. Not too overwhelmed, which is worrying me because I’m almost always stressed.",I am taking this SCI course because I tend to need extra help with my chemistry courses. /-/ I’ve also heard a lot of stories about how difficult organic chemistry can be.
S18.W2.333.01.15,I am here because I have always love science but it isn’t always easy to succeeding. I think that I need to learn how to self facilitate extra time to study and review in. My goal here are to help myself develop better study skills so I can be less stress and have more time to actually enjoy my time and research I’m doing on campus.,I am here because I have always love science but it isn’t always easy to succeeding.
S18.W2.333.01.26,I’m here to get my degree in biochemistry but I also make sure I don’t lose myself as an individual through the process. I am here because I have the opportunity to achieve something my parents were able to do. I’m here because I told myself I deserve to be here and now I have to prove it.,I’m here because I hold myself I deserve to be here and now I have to prove it.
S18.W2.111.02.03,"I am in 115 because I want to do very well in CHEM115, lecture, lab and discussions. I want to be able to get a grasp on concepts that I don’t understand instead of just struggling through them and never fully understanding those specific topics. Since I am a biochemistry major, I know I will probably see those topics later in future classes so if I don’t understand the basics now. I will not do well in my future classes",I want to be able to get a grasp on concepts that I don’t understand instead of just struggling through them and never fully understanding those specific topics.
S18.W2.111.02.07,"I am here in this class because chemistry has always been a class that was a bit challenging for me. I really hope that this Sci class can help me do well in chemistry this semester and the others to follow. I’m taking chemistry because it required for my major(Biology) and i know it is something I very much it is something very much included in biology. So as a result I think its really important for me to understand and do well in chemistry, not just for my major and to get a degree, but to apply it to my future career-hopefully in the medical field. I aslo really enjoy biology and it is really fascinating to me.",I am here in this class because chemistry has always been a class that was a bit challenging for me. I really hope that this Sci class can help me do well in chemistry this semester and the others to follow.
S18.W2.111.02.09,"I am here to find myself and figure out my identity in more depth as a student. I want to pursue a career in the medical field, specifically a pediatric doctor. As I am attending this school I want to bond with other students who are pursuing what I am and students with the same mindset. I think that would be helpful especially when the road gets tough. We all have our personal issues outside of school that affect our performance, such as anxiety and depression for me. So knowing I’m not alone and having support is great.","We all have our personal issues outside of school that affect our performance, such as anxiety and depression for me. So knowing I’m not alone and having support is great."
S18.W2.111.02.11,"I’m at sfsu because I am pursuing a bachelor’s of science degree in biochemistry. I want to obtain this degree to then attend a medical school and declare my field of specialty in pain/internal medicine. I want to become an anesthesiologist in the near future. I am in this SCI-115-02 supplemental course because I know that I will end up struggling with future topics in chem-115. I am enrolled in CHEM-115 because it is a major requirement needed to get into CHEM-215. Specifically speakers, I’m here today in this SCI class because I need help with calculating valence electrons,atomic orbitals, and electron configuration.",I am in this SCI-115-02 supplemental course because I know that I will end up struggling with future topics in chem-115.
S18.W2.111.02.15,"I am here because I want to feel like I am actually doing something in my life. I am here because I fell in love with thee whole concept of chemistry, I am deeply interested in science and I want to prove to myself that I can actually become a chemist or a dermatologist. I am not that strong in math but I am trying. I am here to make my parents proud as well. They work so hard to support me and my siblings to send us all to college. I am the first generation to go to college so I want to show my parents my love for science and become something.","I am not that strong in math, but I'm trying."
S18.W2.111.02.18,I’m here because I want students to experience the opportunities and community that I have built when I took the sci 115 class myself. I also want them to know that chemistry isn’t that scary or bad of a subject. - might be bias because I do love this subject. Despite what my grades may say.I’m here because my family wanted me to have a better life than they did back in China they gave up what amazing or bad opportunities they had all for my and my brother’s futures. I’m here of all the mistakes that I have taken and I learned from. And I’m here to share what little wisdom I may have in order to help those who are lost the best that I can.,I'm here because of all the mistakes I have taken and learned from.
F19.PHYS242.05.03,I am here because my parents want me to finish college. I also want to make a lot of money. Ideally I would want to do something I like doing and at the same time it makes me a lot of money. I am fine with my parents wanting me to go through college even though there have been a lot of struggles with my time here because I feel like I have grown as a person and met a lot of people I have gotten really close to through just being involved at school. I switched majors after 2 years and am currently trying to catch up. I am now a mechanical engineering major since I feel like I would have more fun in that field and it could provide me a lot of opportunities.,there have been a lot of struggles with my time here because I feel like I have grown as a person and met a lot of people I have gotten really close to through just being involved at school. I switched majors after 2 years and am currently trying to catch up.
F19.PHYS242.02.002.1210,I was raised thinking that life was only about working and that was the only way that I was going to be able to navigate through life was through work. Since this was ingrained in my way of being at such a young age with my dad always working. The work ethics that my dad has passed onto me has allowed me to overcome the tough times that both work and school throw at me. Going to school full time and working over 30 hours a week without being near anyone in my family has proven difficult but I've been able to take what they have taught me to excel in what ever I put my mind to. ,The work ethics that my dad has passed onto me has allowed me to overcome the tough times that both work and school throw at me. /%/ Going to school full time and working over 30 hours a week without being near anyone in my family has proven difficult but I've been able to take what they have taught me to excel in what ever I put my mind to. 
