sentence,phrase,label
without the add code i would have been forced to drop both this lab and lecture because these to classes have to be coenrolled from what i have read.,"['I am here in this physics lab course because it is a part of the many other courses that I need the take according to the roadmap that I have decided to follow in order to graduate. It is not an easy roadmap, with many different chemistry and biology course that I have yet to enroll in.']",0
"in a broader sense, i am here because my future pretty much depends on it.","['I am here in this physics lab course because it is a part of the many other courses that I need the take according to the roadmap that I have decided to follow in order to graduate. It is not an easy roadmap, with many different chemistry and biology course that I have yet to enroll in.']",1
i am a firm believer that you cannot go as far in life without an education because of how much more competitive people are becoming and that employers would rather go for someone that has a degree rather than someone who dropped out.,"['I am here in this physics lab course because it is a part of the many other courses that I need the take according to the roadmap that I have decided to follow in order to graduate. It is not an easy roadmap, with many different chemistry and biology course that I have yet to enroll in.']",0
i am also here for my parents who never got to finish college themselves.,"['I am here in this physics lab course because it is a part of the many other courses that I need the take according to the roadmap that I have decided to follow in order to graduate. It is not an easy roadmap, with many different chemistry and biology course that I have yet to enroll in.']",0
i am here to make them proud.,"['I am here in this physics lab course because it is a part of the many other courses that I need the take according to the roadmap that I have decided to follow in order to graduate. It is not an easy roadmap, with many different chemistry and biology course that I have yet to enroll in.']",0
to one day use my education to make a bunch of money and repay them everything they have done for me because they deserve it.,"['I am here in this physics lab course because it is a part of the many other courses that I need the take according to the roadmap that I have decided to follow in order to graduate. It is not an easy roadmap, with many different chemistry and biology course that I have yet to enroll in.']",0
"why am i here, i am here because i want to become a doctor and go onto medical school.","['Why am I here, I am here because I want to become a doctor and go onto medical school. This class was a requirement in my major which is why I am here taking it. This is the only physics class I have to take in my major. I am here to hopefully pass this class and come out with a good grade and complete the requirement in my major. I am here to get a degree to go on and become a doctor which is what I am studying for.']",0
this class was a requirement in my major which is why i am here taking it.,"['Why am I here, I am here because I want to become a doctor and go onto medical school. This class was a requirement in my major which is why I am here taking it. This is the only physics class I have to take in my major. I am here to hopefully pass this class and come out with a good grade and complete the requirement in my major. I am here to get a degree to go on and become a doctor which is what I am studying for.']",1
this is the only physics class i have to take in my major.,"['Why am I here, I am here because I want to become a doctor and go onto medical school. This class was a requirement in my major which is why I am here taking it. This is the only physics class I have to take in my major. I am here to hopefully pass this class and come out with a good grade and complete the requirement in my major. I am here to get a degree to go on and become a doctor which is what I am studying for.']",0
im not that interested in physics but so far from being in this class physics does not seem to be too hard but also not easy.,"['Why am I here, I am here because I want to become a doctor and go onto medical school. This class was a requirement in my major which is why I am here taking it. This is the only physics class I have to take in my major. I am here to hopefully pass this class and come out with a good grade and complete the requirement in my major. I am here to get a degree to go on and become a doctor which is what I am studying for.']",0
i am here to hopefully pass this class and come out with a good grade and complete the requirement in my major.,"['Why am I here, I am here because I want to become a doctor and go onto medical school. This class was a requirement in my major which is why I am here taking it. This is the only physics class I have to take in my major. I am here to hopefully pass this class and come out with a good grade and complete the requirement in my major. I am here to get a degree to go on and become a doctor which is what I am studying for.']",1
i am here to get a degree to go on and become a doctor which is what i am studying for.,"['Why am I here, I am here because I want to become a doctor and go onto medical school. This class was a requirement in my major which is why I am here taking it. This is the only physics class I have to take in my major. I am here to hopefully pass this class and come out with a good grade and complete the requirement in my major. I am here to get a degree to go on and become a doctor which is what I am studying for.']",0
i wouldnt be here without my parents who sacrificed a lot for me to be here.,"['Why am I here, I am here because I want to become a doctor and go onto medical school. This class was a requirement in my major which is why I am here taking it. This is the only physics class I have to take in my major. I am here to hopefully pass this class and come out with a good grade and complete the requirement in my major. I am here to get a degree to go on and become a doctor which is what I am studying for.']",0
i am part of the first generation in my family to go to college and hopefully get a degree and i am trying to make my parents proud but also learn things for myself and get a career that will give me financial stability and also a career where i will help tons of people.,"['Why am I here, I am here because I want to become a doctor and go onto medical school. This class was a requirement in my major which is why I am here taking it. This is the only physics class I have to take in my major. I am here to hopefully pass this class and come out with a good grade and complete the requirement in my major. I am here to get a degree to go on and become a doctor which is what I am studying for.']",0
this is why i am here at the university and why i am here in this class.,"['Why am I here, I am here because I want to become a doctor and go onto medical school. This class was a requirement in my major which is why I am here taking it. This is the only physics class I have to take in my major. I am here to hopefully pass this class and come out with a good grade and complete the requirement in my major. I am here to get a degree to go on and become a doctor which is what I am studying for.']",0
"the general physics laboratory is required as a complement to the general physics course, and also to fulfill a general education requirement.","['The general physics laboratory is required as a complement to the general physics course, and also to fulfill a general education requirement. I took this class so I would not have to take a lab next semester if I passed, and it would be better to take a lab and a regular science class together rather than take the lab by itself because I might forget about the concepts learned in the regular science class and have difficulty in the lab by itself as a result. Last semester, I did not have the time in my schedule for a biology lab, so I had to take a lab for physics instead. Passing this class is important to me, I want to be be able to finish my general education requirements as fast as possible, so therefore, I have to take this class to be able to do so.']",1
my aim in taking this course to reinforce what i learn in my general physics class through the physical application of theoretical concepts.,"['The general physics laboratory is required as a complement to the general physics course, and also to fulfill a general education requirement. I took this class so I would not have to take a lab next semester if I passed, and it would be better to take a lab and a regular science class together rather than take the lab by itself because I might forget about the concepts learned in the regular science class and have difficulty in the lab by itself as a result. Last semester, I did not have the time in my schedule for a biology lab, so I had to take a lab for physics instead. Passing this class is important to me, I want to be be able to finish my general education requirements as fast as possible, so therefore, I have to take this class to be able to do so.']",0
i specifically chose this class during the time that it occurs because it was the only class that would fit in my current schedule.,"['The general physics laboratory is required as a complement to the general physics course, and also to fulfill a general education requirement. I took this class so I would not have to take a lab next semester if I passed, and it would be better to take a lab and a regular science class together rather than take the lab by itself because I might forget about the concepts learned in the regular science class and have difficulty in the lab by itself as a result. Last semester, I did not have the time in my schedule for a biology lab, so I had to take a lab for physics instead. Passing this class is important to me, I want to be be able to finish my general education requirements as fast as possible, so therefore, I have to take this class to be able to do so.']",0
"i took this class so i would not have to take a lab next semester if i passed, and it would be better to take a lab and a regular science class together rather than take the lab by itself because i might forget about the concepts learned in the regular science class and have difficulty in the lab by itself as a result.","['The general physics laboratory is required as a complement to the general physics course, and also to fulfill a general education requirement. I took this class so I would not have to take a lab next semester if I passed, and it would be better to take a lab and a regular science class together rather than take the lab by itself because I might forget about the concepts learned in the regular science class and have difficulty in the lab by itself as a result. Last semester, I did not have the time in my schedule for a biology lab, so I had to take a lab for physics instead. Passing this class is important to me, I want to be be able to finish my general education requirements as fast as possible, so therefore, I have to take this class to be able to do so.']",0
"last semester, i did not have the time in my schedule for a biology lab, so i had to take a lab for physics instead.","['The general physics laboratory is required as a complement to the general physics course, and also to fulfill a general education requirement. I took this class so I would not have to take a lab next semester if I passed, and it would be better to take a lab and a regular science class together rather than take the lab by itself because I might forget about the concepts learned in the regular science class and have difficulty in the lab by itself as a result. Last semester, I did not have the time in my schedule for a biology lab, so I had to take a lab for physics instead. Passing this class is important to me, I want to be be able to finish my general education requirements as fast as possible, so therefore, I have to take this class to be able to do so.']",0
"passing this class is important to me, i want to be be able to finish my general education requirements as fast as possible, so therefore, i have to take this class to be able to do so.","['The general physics laboratory is required as a complement to the general physics course, and also to fulfill a general education requirement. I took this class so I would not have to take a lab next semester if I passed, and it would be better to take a lab and a regular science class together rather than take the lab by itself because I might forget about the concepts learned in the regular science class and have difficulty in the lab by itself as a result. Last semester, I did not have the time in my schedule for a biology lab, so I had to take a lab for physics instead. Passing this class is important to me, I want to be be able to finish my general education requirements as fast as possible, so therefore, I have to take this class to be able to do so.']",1
"giovanni ramirez phys 112 february 19th, 2020 reflective journal 1 why am i here?","['However, If you were to ask me why I am in this particular physics course, the honest is reason is that because it is required for me to take if I want to earn my degree in Biology.']",0
"whenever i get asked why i am here, it is usually a pretty interesting question to answer.","['However, If you were to ask me why I am in this particular physics course, the honest is reason is that because it is required for me to take if I want to earn my degree in Biology.']",0
i am currently at san francisco state university to further my education and pursue what i want to do in my adult career which is biology.,"['However, If you were to ask me why I am in this particular physics course, the honest is reason is that because it is required for me to take if I want to earn my degree in Biology.']",0
i have always had a fascination for biology because it teaches you how things around you and in your body work together to create what we call life.,"['However, If you were to ask me why I am in this particular physics course, the honest is reason is that because it is required for me to take if I want to earn my degree in Biology.']",0
"however, if you were to ask me why i am in this particular physics course, the honest is reason is that because it is required for me to take if i want to earn my degree in biology.","['However, If you were to ask me why I am in this particular physics course, the honest is reason is that because it is required for me to take if I want to earn my degree in Biology.']",1
"dont get me wrong though, i have taken physics before in high school and earned a really good grade and actually felt like i enjoyed learning about the topic and the many ways that it relates to my every day life around me.","['However, If you were to ask me why I am in this particular physics course, the honest is reason is that because it is required for me to take if I want to earn my degree in Biology.']",0
i just probably would not take this course or any other physics course if it werent required.,"['However, If you were to ask me why I am in this particular physics course, the honest is reason is that because it is required for me to take if I want to earn my degree in Biology.']",0
why am i here i want to talk about why i came to united state that will explain why im here.,"['When I graduated middle school in China, my parents decided send me to The United State to finish My high school and university study. First Place I went was Arizona, at there I finished my High school, also at there I got the first car in my life. After I finish the High school I decided move to Bay Area to continue my college, I went to the DVC in pleasant hill, and right there I studied two yearsthen I transfer to the San Francisco State University. After I talk to the advisor he tell me if I need graduate in SFSU I should take a class satisfy with the SFSU general education then I can graduate, so I still have a Lab class didnt take yet, so I choose the Physical lab class, so this explain why Im here in this class. Also why Im here is because ever decision I made in my life thats led me to here.']",0
"when i graduated middle school in china, my parents decided send me to the united state to finish my high school and university study.","['When I graduated middle school in China, my parents decided send me to The United State to finish My high school and university study. First Place I went was Arizona, at there I finished my High school, also at there I got the first car in my life. After I finish the High school I decided move to Bay Area to continue my college, I went to the DVC in pleasant hill, and right there I studied two yearsthen I transfer to the San Francisco State University. After I talk to the advisor he tell me if I need graduate in SFSU I should take a class satisfy with the SFSU general education then I can graduate, so I still have a Lab class didnt take yet, so I choose the Physical lab class, so this explain why Im here in this class. Also why Im here is because ever decision I made in my life thats led me to here.']",0
"first place i went was arizona, at there i finished my high school, also at there i got the first car in my life.","['When I graduated middle school in China, my parents decided send me to The United State to finish My high school and university study. First Place I went was Arizona, at there I finished my High school, also at there I got the first car in my life. After I finish the High school I decided move to Bay Area to continue my college, I went to the DVC in pleasant hill, and right there I studied two yearsthen I transfer to the San Francisco State University. After I talk to the advisor he tell me if I need graduate in SFSU I should take a class satisfy with the SFSU general education then I can graduate, so I still have a Lab class didnt take yet, so I choose the Physical lab class, so this explain why Im here in this class. Also why Im here is because ever decision I made in my life thats led me to here.']",0
"after i finish the high school i decided move to bay area to continue my college, i went to the dvc in pleasant hill, and right there i studied two yearsthen i transfer to the san francisco state university.","['When I graduated middle school in China, my parents decided send me to The United State to finish My high school and university study. First Place I went was Arizona, at there I finished my High school, also at there I got the first car in my life. After I finish the High school I decided move to Bay Area to continue my college, I went to the DVC in pleasant hill, and right there I studied two yearsthen I transfer to the San Francisco State University. After I talk to the advisor he tell me if I need graduate in SFSU I should take a class satisfy with the SFSU general education then I can graduate, so I still have a Lab class didnt take yet, so I choose the Physical lab class, so this explain why Im here in this class. Also why Im here is because ever decision I made in my life thats led me to here.']",0
"after i talk to the advisor he tell me if i need graduate in sfsu i should take a class satisfy with the sfsu general education then i can graduate, so i still have a lab class didnt take yet, so i choose the physical lab class, so this explain why im here in this class.","['When I graduated middle school in China, my parents decided send me to The United State to finish My high school and university study. First Place I went was Arizona, at there I finished my High school, also at there I got the first car in my life. After I finish the High school I decided move to Bay Area to continue my college, I went to the DVC in pleasant hill, and right there I studied two yearsthen I transfer to the San Francisco State University. After I talk to the advisor he tell me if I need graduate in SFSU I should take a class satisfy with the SFSU general education then I can graduate, so I still have a Lab class didnt take yet, so I choose the Physical lab class, so this explain why Im here in this class. Also why Im here is because ever decision I made in my life thats led me to here.']",0
also why im here is because ever decision i made in my life thats led me to here.,"['When I graduated middle school in China, my parents decided send me to The United State to finish My high school and university study. First Place I went was Arizona, at there I finished my High school, also at there I got the first car in my life. After I finish the High school I decided move to Bay Area to continue my college, I went to the DVC in pleasant hill, and right there I studied two yearsthen I transfer to the San Francisco State University. After I talk to the advisor he tell me if I need graduate in SFSU I should take a class satisfy with the SFSU general education then I can graduate, so I still have a Lab class didnt take yet, so I choose the Physical lab class, so this explain why Im here in this class. Also why Im here is because ever decision I made in my life thats led me to here.']",0
i am in college to earn my degree.,"['I am taking physics 111 and 112 mostly to fulfill my general education requirement. However, I have already taken an equivalent to this class at my community college that I have transferred from.']",0
but i am also here to better myself as a person.,"['I am taking physics 111 and 112 mostly to fulfill my general education requirement. However, I have already taken an equivalent to this class at my community college that I have transferred from.']",0
i think the purpose of college is to prepare students for the real world by helping students become more well rounded.,"['I am taking physics 111 and 112 mostly to fulfill my general education requirement. However, I have already taken an equivalent to this class at my community college that I have transferred from.']",0
"i am in school to gain build a network, get experience, have fun, learn about a subject that i am passionate in, and be able to contribute that back to society when i graduate.","['I am taking physics 111 and 112 mostly to fulfill my general education requirement. However, I have already taken an equivalent to this class at my community college that I have transferred from.']",1
i am taking physics 111 and 112 mostly to fulfill my general education requirement.,"['I am taking physics 111 and 112 mostly to fulfill my general education requirement. However, I have already taken an equivalent to this class at my community college that I have transferred from.']",1
"however, i have already taken an equivalent to this class at my community college that i have transferred from.","['I am taking physics 111 and 112 mostly to fulfill my general education requirement. However, I have already taken an equivalent to this class at my community college that I have transferred from.']",0
"but it has been a long time since i have last taken that class, so i think that my physics foundation is not as strong.","['I am taking physics 111 and 112 mostly to fulfill my general education requirement. However, I have already taken an equivalent to this class at my community college that I have transferred from.']",0
i would feel more comfortable redoing the sequence rather than just being confused in the next class.,"['I am taking physics 111 and 112 mostly to fulfill my general education requirement. However, I have already taken an equivalent to this class at my community college that I have transferred from.']",0
i also think that i am here to learn about problem solving.,"['I am taking physics 111 and 112 mostly to fulfill my general education requirement. However, I have already taken an equivalent to this class at my community college that I have transferred from.']",0
i think that problem solving goes beyond doing physics problems or math problems.,"['I am taking physics 111 and 112 mostly to fulfill my general education requirement. However, I have already taken an equivalent to this class at my community college that I have transferred from.']",0
i think it is about being able to think critically.,"['I am taking physics 111 and 112 mostly to fulfill my general education requirement. However, I have already taken an equivalent to this class at my community college that I have transferred from.']",0
i am here because it is part of my prerequisite for my major and because ive never taken physics before so this would be something new for me.,['I am here because it is part of my prerequisite for my major and because Ive never taken physics before so this would be something new for me. I am also here because I just finished taking calculus 1 last semester and I wanted to take calculus first before I took physics so that way I wouldnt be lost.'],0
ive always been interested in learning or taking a physics class.,['I am here because it is part of my prerequisite for my major and because Ive never taken physics before so this would be something new for me. I am also here because I just finished taking calculus 1 last semester and I wanted to take calculus first before I took physics so that way I wouldnt be lost.'],0
i am also here because i heard you were a great teacher from some of my friends.,['I am here because it is part of my prerequisite for my major and because Ive never taken physics before so this would be something new for me. I am also here because I just finished taking calculus 1 last semester and I wanted to take calculus first before I took physics so that way I wouldnt be lost.'],0
i am here also because i enjoy learning about science and new theories and concepts.,['I am here because it is part of my prerequisite for my major and because Ive never taken physics before so this would be something new for me. I am also here because I just finished taking calculus 1 last semester and I wanted to take calculus first before I took physics so that way I wouldnt be lost.'],0
ive always wanted to learn about physics but none of my teachers in highschool made it interesting thats why i never took it in highschool.,['I am here because it is part of my prerequisite for my major and because Ive never taken physics before so this would be something new for me. I am also here because I just finished taking calculus 1 last semester and I wanted to take calculus first before I took physics so that way I wouldnt be lost.'],0
"i am also here because i needed a tuesday and thursday lab class, i dont have space during my monday, wednesday or friday session because my schedules already packed.",['I am here because it is part of my prerequisite for my major and because Ive never taken physics before so this would be something new for me. I am also here because I just finished taking calculus 1 last semester and I wanted to take calculus first before I took physics so that way I wouldnt be lost.'],0
i am also here because i just finished taking calculus 1 last semester and i wanted to take calculus first before i took physics so that way i wouldnt be lost.,['I am here because it is part of my prerequisite for my major and because Ive never taken physics before so this would be something new for me. I am also here because I just finished taking calculus 1 last semester and I wanted to take calculus first before I took physics so that way I wouldnt be lost.'],0
"i am in physics not only because it is required for my major, but for me to better understand how things work on the world.","['I am in physics not only because it is required for my major, but for me to better understand how things work on the world.I am in physics to also take physics 222 to help with my knowledge for my major.']",0
i am interested to know exactly why things work the way they do.,"['I am in physics not only because it is required for my major, but for me to better understand how things work on the world.I am in physics to also take physics 222 to help with my knowledge for my major.']",0
"so far, we are learning about velocity and distance and the forces acting in certain objects.","['I am in physics not only because it is required for my major, but for me to better understand how things work on the world.I am in physics to also take physics 222 to help with my knowledge for my major.']",0
it is interesting to me to learn about the mechanics of how objects move or why objects remain at rest.,"['I am in physics not only because it is required for my major, but for me to better understand how things work on the world.I am in physics to also take physics 222 to help with my knowledge for my major.']",0
i have heard that physics is like another math class and i want to understand what kind of math is involved and how difficult or challenging it may be.,"['I am in physics not only because it is required for my major, but for me to better understand how things work on the world.I am in physics to also take physics 222 to help with my knowledge for my major.']",0
i am in physics to also take physics 222 to help with my knowledge for my major.,"['I am in physics not only because it is required for my major, but for me to better understand how things work on the world.I am in physics to also take physics 222 to help with my knowledge for my major.']",0
i am here to learn what i can since i have never taken a physics class before.,"['I am in physics not only because it is required for my major, but for me to better understand how things work on the world.I am in physics to also take physics 222 to help with my knowledge for my major.']",0
i want to understand the different forces acting on objects.,"['I am in physics not only because it is required for my major, but for me to better understand how things work on the world.I am in physics to also take physics 222 to help with my knowledge for my major.']",0
i also want to see how physics relates to my everyday life and apply it.,"['I am in physics not only because it is required for my major, but for me to better understand how things work on the world.I am in physics to also take physics 222 to help with my knowledge for my major.']",0
i am currently enrolled in physics 112 laboratroy because it is a degree requirement for my major.,['I am currently enrolled in physics 112 Laboratroy because it is a degree requirement for my major. It is a prerequisite for the next physics class I need. I am working towards a bachalore of arts degree in biology so that I can go to dental school and become a dentist. My plan taking this class is just another stepping stone on my journey to hopefully get in dental school and become a dentist. I My more immediate goal is to pass with this class hopefully with an A so I can take the next step in my academic journey. In order for me to do well in this class I need to first show up and listen attentively and complete all asignments on time. I also must reveiw the assigments in order to understand the material and it will help me in passing my Physics lecture course.'],1
it is a prerequisite for the next physics class i need.,['I am currently enrolled in physics 112 Laboratroy because it is a degree requirement for my major. It is a prerequisite for the next physics class I need. I am working towards a bachalore of arts degree in biology so that I can go to dental school and become a dentist. My plan taking this class is just another stepping stone on my journey to hopefully get in dental school and become a dentist. I My more immediate goal is to pass with this class hopefully with an A so I can take the next step in my academic journey. In order for me to do well in this class I need to first show up and listen attentively and complete all asignments on time. I also must reveiw the assigments in order to understand the material and it will help me in passing my Physics lecture course.'],0
i am working towards a bachalore of arts degree in biology so that i can go to dental school and become a dentist.,['I am currently enrolled in physics 112 Laboratroy because it is a degree requirement for my major. It is a prerequisite for the next physics class I need. I am working towards a bachalore of arts degree in biology so that I can go to dental school and become a dentist. My plan taking this class is just another stepping stone on my journey to hopefully get in dental school and become a dentist. I My more immediate goal is to pass with this class hopefully with an A so I can take the next step in my academic journey. In order for me to do well in this class I need to first show up and listen attentively and complete all asignments on time. I also must reveiw the assigments in order to understand the material and it will help me in passing my Physics lecture course.'],0
my plan taking this class is just another stepping stone on my journey to hopefully get in dental school and become a dentist.,['I am currently enrolled in physics 112 Laboratroy because it is a degree requirement for my major. It is a prerequisite for the next physics class I need. I am working towards a bachalore of arts degree in biology so that I can go to dental school and become a dentist. My plan taking this class is just another stepping stone on my journey to hopefully get in dental school and become a dentist. I My more immediate goal is to pass with this class hopefully with an A so I can take the next step in my academic journey. In order for me to do well in this class I need to first show up and listen attentively and complete all asignments on time. I also must reveiw the assigments in order to understand the material and it will help me in passing my Physics lecture course.'],1
i chose to come to san francisco state university because my friend attended school here and recommended me to try it.,['I am currently enrolled in physics 112 Laboratroy because it is a degree requirement for my major. It is a prerequisite for the next physics class I need. I am working towards a bachalore of arts degree in biology so that I can go to dental school and become a dentist. My plan taking this class is just another stepping stone on my journey to hopefully get in dental school and become a dentist. I My more immediate goal is to pass with this class hopefully with an A so I can take the next step in my academic journey. In order for me to do well in this class I need to first show up and listen attentively and complete all asignments on time. I also must reveiw the assigments in order to understand the material and it will help me in passing my Physics lecture course.'],0
my more immediate goal is to pass with this class hopefully with an a so i can take the next step in my academic journey.,['I am currently enrolled in physics 112 Laboratroy because it is a degree requirement for my major. It is a prerequisite for the next physics class I need. I am working towards a bachalore of arts degree in biology so that I can go to dental school and become a dentist. My plan taking this class is just another stepping stone on my journey to hopefully get in dental school and become a dentist. I My more immediate goal is to pass with this class hopefully with an A so I can take the next step in my academic journey. In order for me to do well in this class I need to first show up and listen attentively and complete all asignments on time. I also must reveiw the assigments in order to understand the material and it will help me in passing my Physics lecture course.'],1
in order for me to do well in this class i need to first show up and listen attentively and complete all asignments on time.,['I am currently enrolled in physics 112 Laboratroy because it is a degree requirement for my major. It is a prerequisite for the next physics class I need. I am working towards a bachalore of arts degree in biology so that I can go to dental school and become a dentist. My plan taking this class is just another stepping stone on my journey to hopefully get in dental school and become a dentist. I My more immediate goal is to pass with this class hopefully with an A so I can take the next step in my academic journey. In order for me to do well in this class I need to first show up and listen attentively and complete all asignments on time. I also must reveiw the assigments in order to understand the material and it will help me in passing my Physics lecture course.'],0
i also must reveiw the assigments in order to understand the material and it will help me in passing my physics lecture course.,['I am currently enrolled in physics 112 Laboratroy because it is a degree requirement for my major. It is a prerequisite for the next physics class I need. I am working towards a bachalore of arts degree in biology so that I can go to dental school and become a dentist. My plan taking this class is just another stepping stone on my journey to hopefully get in dental school and become a dentist. I My more immediate goal is to pass with this class hopefully with an A so I can take the next step in my academic journey. In order for me to do well in this class I need to first show up and listen attentively and complete all asignments on time. I also must reveiw the assigments in order to understand the material and it will help me in passing my Physics lecture course.'],0
why am i here?,"['It is my first semester in my major as a third year. I believe everything I have been through and accomplished has led me to this exact place in my life. Although I know I am barely scratching the surface of my full potential in life and wherever it is that I may end up is still unknown. What I do know is that this class, this job, this school, this major are all stepping stones to where I am supposed to end up and that is why I am here. I am here to work towards my goals and for myself, for my future self, for my family and for my future family.']",0
this is such an open ended question.,"['It is my first semester in my major as a third year. I believe everything I have been through and accomplished has led me to this exact place in my life. Although I know I am barely scratching the surface of my full potential in life and wherever it is that I may end up is still unknown. What I do know is that this class, this job, this school, this major are all stepping stones to where I am supposed to end up and that is why I am here. I am here to work towards my goals and for myself, for my future self, for my family and for my future family.']",0
it can have many different contexts that it can be used in.,"['It is my first semester in my major as a third year. I believe everything I have been through and accomplished has led me to this exact place in my life. Although I know I am barely scratching the surface of my full potential in life and wherever it is that I may end up is still unknown. What I do know is that this class, this job, this school, this major are all stepping stones to where I am supposed to end up and that is why I am here. I am here to work towards my goals and for myself, for my future self, for my family and for my future family.']",0
"as for me, when i hear that question, i automatically think of a particular place in my life.","['It is my first semester in my major as a third year. I believe everything I have been through and accomplished has led me to this exact place in my life. Although I know I am barely scratching the surface of my full potential in life and wherever it is that I may end up is still unknown. What I do know is that this class, this job, this school, this major are all stepping stones to where I am supposed to end up and that is why I am here. I am here to work towards my goals and for myself, for my future self, for my family and for my future family.']",0
i am going to turn 21 in 4 days.,"['It is my first semester in my major as a third year. I believe everything I have been through and accomplished has led me to this exact place in my life. Although I know I am barely scratching the surface of my full potential in life and wherever it is that I may end up is still unknown. What I do know is that this class, this job, this school, this major are all stepping stones to where I am supposed to end up and that is why I am here. I am here to work towards my goals and for myself, for my future self, for my family and for my future family.']",0
i work as a physical therapist aide.,"['It is my first semester in my major as a third year. I believe everything I have been through and accomplished has led me to this exact place in my life. Although I know I am barely scratching the surface of my full potential in life and wherever it is that I may end up is still unknown. What I do know is that this class, this job, this school, this major are all stepping stones to where I am supposed to end up and that is why I am here. I am here to work towards my goals and for myself, for my future self, for my family and for my future family.']",0
it is my first semester in my major as a third year.,"['It is my first semester in my major as a third year. I believe everything I have been through and accomplished has led me to this exact place in my life. Although I know I am barely scratching the surface of my full potential in life and wherever it is that I may end up is still unknown. What I do know is that this class, this job, this school, this major are all stepping stones to where I am supposed to end up and that is why I am here. I am here to work towards my goals and for myself, for my future self, for my family and for my future family.']",0
i believe everything i have been through and accomplished has led me to this exact place in my life.,"['It is my first semester in my major as a third year. I believe everything I have been through and accomplished has led me to this exact place in my life. Although I know I am barely scratching the surface of my full potential in life and wherever it is that I may end up is still unknown. What I do know is that this class, this job, this school, this major are all stepping stones to where I am supposed to end up and that is why I am here. I am here to work towards my goals and for myself, for my future self, for my family and for my future family.']",0
although i know i am barely scratching the surface of my full potential in life and wherever it is that i may end up is still unknown.,"['It is my first semester in my major as a third year. I believe everything I have been through and accomplished has led me to this exact place in my life. Although I know I am barely scratching the surface of my full potential in life and wherever it is that I may end up is still unknown. What I do know is that this class, this job, this school, this major are all stepping stones to where I am supposed to end up and that is why I am here. I am here to work towards my goals and for myself, for my future self, for my family and for my future family.']",0
"what i do know is that this class, this job, this school, this major are all stepping stones to where i am supposed to end up and that is why i am here.","['It is my first semester in my major as a third year. I believe everything I have been through and accomplished has led me to this exact place in my life. Although I know I am barely scratching the surface of my full potential in life and wherever it is that I may end up is still unknown. What I do know is that this class, this job, this school, this major are all stepping stones to where I am supposed to end up and that is why I am here. I am here to work towards my goals and for myself, for my future self, for my family and for my future family.']",0
"i am here to work towards my goals and for myself, for my future self, for my family and for my future family.","['It is my first semester in my major as a third year. I believe everything I have been through and accomplished has led me to this exact place in my life. Although I know I am barely scratching the surface of my full potential in life and wherever it is that I may end up is still unknown. What I do know is that this class, this job, this school, this major are all stepping stones to where I am supposed to end up and that is why I am here. I am here to work towards my goals and for myself, for my future self, for my family and for my future family.']",1
i am in physics 112 because it is one of the requirements to stay enrolled in physics 111.,['I am in physics 112 because it is one of the requirements to stay enrolled in physics 111. I have to take these courses because its a requirement for all biology majors.'],1
i have to take these courses because its a requirement for all biology majors.,['I am in physics 112 because it is one of the requirements to stay enrolled in physics 111. I have to take these courses because its a requirement for all biology majors.'],1
i have never taken a physics course so this has all been pretty new to me.,['I am in physics 112 because it is one of the requirements to stay enrolled in physics 111. I have to take these courses because its a requirement for all biology majors.'],0
